"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","356.82"	
"2018/01/02","364.42"	
"2018/01/03","365.85"	
"2018/01/04","367.99"	
"2018/01/05","368.85"	
"2018/01/06","368.85"	
"2018/01/07","368.85"	
"2018/01/08","370.71"	
"2018/01/09","372.29"	
"2018/01/10","372.99"	
"2018/01/11","372.97"	
"2018/01/12","375.91"	
"2018/01/13","375.91"	
"2018/01/14","375.91"	
"2018/01/15","374.02"	
"2018/01/16","381.5"	
"2018/01/17","381.88"	
"2018/01/18","382.82"	
"2018/01/19","385.92"	
"2018/01/20","385.92"	
"2018/01/21","385.92"	
"2018/01/22","388.49"	
"2018/01/23","394.23"	
"2018/01/24","394.05"	
"2018/01/25","389.8"	
"2018/01/26","395.22"	
"2018/01/27","395.22"	
"2018/01/28","395.22"	
"2018/01/29","392.26"	
"2018/01/30","387.6"	
"2018/01/31","390.78"	
"2018/02/01","388.36"	
"2018/02/02","388.5"	
"2018/02/03","388.5"	
"2018/02/04","388.5"	
"2018/02/05","383.72"	
"2018/02/06","363.38"	
"2018/02/07","359.34"	
"2018/02/08","361.42"	
"2018/02/09","349.62"	
"2018/02/10","349.62"	
"2018/02/11","349.62"	
"2018/02/12","350.37"	
"2018/02/13","355.48"	
"2018/02/14","363.05"	
"2018/02/15","369.96"	
"2018/02/16","369.96"	
"2018/02/17","369.96"	
"2018/02/18","369.96"	
"2018/02/19","369.96"	
"2018/02/20","367.8"	
"2018/02/21","374.14"	
"2018/02/22","369.1"	
"2018/02/23","373.07"	
"2018/02/24","373.07"	
"2018/02/25","373.07"	
"2018/02/26","375.73"	
"2018/02/27","372.03"	
"2018/02/28","367.0"	
"2018/03/01","369.77"	
"2018/03/02","364.17"	
"2018/03/03","364.17"	
"2018/03/04","364.17"	
"2018/03/05","356.38"	
"2018/03/06","363.95"	
"2018/03/07","360.59"	
"2018/03/08","365.98"	
"2018/03/09","369.72"	
"2018/03/10","369.72"	
"2018/03/11","369.72"	
"2018/03/12","376.92"	
"2018/03/13","376.51"	
"2018/03/14","374.9"	
"2018/03/15","376.31"	
"2018/03/16","376.05"	
"2018/03/17","376.05"	
"2018/03/18","376.05"	
"2018/03/19","375.76"	
"2018/03/20","376.78"	
"2018/03/21","374.93"	
"2018/03/22","370.29"	
