"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","309.94"	
"2015/01/02","316.09"	
"2015/01/03","316.09"	
"2015/01/04","316.09"	
"2015/01/05","314.69"	
"2015/01/06","310.78"	
"2015/01/07","311.44"	
"2015/01/08","312.94"	
"2015/01/09","313.6"	
"2015/01/10","313.6"	
"2015/01/11","313.6"	
"2015/01/12","313.64"	
"2015/01/13","315.41"	
"2015/01/14","314.8"	
"2015/01/15","317.99"	
"2015/01/16","314.44"	
"2015/01/17","314.44"	
"2015/01/18","314.44"	
"2015/01/19","304.94"	
"2015/01/20","308.21"	
"2015/01/21","313.99"	
"2015/01/22","314.57"	
"2015/01/23","318.6"	
"2015/01/24","318.6"	
"2015/01/25","318.6"	
"2015/01/26","319.23"	
"2015/01/27","317.02"	
"2015/01/28","317.42"	
"2015/01/29","313.86"	
"2015/01/30","313.08"	
"2015/01/31","313.08"	
"2015/02/01","313.08"	
"2015/02/02","311.01"	
"2015/02/03","311.67"	
"2015/02/04","311.57"	
"2015/02/05","312.65"	
"2015/02/06","310.87"	
"2015/02/07","310.87"	
"2015/02/08","310.87"	
"2015/02/09","308.63"	
"2015/02/10","309.12"	
"2015/02/11","307.68"	
"2015/02/12","309.51"	
"2015/02/13","312.76"	
"2015/02/14","312.76"	
"2015/02/15","312.76"	
"2015/02/16","312.97"	
"2015/02/17","313.38"	
"2015/02/18","313.87"	
"2015/02/19","313.87"	
"2015/02/20","313.87"	
"2015/02/21","313.87"	
"2015/02/22","313.87"	
"2015/02/23","313.79"	
"2015/02/24","314.2"	
"2015/02/25","314.44"	
"2015/02/26","316.86"	
"2015/02/27","315.8"	
"2015/02/28","315.8"	
"2015/03/01","315.8"	
"2015/03/02","317.27"	
"2015/03/03","314.81"	
"2015/03/04","311.85"	
"2015/03/05","308.97"	
"2015/03/06","309.79"	
"2015/03/07","309.79"	
"2015/03/08","309.79"	
"2015/03/09","308.74"	
"2015/03/10","305.37"	
"2015/03/11","304.18"	
"2015/03/12","305.59"	
"2015/03/13","306.16"	
"2015/03/14","306.16"	
"2015/03/15","306.16"	
"2015/03/16","307.96"	
"2015/03/17","308.36"	
"2015/03/18","310.29"	
"2015/03/19","313.81"	
"2015/03/20","313.03"	
"2015/03/21","313.03"	
"2015/03/22","313.03"	
