"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","309.5"	
"2014/01/02","310.68"	
"2014/01/03","306.44"	
"2014/01/04","306.44"	
"2014/01/05","306.44"	
"2014/01/06","304.33"	
"2014/01/07","304.23"	
"2014/01/08","307.56"	
"2014/01/09","304.8"	
"2014/01/10","304.01"	
"2014/01/11","304.01"	
"2014/01/12","304.01"	
"2014/01/13","305.51"	
"2014/01/14","305.41"	
"2014/01/15","307.54"	
"2014/01/16","308.91"	
"2014/01/17","311.74"	
"2014/01/18","311.74"	
"2014/01/19","311.74"	
"2014/01/20","309.45"	
"2014/01/21","309.52"	
"2014/01/22","310.1"	
"2014/01/23","306.74"	
"2014/01/24","300.82"	
"2014/01/25","300.82"	
"2014/01/26","300.82"	
"2014/01/27","293.52"	
"2014/01/28","294.79"	
"2014/01/29","298.72"	
"2014/01/30","297.25"	
"2014/01/31","297.25"	
"2014/02/01","297.25"	
"2014/02/02","297.25"	
"2014/02/03","297.25"	
"2014/02/04","287.22"	
"2014/02/05","284.55"	
"2014/02/06","287.62"	
"2014/02/07","291.89"	
"2014/02/08","291.89"	
"2014/02/09","291.89"	
"2014/02/10","291.08"	
"2014/02/11","295.43"	
"2014/02/12","299.28"	
"2014/02/13","299.18"	
"2014/02/14","300.28"	
"2014/02/15","300.28"	
"2014/02/16","300.28"	
"2014/02/17","304.21"	
"2014/02/18","304.37"	
"2014/02/19","304.96"	
"2014/02/20","301.16"	
"2014/02/21","302.69"	
"2014/02/22","302.69"	
"2014/02/23","302.69"	
"2014/02/24","300.16"	
"2014/02/25","298.68"	
"2014/02/26","302.1"	
"2014/02/27","306.9"	
"2014/02/28","307.15"	
"2014/03/01","307.15"	
"2014/03/02","307.15"	
"2014/03/03","303.06"	
"2014/03/04","305.46"	
"2014/03/05","304.67"	
"2014/03/06","307.13"	
"2014/03/07","306.18"	
"2014/03/08","306.18"	
"2014/03/09","306.18"	
"2014/03/10","301.5"	
"2014/03/11","302.0"	
"2014/03/12","297.38"	
"2014/03/13","294.21"	
"2014/03/14","289.17"	
"2014/03/15","289.17"	
"2014/03/16","289.17"	
"2014/03/17","289.04"	
"2014/03/18","291.33"	
"2014/03/19","292.0"	
"2014/03/20","286.77"	
"2014/03/21","288.72"	
"2014/03/22","288.72"	
