"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","276.63"	
"2016/01/02","276.63"	
"2016/01/03","276.63"	
"2016/01/04","267.05"	
"2016/01/05","264.8"	
"2016/01/06","262.88"	
"2016/01/07","253.76"	
"2016/01/08","255.07"	
"2016/01/09","255.07"	
"2016/01/10","255.07"	
"2016/01/11","247.28"	
"2016/01/12","245.53"	
"2016/01/13","247.34"	
"2016/01/14","246.01"	
"2016/01/15","242.78"	
"2016/01/16","242.78"	
"2016/01/17","242.78"	
"2016/01/18","239.61"	
"2016/01/19","245.21"	
"2016/01/20","235.61"	
"2016/01/21","230.39"	
"2016/01/22","236.66"	
"2016/01/23","236.66"	
"2016/01/24","236.66"	
"2016/01/25","240.02"	
"2016/01/26","233.88"	
"2016/01/27","235.42"	
"2016/01/28","236.48"	
"2016/01/29","242.01"	
"2016/01/30","242.01"	
"2016/01/31","242.01"	
"2016/02/01","241.56"	
"2016/02/02","239.32"	
"2016/02/03","233.27"	
"2016/02/04","234.75"	
"2016/02/05","235.4"	
"2016/02/06","235.4"	
"2016/02/07","235.4"	
"2016/02/08","235.4"	
"2016/02/09","235.4"	
"2016/02/10","235.4"	
"2016/02/11","226.97"	
"2016/02/12","224.24"	
"2016/02/13","224.24"	
"2016/02/14","224.24"	
"2016/02/15","231.93"	
"2016/02/16","235.45"	
"2016/02/17","232.56"	
"2016/02/18","238.5"	
"2016/02/19","237.83"	
"2016/02/20","237.83"	
"2016/02/21","237.83"	
"2016/02/22","239.12"	
"2016/02/23","238.28"	
"2016/02/24","235.96"	
"2016/02/25","231.65"	
"2016/02/26","236.35"	
"2016/02/27","236.35"	
"2016/02/28","236.35"	
"2016/02/29","233.76"	
"2016/03/01","236.97"	
"2016/03/02","243.9"	
"2016/03/03","243.89"	
"2016/03/04","246.86"	
"2016/03/05","246.86"	
"2016/03/06","246.86"	
"2016/03/07","246.99"	
"2016/03/08","244.73"	
"2016/03/09","244.55"	
"2016/03/10","244.38"	
"2016/03/11","247.66"	
"2016/03/12","247.66"	
"2016/03/13","247.66"	
"2016/03/14","250.1"	
"2016/03/15","247.78"	
"2016/03/16","246.78"	
"2016/03/17","250.24"	
"2016/03/18","252.62"	
"2016/03/19","252.62"	
"2016/03/20","252.62"	
"2016/03/21","252.75"	
