"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","348.51"	
"2020/01/02","353.66"	
"2020/01/03","352.48"	
"2020/01/04","352.48"	
"2020/01/05","352.48"	
"2020/01/06","349.55"	
"2020/01/07","351.47"	
"2020/01/08","348.03"	
"2020/01/09","354.29"	
"2020/01/10","355.19"	
"2020/01/11","355.19"	
"2020/01/12","355.19"	
"2020/01/13","359.09"	
"2020/01/14","358.54"	
"2020/01/15","357.61"	
"2020/01/16","359.01"	
"2020/01/17","361.18"	
"2020/01/18","361.18"	
"2020/01/19","361.18"	
"2020/01/20","357.35"	
"2020/01/21","346.85"	
"2020/01/22","351.73"	
"2020/01/23","345.04"	
"2020/01/24","345.55"	
"2020/01/25","345.55"	
"2020/01/26","345.55"	
"2020/01/27","345.55"	
"2020/01/28","345.55"	
"2020/01/29","335.94"	
"2020/01/30","327.11"	
"2020/01/31","325.76"	
"2020/02/01","325.76"	
"2020/02/02","325.76"	
"2020/02/03","326.26"	
"2020/02/04","331.45"	
"2020/02/05","333.0"	
"2020/02/06","340.53"	
"2020/02/07","339.3"	
"2020/02/08","339.3"	
"2020/02/09","339.3"	
"2020/02/10","337.25"	
"2020/02/11","341.49"	
"2020/02/12","345.39"	
"2020/02/13","344.61"	
"2020/02/14","345.59"	
"2020/02/15","345.59"	
"2020/02/16","345.59"	
"2020/02/17","347.85"	
"2020/02/18","342.68"	
"2020/02/19","344.02"	
"2020/02/20","344.14"	
"2020/02/21","340.41"	
"2020/02/22","340.41"	
"2020/02/23","340.41"	
"2020/02/24","334.03"	
"2020/02/25","331.02"	
"2020/02/26","332.72"	
"2020/02/27","331.07"	
"2020/02/28","325.99"	
"2020/02/29","325.99"	
"2020/03/01","325.99"	
"2020/03/02","329.18"	
"2020/03/03","329.19"	
"2020/03/04","328.97"	
"2020/03/05","336.04"	
"2020/03/06","328.3"	
"2020/03/07","328.3"	
"2020/03/08","328.3"	
"2020/03/09","313.29"	
"2020/03/10","317.78"	
"2020/03/11","315.79"	
"2020/03/12","298.39"	
"2020/03/13","300.88"	
"2020/03/14","300.88"	
"2020/03/15","300.88"	
"2020/03/16","286.2"	
"2020/03/17","287.25"	
"2020/03/18","274.76"	
"2020/03/19","267.69"	
"2020/03/20","278.72"	
"2020/03/21","278.72"	
