"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2004/01/01","121.82"	
"2004/01/02","124.51"	
"2004/01/03","124.51"	
"2004/01/04","124.51"	
"2004/01/05","127.03"	
"2004/01/06","126.83"	
"2004/01/07","127.12"	
"2004/01/08","126.73"	
"2004/01/09","128.09"	
"2004/01/10","128.09"	
"2004/01/11","128.09"	
"2004/01/12","127.59"	
"2004/01/13","127.49"	
"2004/01/14","127.69"	
"2004/01/15","126.89"	
"2004/01/16","125.6"	
"2004/01/17","125.6"	
"2004/01/18","125.6"	
"2004/01/19","126.6"	
"2004/01/20","130.09"	
"2004/01/21","132.08"	
"2004/01/22","132.08"	
"2004/01/23","132.08"	
"2004/01/24","132.08"	
"2004/01/25","132.08"	
"2004/01/26","132.28"	
"2004/01/27","132.38"	
"2004/01/28","128.84"	
"2004/01/29","127.64"	
"2004/01/30","127.54"	
"2004/01/31","127.54"	
"2004/02/01","127.54"	
"2004/02/02","124.52"	
"2004/02/03","126.1"	
"2004/02/04","126.31"	
"2004/02/05","125.5"	
"2004/02/06","128.53"	
"2004/02/07","128.53"	
"2004/02/08","128.53"	
"2004/02/09","131.12"	
"2004/02/10","130.45"	
"2004/02/11","130.34"	
"2004/02/12","131.04"	
"2004/02/13","132.43"	
"2004/02/14","132.43"	
"2004/02/15","132.43"	
"2004/02/16","133.91"	
"2004/02/17","134.21"	
"2004/02/18","135.11"	
"2004/02/19","134.71"	
"2004/02/20","134.51"	
"2004/02/21","134.51"	
"2004/02/22","134.51"	
"2004/02/23","133.41"	
"2004/02/24","133.21"	
"2004/02/25","131.32"	
"2004/02/26","132.31"	
"2004/02/27","134.32"	
"2004/02/28","134.32"	
"2004/02/29","134.32"	
"2004/03/01","134.52"	
"2004/03/02","133.23"	
"2004/03/03","131.33"	
"2004/03/04","131.13"	
"2004/03/05","131.32"	
"2004/03/06","131.32"	
"2004/03/07","131.32"	
"2004/03/08","132.33"	
"2004/03/09","130.83"	
"2004/03/10","129.04"	
"2004/03/11","126.81"	
"2004/03/12","126.21"	
"2004/03/13","126.21"	
"2004/03/14","126.21"	
"2004/03/15","126.21"	
"2004/03/16","126.21"	
"2004/03/17","127.51"	
"2004/03/18","126.4"	
"2004/03/19","126.3"	
"2004/03/20","126.3"	
"2004/03/21","126.3"	
