"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","197.59"	
"2019/01/02","196.81"	
"2019/01/03","196.31"	
"2019/01/04","201.86"	
"2019/01/05","201.86"	
"2019/01/06","201.86"	
"2019/01/07","202.59"	
"2019/01/08","204.11"	
"2019/01/09","206.27"	
"2019/01/10","207.03"	
"2019/01/11","206.88"	
"2019/01/12","206.88"	
"2019/01/13","206.88"	
"2019/01/14","205.7"	
"2019/01/15","205.98"	
"2019/01/16","206.35"	
"2019/01/17","206.12"	
"2019/01/18","209.32"	
"2019/01/19","209.32"	
"2019/01/20","209.32"	
"2019/01/21","208.95"	
"2019/01/22","208.17"	
"2019/01/23","208.59"	
"2019/01/24","208.57"	
"2019/01/25","210.5"	
"2019/01/26","210.5"	
"2019/01/27","210.5"	
"2019/01/28","209.4"	
"2019/01/29","211.14"	
"2019/01/30","212.12"	
"2019/01/31","213.34"	
"2019/02/01","213.61"	
"2019/02/02","213.61"	
"2019/02/03","213.61"	
"2019/02/04","213.21"	
"2019/02/05","213.21"	
"2019/02/06","213.21"	
"2019/02/07","213.21"	
"2019/02/08","210.51"	
"2019/02/09","210.51"	
"2019/02/10","210.51"	
"2019/02/11","211.28"	
"2019/02/12","212.72"	
"2019/02/13","213.41"	
"2019/02/14","212.25"	
"2019/02/15","214.81"	
"2019/02/16","214.81"	
"2019/02/17","214.81"	
"2019/02/18","216.13"	
"2019/02/19","216.71"	
"2019/02/20","218.13"	
"2019/02/21","217.45"	
"2019/02/22","218.16"	
"2019/02/23","218.16"	
"2019/02/24","218.16"	
"2019/02/25","218.48"	
"2019/02/26","219.54"	
"2019/02/27","219.31"	
"2019/02/28","219.52"	
"2019/03/01","220.33"	
"2019/03/02","220.33"	
"2019/03/03","220.33"	
"2019/03/04","219.44"	
"2019/03/05","219.5"	
"2019/03/06","219.54"	
"2019/03/07","217.12"	
"2019/03/08","215.17"	
"2019/03/09","215.17"	
"2019/03/10","215.17"	
"2019/03/11","216.7"	
"2019/03/12","217.54"	
"2019/03/13","219.53"	
"2019/03/14","220.79"	
"2019/03/15","222.19"	
"2019/03/16","222.19"	
"2019/03/17","222.19"	
"2019/03/18","223.01"	
"2019/03/19","224.14"	
"2019/03/20","221.98"	
"2019/03/21","222.08"	
"2019/03/22","218.68"	
