"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","233.75"	
"2020/01/02","235.63"	
"2020/01/03","233.83"	
"2020/01/04","233.83"	
"2020/01/05","233.83"	
"2020/01/06","233.03"	
"2020/01/07","232.64"	
"2020/01/08","232.5"	
"2020/01/09","232.76"	
"2020/01/10","232.69"	
"2020/01/11","232.69"	
"2020/01/12","232.69"	
"2020/01/13","232.83"	
"2020/01/14","233.06"	
"2020/01/15","233.74"	
"2020/01/16","234.09"	
"2020/01/17","235.54"	
"2020/01/18","235.54"	
"2020/01/19","235.54"	
"2020/01/20","235.27"	
"2020/01/21","235.33"	
"2020/01/22","234.89"	
"2020/01/23","232.6"	
"2020/01/24","234.04"	
"2020/01/25","234.04"	
"2020/01/26","234.04"	
"2020/01/27","234.04"	
"2020/01/28","234.04"	
"2020/01/29","230.6"	
"2020/01/30","228.97"	
"2020/01/31","227.59"	
"2020/02/01","227.59"	
"2020/02/02","227.59"	
"2020/02/03","227.48"	
"2020/02/04","230.89"	
"2020/02/05","232.2"	
"2020/02/06","232.32"	
"2020/02/07","231.43"	
"2020/02/08","231.43"	
"2020/02/09","231.43"	
"2020/02/10","230.58"	
"2020/02/11","232.34"	
"2020/02/12","233.86"	
"2020/02/13","233.11"	
"2020/02/14","233.28"	
"2020/02/15","233.28"	
"2020/02/16","233.28"	
"2020/02/17","233.65"	
"2020/02/18","232.42"	
"2020/02/19","233.64"	
"2020/02/20","232.35"	
"2020/02/21","232.37"	
"2020/02/22","232.37"	
"2020/02/23","232.37"	
"2020/02/24","223.14"	
"2020/02/25","219.19"	
"2020/02/26","219.21"	
"2020/02/27","213.3"	
"2020/02/28","205.69"	
"2020/02/29","205.69"	
"2020/03/01","205.69"	
"2020/03/02","208.09"	
"2020/03/03","212.6"	
"2020/03/04","214.31"	
"2020/03/05","211.86"	
"2020/03/06","205.72"	
"2020/03/07","205.72"	
"2020/03/08","205.72"	
"2020/03/09","191.85"	
"2020/03/10","189.0"	
"2020/03/11","186.46"	
"2020/03/12","161.9"	
"2020/03/13","163.71"	
"2020/03/14","163.71"	
"2020/03/15","163.71"	
"2020/03/16","156.48"	
"2020/03/17","155.85"	
"2020/03/18","146.29"	
"2020/03/19","148.99"	
"2020/03/20","151.31"	
"2020/03/21","151.31"	
