"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2006/01/01","157.27"	
"2006/01/02","157.27"	
"2006/01/03","161.32"	
"2006/01/04","164.29"	
"2006/01/05","164.01"	
"2006/01/06","165.74"	
"2006/01/07","165.74"	
"2006/01/08","165.74"	
"2006/01/09","165.25"	
"2006/01/10","164.12"	
"2006/01/11","165.49"	
"2006/01/12","165.48"	
"2006/01/13","165.3"	
"2006/01/14","165.3"	
"2006/01/15","165.3"	
"2006/01/16","166.22"	
"2006/01/17","164.56"	
"2006/01/18","163.63"	
"2006/01/19","164.74"	
"2006/01/20","163.91"	
"2006/01/21","163.91"	
"2006/01/22","163.91"	
"2006/01/23","166.01"	
"2006/01/24","165.74"	
"2006/01/25","167.29"	
"2006/01/26","168.39"	
"2006/01/27","169.06"	
"2006/01/28","169.06"	
"2006/01/29","169.06"	
"2006/01/30","169.06"	
"2006/01/31","169.06"	
"2006/02/01","170.94"	
"2006/02/02","169.45"	
"2006/02/03","168.25"	
"2006/02/04","168.25"	
"2006/02/05","168.25"	
"2006/02/06","168.7"	
"2006/02/07","167.78"	
"2006/02/08","167.24"	
"2006/02/09","169.15"	
"2006/02/10","167.92"	
"2006/02/11","167.92"	
"2006/02/12","167.92"	
"2006/02/13","168.55"	
"2006/02/14","168.01"	
"2006/02/15","168.54"	
"2006/02/16","169.36"	
"2006/02/17","170.26"	
"2006/02/18","170.26"	
"2006/02/19","170.26"	
"2006/02/20","171.16"	
"2006/02/21","171.44"	
"2006/02/22","171.95"	
"2006/02/23","172.65"	
"2006/02/24","172.45"	
"2006/02/25","172.45"	
"2006/02/26","172.45"	
"2006/02/27","172.78"	
"2006/02/28","171.62"	
"2006/03/01","173.58"	
"2006/03/02","173.02"	
"2006/03/03","174.04"	
"2006/03/04","174.04"	
"2006/03/05","174.04"	
"2006/03/06","174.57"	
"2006/03/07","171.44"	
"2006/03/08","170.5"	
"2006/03/09","172.07"	
"2006/03/10","173.06"	
"2006/03/11","173.06"	
"2006/03/12","173.06"	
"2006/03/13","175.19"	
"2006/03/14","176.92"	
"2006/03/15","177.94"	
"2006/03/16","180.13"	
"2006/03/17","180.58"	
"2006/03/18","180.58"	
"2006/03/19","180.58"	
"2006/03/20","181.02"	
"2006/03/21","179.74"	
"2006/03/22","180.26"	
