"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","156.14"	
"2011/01/02","156.14"	
"2011/01/03","156.62"	
"2011/01/04","157.58"	
"2011/01/05","155.75"	
"2011/01/06","155.37"	
"2011/01/07","154.52"	
"2011/01/08","154.52"	
"2011/01/09","154.52"	
"2011/01/10","152.65"	
"2011/01/11","154.52"	
"2011/01/12","157.92"	
"2011/01/13","160.19"	
"2011/01/14","160.16"	
"2011/01/15","160.16"	
"2011/01/16","160.16"	
"2011/01/17","159.4"	
"2011/01/18","162.08"	
"2011/01/19","160.98"	
"2011/01/20","157.66"	
"2011/01/21","160.73"	
"2011/01/22","160.73"	
"2011/01/23","160.73"	
"2011/01/24","162.01"	
"2011/01/25","160.77"	
"2011/01/26","162.71"	
"2011/01/27","163.66"	
"2011/01/28","161.04"	
"2011/01/29","161.04"	
"2011/01/30","161.04"	
"2011/01/31","161.61"	
"2011/02/01","165.32"	
"2011/02/02","165.32"	
"2011/02/03","165.32"	
"2011/02/04","165.32"	
"2011/02/05","165.32"	
"2011/02/06","165.32"	
"2011/02/07","164.49"	
"2011/02/08","166.31"	
"2011/02/09","166.29"	
"2011/02/10","164.45"	
"2011/02/11","164.59"	
"2011/02/12","164.59"	
"2011/02/13","164.59"	
"2011/02/14","164.23"	
"2011/02/15","165.0"	
"2011/02/16","165.63"	
"2011/02/17","166.31"	
"2011/02/18","166.86"	
"2011/02/19","166.86"	
"2011/02/20","166.86"	
"2011/02/21","164.9"	
"2011/02/22","164.37"	
"2011/02/23","163.26"	
"2011/02/24","162.35"	
"2011/02/25","164.06"	
"2011/02/26","164.06"	
"2011/02/27","164.06"	
"2011/02/28","166.23"	
"2011/03/01","165.71"	
"2011/03/02","165.25"	
"2011/03/03","166.6"	
"2011/03/04","166.44"	
"2011/03/05","166.44"	
"2011/03/06","166.44"	
"2011/03/07","166.15"	
"2011/03/08","165.27"	
"2011/03/09","165.15"	
"2011/03/10","161.46"	
"2011/03/11","160.2"	
"2011/03/12","160.2"	
"2011/03/13","160.2"	
"2011/03/14","159.75"	
"2011/03/15","156.1"	
"2011/03/16","153.42"	
"2011/03/17","157.6"	
"2011/03/18","159.5"	
"2011/03/19","159.5"	
"2011/03/20","159.5"	
"2011/03/21","162.88"	
"2011/03/22","162.8"	
