"基金名稱","歐洲股票基金"	
"2010/03/23","145.02"	
"2010/03/24","143.32"	
"2010/03/25","144.49"	
"2010/03/26","144.67"	
"2010/03/27","144.67"	
"2010/03/28","144.67"	
"2010/03/29","145.56"	
"2010/03/30","144.91"	
"2010/03/31","145.76"	
"2010/04/01","148.32"	
"2010/04/02","148.32"	
"2010/04/03","148.32"	
"2010/04/04","148.32"	
"2010/04/05","148.32"	
"2010/04/06","148.32"	
"2010/04/07","147.23"	
"2010/04/08","146.02"	
"2010/04/09","148.93"	
"2010/04/10","148.93"	
"2010/04/11","148.93"	
"2010/04/12","150.52"	
"2010/04/13","149.52"	
"2010/04/14","151.2"	
"2010/04/15","151.38"	
"2010/04/16","148.41"	
"2010/04/17","148.41"	
"2010/04/18","148.41"	
"2010/04/19","146.95"	
"2010/04/20","149.15"	
"2010/04/21","147.71"	
"2010/04/22","145.22"	
"2010/04/23","147.25"	
"2010/04/24","147.25"	
"2010/04/25","147.25"	
"2010/04/26","148.42"	
"2010/04/27","143.74"	
"2010/04/28","140.88"	
"2010/04/29","143.09"	
"2010/04/30","142.79"	
"2010/05/01","142.79"	
"2010/05/02","142.79"	
"2010/05/03","141.99"	
"2010/05/04","136.11"	
"2010/05/05","133.16"	
"2010/05/06","130.12"	
"2010/05/07","124.69"	
"2010/05/08","124.69"	
"2010/05/09","124.69"	
"2010/05/10","135.4"	
"2010/05/11","133.28"	
"2010/05/12","135.4"	
"2010/05/13","134.63"	
"2010/05/14","128.79"	
"2010/05/15","128.79"	
"2010/05/16","128.79"	
"2010/05/17","127.71"	
"2010/05/18","129.84"	
"2010/05/19","125.41"	
"2010/05/20","122.7"	
"2010/05/21","122.7"	
"2010/05/22","122.7"	
"2010/05/23","122.7"	
"2010/05/24","123.01"	
"2010/05/25","118.56"	
"2010/05/26","121.48"	
"2010/05/27","125.64"	
"2010/05/28","125.85"	
"2010/05/29","125.85"	
"2010/05/30","125.85"	
"2010/05/31","125.77"	
"2010/06/01","125.66"	
"2010/06/02","125.03"	
"2010/06/03","126.77"	
"2010/06/04","122.85"	
"2010/06/05","122.85"	
"2010/06/06","122.85"	
"2010/06/07","121.04"	
"2010/06/08","119.87"	
"2010/06/09","123.09"	
"2010/06/10","125.53"	
"2010/06/11","126.04"	
"2010/06/12","126.04"	
"2010/06/13","126.04"	
"2010/06/14","129.55"	
"2010/06/15","130.67"	
"2010/06/16","130.67"	
"2010/06/17","131.44"	
"2010/06/18","131.99"	
"2010/06/19","131.99"	
"2010/06/20","131.99"	
"2010/06/21","133.11"	
"2010/06/22","131.47"	
"2010/06/23","129.76"	
"2010/06/24","128.06"	
"2010/06/25","126.87"	
"2010/06/26","126.87"	
"2010/06/27","126.87"	
"2010/06/28","129.08"	
"2010/06/29","123.57"	
"2010/06/30","124.24"	
"2010/07/01","124.24"	
"2010/07/02","124.66"	
"2010/07/03","124.66"	
"2010/07/04","124.66"	
"2010/07/05","123.49"	
"2010/07/06","127.92"	
"2010/07/07","129.38"	
"2010/07/08","131.28"	
"2010/07/09","131.47"	
"2010/07/10","131.47"	
"2010/07/11","131.47"	
"2010/07/12","131.62"	
"2010/07/13","135.1"	
"2010/07/14","135.56"	
"2010/07/15","135.52"	
"2010/07/16","133.67"	
"2010/07/17","133.67"	
"2010/07/18","133.67"	
"2010/07/19","132.75"	
"2010/07/20","132.06"	
"2010/07/21","133.17"	
"2010/07/22","136.78"	
"2010/07/23","136.66"	
"2010/07/24","136.66"	
"2010/07/25","136.66"	
"2010/07/26","138.6"	
"2010/07/27","139.37"	
"2010/07/28","139.18"	
"2010/07/29","139.36"	
"2010/07/30","138.23"	
"2010/07/31","138.23"	
"2010/08/01","138.23"	
"2010/08/02","143.5"	
"2010/08/03","143.82"	
"2010/08/04","143.23"	
"2010/08/05","143.07"	
"2010/08/06","143.22"	
"2010/08/07","143.22"	
"2010/08/08","143.22"	
"2010/08/09","144.78"	
"2010/08/10","141.76"	
"2010/08/11","136.78"	
"2010/08/12","136.29"	
"2010/08/13","135.56"	
"2010/08/14","135.56"	
"2010/08/15","135.56"	
"2010/08/16","136.4"	
"2010/08/17","138.22"	
"2010/08/18","137.65"	
"2010/08/19","135.94"	
"2010/08/20","132.94"	
"2010/08/21","132.94"	
"2010/08/22","132.94"	
"2010/08/23","133.51"	
"2010/08/24","131.4"	
"2010/08/25","129.88"	
"2010/08/26","132.09"	
"2010/08/27","132.67"	
"2010/08/28","132.67"	
"2010/08/29","132.67"	
"2010/08/30","132.44"	
"2010/08/31","132.82"	
"2010/09/01","137.61"	
"2010/09/02","137.72"	
"2010/09/03","139.22"	
"2010/09/04","139.22"	
"2010/09/05","139.22"	
"2010/09/06","139.53"	
"2010/09/07","137.19"	
"2010/09/08","138.74"	
"2010/09/09","140.25"	
"2010/09/10","140.04"	
"2010/09/11","140.04"	
"2010/09/12","140.04"	
"2010/09/13","142.71"	
"2010/09/14","143.8"	
"2010/09/15","143.96"	
"2010/09/16","143.69"	
"2010/09/17","142.72"	
"2010/09/18","142.72"	
"2010/09/19","142.72"	
"2010/09/20","145.05"	
"2010/09/21","145.04"	
"2010/09/22","146.01"	
"2010/09/23","146.01"	
"2010/09/24","148.45"	
"2010/09/25","148.45"	
"2010/09/26","148.45"	
"2010/09/27","147.88"	
"2010/09/28","148.56"	
"2010/09/29","148.36"	
"2010/09/30","148.3"	
"2010/10/01","148.3"	
"2010/10/02","148.3"	
"2010/10/03","148.3"	
"2010/10/04","147.69"	
"2010/10/05","151.26"	
"2010/10/06","152.5"	
"2010/10/07","152.91"	
"2010/10/08","152.83"	
"2010/10/09","152.83"	
"2010/10/10","152.83"	
"2010/10/11","153.17"	
"2010/10/12","152.1"	
"2010/10/13","155.63"	
"2010/10/14","156.35"	
"2010/10/15","155.74"	
"2010/10/16","155.74"	
"2010/10/17","155.74"	
"2010/10/18","155.65"	
"2010/10/19","152.86"	
"2010/10/20","155.51"	
"2010/10/21","156.62"	
"2010/10/22","155.71"	
"2010/10/23","155.71"	
"2010/10/24","155.71"	
"2010/10/25","156.55"	
"2010/10/26","155.07"	
"2010/10/27","153.13"	
"2010/10/28","154.71"	
"2010/10/29","155.02"	
"2010/10/30","155.02"	
"2010/10/31","155.02"	
"2010/11/01","155.36"	
"2010/11/02","157.45"	
"2010/11/03","157.1"	
"2010/11/04","162.13"	
"2010/11/05","160.54"	
"2010/11/06","160.54"	
"2010/11/07","160.54"	
"2010/11/08","159.09"	
"2010/11/09","160.25"	
"2010/11/10","156.37"	
"2010/11/11","155.77"	
"2010/11/12","155.78"	
"2010/11/13","155.78"	
"2010/11/14","155.78"	
"2010/11/15","155.92"	
"2010/11/16","151.9"	
"2010/11/17","152.84"	
"2010/11/18","155.51"	
"2010/11/19","155.25"	
"2010/11/20","155.25"	
"2010/11/21","155.25"	
"2010/11/22","153.88"	
"2010/11/23","149.47"	
"2010/11/24","150.72"	
"2010/11/25","151.45"	
"2010/11/26","148.99"	
"2010/11/27","148.99"	
"2010/11/28","148.99"	
"2010/11/29","144.81"	
"2010/11/30","143.9"	
"2010/12/01","147.76"	
"2010/12/02","151.89"	
"2010/12/03","153.84"	
"2010/12/04","153.84"	
"2010/12/05","153.84"	
"2010/12/06","153.17"	
"2010/12/07","154.95"	
"2010/12/08","154.06"	
"2010/12/09","153.38"	
"2010/12/10","154.2"	
"2010/12/11","154.2"	
"2010/12/12","154.2"	
"2010/12/13","156.84"	
"2010/12/14","157.04"	
"2010/12/15","155.85"	
"2010/12/16","154.7"	
"2010/12/17","153.34"	
"2010/12/18","153.34"	
"2010/12/19","153.34"	
"2010/12/20","153.76"	
"2010/12/21","155.46"	
"2010/12/22","155.38"	
"2010/12/23","155.28"	
"2010/12/24","155.58"	
"2010/12/25","155.58"	
"2010/12/26","155.58"	
"2010/12/27","155.58"	
"2010/12/28","154.67"	
"2010/12/29","155.16"	
"2010/12/30","155.12"	
"2010/12/31","156.14"	
