"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2005/01/01","144.64"	
"2005/01/02","144.64"	
"2005/01/03","144.13"	
"2005/01/04","142.85"	
"2005/01/05","141.71"	
"2005/01/06","141.27"	
"2005/01/07","140.9"	
"2005/01/08","140.9"	
"2005/01/09","140.9"	
"2005/01/10","141.36"	
"2005/01/11","140.71"	
"2005/01/12","141.01"	
"2005/01/13","140.66"	
"2005/01/14","140.2"	
"2005/01/15","140.2"	
"2005/01/16","140.2"	
"2005/01/17","140.84"	
"2005/01/18","140.38"	
"2005/01/19","140.74"	
"2005/01/20","139.33"	
"2005/01/21","139.8"	
"2005/01/22","139.8"	
"2005/01/23","139.8"	
"2005/01/24","140.08"	
"2005/01/25","140.17"	
"2005/01/26","141.57"	
"2005/01/27","141.67"	
"2005/01/28","140.92"	
"2005/01/29","140.92"	
"2005/01/30","140.92"	
"2005/01/31","142.32"	
"2005/02/01","142.88"	
"2005/02/02","143.44"	
"2005/02/03","142.57"	
"2005/02/04","143.78"	
"2005/02/05","143.78"	
"2005/02/06","143.78"	
"2005/02/07","143.41"	
"2005/02/08","143.12"	
"2005/02/09","143.12"	
"2005/02/10","143.12"	
"2005/02/11","143.12"	
"2005/02/12","143.12"	
"2005/02/13","143.12"	
"2005/02/14","146.31"	
"2005/02/15","146.87"	
"2005/02/16","146.3"	
"2005/02/17","147.42"	
"2005/02/18","147.51"	
"2005/02/19","147.51"	
"2005/02/20","147.51"	
"2005/02/21","147.23"	
"2005/02/22","147.88"	
"2005/02/23","147.04"	
"2005/02/24","147.22"	
"2005/02/25","148.71"	
"2005/02/26","148.71"	
"2005/02/27","148.71"	
"2005/02/28","149.36"	
"2005/03/01","149.52"	
"2005/03/02","148.57"	
"2005/03/03","148.67"	
"2005/03/04","151.14"	
"2005/03/05","151.14"	
"2005/03/06","151.14"	
"2005/03/07","150.48"	
"2005/03/08","151.41"	
"2005/03/09","150.72"	
"2005/03/10","150.08"	
"2005/03/11","151.01"	
"2005/03/12","151.01"	
"2005/03/13","151.01"	
"2005/03/14","149.71"	
"2005/03/15","150.07"	
"2005/03/16","149.68"	
"2005/03/17","149.11"	
"2005/03/18","148.35"	
"2005/03/19","148.35"	
"2005/03/20","148.35"	
"2005/03/21","146.94"	
"2005/03/22","147.3"	
