"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","133.32"	
"2012/01/02","133.32"	
"2012/01/03","137.24"	
"2012/01/04","135.16"	
"2012/01/05","133.08"	
"2012/01/06","132.48"	
"2012/01/07","132.48"	
"2012/01/08","132.48"	
"2012/01/09","132.38"	
"2012/01/10","134.77"	
"2012/01/11","133.23"	
"2012/01/12","134.02"	
"2012/01/13","132.22"	
"2012/01/14","132.22"	
"2012/01/15","132.22"	
"2012/01/16","133.52"	
"2012/01/17","135.35"	
"2012/01/18","136.15"	
"2012/01/19","138.02"	
"2012/01/20","137.75"	
"2012/01/21","137.75"	
"2012/01/22","137.75"	
"2012/01/23","137.75"	
"2012/01/24","137.75"	
"2012/01/25","137.75"	
"2012/01/26","141.12"	
"2012/01/27","139.79"	
"2012/01/28","139.79"	
"2012/01/29","139.79"	
"2012/01/30","138.21"	
"2012/01/31","138.91"	
"2012/02/01","142.76"	
"2012/02/02","142.66"	
"2012/02/03","144.38"	
"2012/02/04","144.38"	
"2012/02/05","144.38"	
"2012/02/06","143.86"	
"2012/02/07","145.31"	
"2012/02/08","145.22"	
"2012/02/09","146.13"	
"2012/02/10","143.6"	
"2012/02/11","143.6"	
"2012/02/12","143.6"	
"2012/02/13","145.19"	
"2012/02/14","144.11"	
"2012/02/15","144.43"	
"2012/02/16","144.27"	
"2012/02/17","146.47"	
"2012/02/18","146.47"	
"2012/02/19","146.47"	
"2012/02/20","148.56"	
"2012/02/21","147.91"	
"2012/02/22","146.43"	
"2012/02/23","146.93"	
"2012/02/24","148.95"	
"2012/02/25","148.95"	
"2012/02/26","148.95"	
"2012/02/27","147.94"	
"2012/02/28","148.58"	
"2012/02/29","148.23"	
"2012/03/01","148.96"	
"2012/03/02","147.5"	
"2012/03/03","147.5"	
"2012/03/04","147.5"	
"2012/03/05","146.93"	
"2012/03/06","141.89"	
"2012/03/07","142.79"	
"2012/03/08","146.55"	
"2012/03/09","145.45"	
"2012/03/10","145.45"	
"2012/03/11","145.45"	
"2012/03/12","145.52"	
"2012/03/13","147.81"	
"2012/03/14","147.41"	
"2012/03/15","148.16"	
"2012/03/16","149.63"	
"2012/03/17","149.63"	
"2012/03/18","149.63"	
"2012/03/19","150.11"	
"2012/03/20","148.4"	
"2012/03/21","147.95"	
