"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","199.05"	
"2016/01/02","199.05"	
"2016/01/03","199.05"	
"2016/01/04","191.91"	
"2016/01/05","191.37"	
"2016/01/06","189.92"	
"2016/01/07","187.74"	
"2016/01/08","186.3"	
"2016/01/09","186.3"	
"2016/01/10","186.3"	
"2016/01/11","185.32"	
"2016/01/12","186.25"	
"2016/01/13","187.01"	
"2016/01/14","183.14"	
"2016/01/15","180.17"	
"2016/01/16","180.17"	
"2016/01/17","180.17"	
"2016/01/18","178.02"	
"2016/01/19","181.1"	
"2016/01/20","175.38"	
"2016/01/21","177.31"	
"2016/01/22","181.93"	
"2016/01/23","181.93"	
"2016/01/24","181.93"	
"2016/01/25","181.39"	
"2016/01/26","182.92"	
"2016/01/27","183.79"	
"2016/01/28","182.23"	
"2016/01/29","184.01"	
"2016/01/30","184.01"	
"2016/01/31","184.01"	
"2016/02/01","185.13"	
"2016/02/02","181.7"	
"2016/02/03","181.43"	
"2016/02/04","182.36"	
"2016/02/05","179.62"	
"2016/02/06","179.62"	
"2016/02/07","179.62"	
"2016/02/08","179.62"	
"2016/02/09","179.62"	
"2016/02/10","179.62"	
"2016/02/11","170.52"	
"2016/02/12","173.26"	
"2016/02/13","173.26"	
"2016/02/14","173.26"	
"2016/02/15","176.59"	
"2016/02/16","176.02"	
"2016/02/17","180.11"	
"2016/02/18","180.19"	
"2016/02/19","178.89"	
"2016/02/20","178.89"	
"2016/02/21","178.89"	
"2016/02/22","180.24"	
"2016/02/23","178.58"	
"2016/02/24","175.06"	
"2016/02/25","178.59"	
"2016/02/26","179.47"	
"2016/02/27","179.47"	
"2016/02/28","179.47"	
"2016/02/29","179.74"	
"2016/03/01","182.35"	
"2016/03/02","182.62"	
"2016/03/03","183.46"	
"2016/03/04","185.2"	
"2016/03/05","185.2"	
"2016/03/06","185.2"	
"2016/03/07","183.91"	
"2016/03/08","183.11"	
"2016/03/09","183.69"	
"2016/03/10","183.11"	
"2016/03/11","188.07"	
"2016/03/12","188.07"	
"2016/03/13","188.07"	
"2016/03/14","188.23"	
"2016/03/15","186.74"	
"2016/03/16","186.89"	
"2016/03/17","190.44"	
"2016/03/18","189.95"	
"2016/03/19","189.95"	
"2016/03/20","189.95"	
"2016/03/21","188.91"	
