"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","240.4"	
"2018/01/02","241.33"	
"2018/01/03","242.27"	
"2018/01/04","245.2"	
"2018/01/05","246.69"	
"2018/01/06","246.69"	
"2018/01/07","246.69"	
"2018/01/08","246.33"	
"2018/01/09","246.54"	
"2018/01/10","247.3"	
"2018/01/11","248.3"	
"2018/01/12","251.21"	
"2018/01/13","251.21"	
"2018/01/14","251.21"	
"2018/01/15","252.93"	
"2018/01/16","252.49"	
"2018/01/17","252.46"	
"2018/01/18","253.22"	
"2018/01/19","254.19"	
"2018/01/20","254.19"	
"2018/01/21","254.19"	
"2018/01/22","255.2"	
"2018/01/23","255.99"	
"2018/01/24","257.02"	
"2018/01/25","257.92"	
"2018/01/26","257.95"	
"2018/01/27","257.95"	
"2018/01/28","257.95"	
"2018/01/29","256.21"	
"2018/01/30","254.51"	
"2018/01/31","254.73"	
"2018/02/01","254.31"	
"2018/02/02","250.15"	
"2018/02/03","250.15"	
"2018/02/04","250.15"	
"2018/02/05","246.2"	
"2018/02/06","238.42"	
"2018/02/07","242.29"	
"2018/02/08","235.9"	
"2018/02/09","232.03"	
"2018/02/10","232.03"	
"2018/02/11","232.03"	
"2018/02/12","235.42"	
"2018/02/13","235.74"	
"2018/02/14","239.68"	
"2018/02/15","242.23"	
"2018/02/16","242.23"	
"2018/02/17","242.23"	
"2018/02/18","242.23"	
"2018/02/19","242.23"	
"2018/02/20","242.37"	
"2018/02/21","243.27"	
"2018/02/22","242.98"	
"2018/02/23","243.13"	
"2018/02/24","243.13"	
"2018/02/25","243.13"	
"2018/02/26","244.14"	
"2018/02/27","243.17"	
"2018/02/28","240.97"	
"2018/03/01","237.16"	
"2018/03/02","234.27"	
"2018/03/03","234.27"	
"2018/03/04","234.27"	
"2018/03/05","237.27"	
"2018/03/06","239.56"	
"2018/03/07","240.25"	
"2018/03/08","240.79"	
"2018/03/09","241.76"	
"2018/03/10","241.76"	
"2018/03/11","241.76"	
"2018/03/12","242.38"	
"2018/03/13","241.87"	
"2018/03/14","241.13"	
"2018/03/15","241.88"	
"2018/03/16","241.23"	
"2018/03/17","241.23"	
"2018/03/18","241.23"	
"2018/03/19","239.27"	
"2018/03/20","240.01"	
"2018/03/21","240.03"	
"2018/03/22","236.66"	
