"基金名稱","歐洲股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","206.53"	
"2014/01/02","203.37"	
"2014/01/03","203.99"	
"2014/01/04","203.99"	
"2014/01/05","203.99"	
"2014/01/06","204.2"	
"2014/01/07","205.21"	
"2014/01/08","205.28"	
"2014/01/09","204.64"	
"2014/01/10","206.75"	
"2014/01/11","206.75"	
"2014/01/12","206.75"	
"2014/01/13","206.96"	
"2014/01/14","207.79"	
"2014/01/15","208.49"	
"2014/01/16","208.17"	
"2014/01/17","208.49"	
"2014/01/18","208.49"	
"2014/01/19","208.49"	
"2014/01/20","208.32"	
"2014/01/21","208.16"	
"2014/01/22","208.71"	
"2014/01/23","208.95"	
"2014/01/24","204.45"	
"2014/01/25","204.45"	
"2014/01/26","204.45"	
"2014/01/27","202.53"	
"2014/01/28","203.73"	
"2014/01/29","202.37"	
"2014/01/30","202.4"	
"2014/01/31","202.4"	
"2014/02/01","202.4"	
"2014/02/02","202.4"	
"2014/02/03","202.4"	
"2014/02/04","197.61"	
"2014/02/05","198.06"	
"2014/02/06","201.79"	
"2014/02/07","203.49"	
"2014/02/08","203.49"	
"2014/02/09","203.49"	
"2014/02/10","203.9"	
"2014/02/11","206.94"	
"2014/02/12","207.29"	
"2014/02/13","208.39"	
"2014/02/14","209.71"	
"2014/02/15","209.71"	
"2014/02/16","209.71"	
"2014/02/17","210.68"	
"2014/02/18","211.54"	
"2014/02/19","211.53"	
"2014/02/20","210.98"	
"2014/02/21","212.71"	
"2014/02/22","212.71"	
"2014/02/23","212.71"	
"2014/02/24","213.7"	
"2014/02/25","214.19"	
"2014/02/26","212.97"	
"2014/02/27","213.35"	
"2014/02/28","215.97"	
"2014/03/01","215.97"	
"2014/03/02","215.97"	
"2014/03/03","210.5"	
"2014/03/04","214.18"	
"2014/03/05","214.36"	
"2014/03/06","215.81"	
"2014/03/07","213.29"	
"2014/03/08","213.29"	
"2014/03/09","213.29"	
"2014/03/10","212.8"	
"2014/03/11","213.02"	
"2014/03/12","212.05"	
"2014/03/13","210.17"	
"2014/03/14","208.22"	
"2014/03/15","208.22"	
"2014/03/16","208.22"	
"2014/03/17","210.78"	
"2014/03/18","212.2"	
"2014/03/19","212.32"	
"2014/03/20","210.28"	
"2014/03/21","210.27"	
"2014/03/22","210.27"	
