"基金名稱","美洲基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","225.94"	
"2020/01/02","228.85"	
"2020/01/03","226.79"	
"2020/01/04","226.79"	
"2020/01/05","226.79"	
"2020/01/06","226.98"	
"2020/01/07","226.4"	
"2020/01/08","227.27"	
"2020/01/09","228.01"	
"2020/01/10","227.18"	
"2020/01/11","227.18"	
"2020/01/12","227.18"	
"2020/01/13","228.79"	
"2020/01/14","228.4"	
"2020/01/15","228.03"	
"2020/01/16","229.73"	
"2020/01/17","231.06"	
"2020/01/18","231.06"	
"2020/01/19","231.06"	
"2020/01/20","231.01"	
"2020/01/21","229.5"	
"2020/01/22","230.03"	
"2020/01/23","230.54"	
"2020/01/24","228.3"	
"2020/01/25","228.3"	
"2020/01/26","228.3"	
"2020/01/27","228.3"	
"2020/01/28","228.3"	
"2020/01/29","225.83"	
"2020/01/30","226.22"	
"2020/01/31","221.96"	
"2020/02/01","221.96"	
"2020/02/02","221.96"	
"2020/02/03","223.93"	
"2020/02/04","227.29"	
"2020/02/05","229.45"	
"2020/02/06","229.66"	
"2020/02/07","228.22"	
"2020/02/08","228.22"	
"2020/02/09","228.22"	
"2020/02/10","229.5"	
"2020/02/11","230.46"	
"2020/02/12","232.05"	
"2020/02/13","231.31"	
"2020/02/14","231.66"	
"2020/02/15","231.66"	
"2020/02/16","231.66"	
"2020/02/17","231.63"	
"2020/02/18","230.76"	
"2020/02/19","232.11"	
"2020/02/20","230.71"	
"2020/02/21","228.53"	
"2020/02/22","228.53"	
"2020/02/23","228.53"	
"2020/02/24","220.53"	
"2020/02/25","214.37"	
"2020/02/26","213.21"	
"2020/02/27","204.12"	
"2020/02/28","202.69"	
"2020/02/29","202.69"	
"2020/03/01","202.69"	
"2020/03/02","211.62"	
"2020/03/03","206.05"	
"2020/03/04","213.81"	
"2020/03/05","205.91"	
"2020/03/06","201.67"	
"2020/03/07","201.67"	
"2020/03/08","201.67"	
"2020/03/09","183.53"	
"2020/03/10","194.24"	
"2020/03/11","183.49"	
"2020/03/12","164.64"	
"2020/03/13","180.57"	
"2020/03/14","180.57"	
"2020/03/15","180.57"	
"2020/03/16","157.85"	
"2020/03/17","168.0"	
"2020/03/18","156.97"	
"2020/03/19","158.11"	
"2020/03/20","151.26"	
"2020/03/21","151.26"	
"2020/03/22","151.26"	
"2020/03/23","146.0"	
"2020/03/24","160.13"	
"2020/03/25","163.16"	
"2020/03/26","172.44"	
"2020/03/27","166.04"	
"2020/03/28","166.04"	
"2020/03/29","166.04"	
"2020/03/30","170.7"	
"2020/03/31","168.72"	
"2020/04/01","161.07"	
"2020/04/02","164.85"	
"2020/04/03","161.95"	
"2020/04/04","161.95"	
"2020/04/05","161.95"	
"2020/04/06","172.72"	
"2020/04/07","173.41"	
"2020/04/08","179.3"	
"2020/04/09","181.84"	
"2020/04/10","181.84"	
"2020/04/11","181.84"	
"2020/04/12","181.84"	
"2020/04/13","181.84"	
"2020/04/14","185.06"	
"2020/04/15","180.68"	
"2020/04/16","180.97"	
"2020/04/17","185.94"	
"2020/04/18","185.94"	
"2020/04/19","185.94"	
"2020/04/20","182.39"	
"2020/04/21","176.78"	
"2020/04/22","180.76"	
"2020/04/23","180.25"	
"2020/04/24","181.17"	
"2020/04/25","181.17"	
"2020/04/26","181.17"	
"2020/04/27","184.47"	
"2020/04/28","185.08"	
"2020/04/29","190.7"	
"2020/04/30","190.7"	
"2020/05/01","190.7"	
"2020/05/02","190.7"	
"2020/05/03","190.7"	
"2020/05/04","183.7"	
"2020/05/05","185.23"	
"2020/05/06","183.61"	
"2020/05/07","185.24"	
"2020/05/08","189.04"	
"2020/05/09","189.04"	
"2020/05/10","189.04"	
"2020/05/11","188.4"	
"2020/05/12","184.45"	
"2020/05/13","181.17"	
"2020/05/14","183.59"	
"2020/05/15","183.99"	
"2020/05/16","183.99"	
"2020/05/17","183.99"	
"2020/05/18","190.56"	
"2020/05/19","188.2"	
"2020/05/20","191.63"	
"2020/05/21","190.97"	
"2020/05/22","191.31"	
"2020/05/23","191.31"	
"2020/05/24","191.31"	
"2020/05/25","191.18"	
"2020/05/26","194.55"	
"2020/05/27","197.85"	
"2020/05/28","196.74"	
"2020/05/29","197.42"	
"2020/05/30","197.42"	
"2020/05/31","197.42"	
"2020/06/01","199.01"	
"2020/06/02","201.87"	
"2020/06/03","205.34"	
"2020/06/04","204.89"	
"2020/06/05","210.79"	
"2020/06/06","210.79"	
"2020/06/07","210.79"	
"2020/06/08","214.34"	
"2020/06/09","212.07"	
"2020/06/10","210.05"	
"2020/06/11","197.34"	
"2020/06/12","200.62"	
"2020/06/13","200.62"	
"2020/06/14","200.62"	
"2020/06/15","201.35"	
"2020/06/16","204.86"	
"2020/06/17","204.22"	
"2020/06/18","203.69"	
"2020/06/19","203.01"	
"2020/06/20","203.01"	
"2020/06/21","203.01"	
"2020/06/22","204.1"	
"2020/06/23","205.45"	
"2020/06/24","199.86"	
"2020/06/25","199.86"	
"2020/06/26","196.84"	
"2020/06/27","196.84"	
"2020/06/28","196.84"	
"2020/06/29","200.01"	
"2020/06/30","202.06"	
"2020/07/01","202.06"	
"2020/07/02","205.09"	
"2020/07/03","205.08"	
"2020/07/04","205.08"	
"2020/07/05","205.08"	
"2020/07/06","208.46"	
"2020/07/07","206.0"	
"2020/07/08","207.95"	
"2020/07/09","206.5"	
"2020/07/10","208.58"	
"2020/07/11","208.58"	
"2020/07/12","208.58"	
"2020/07/13","206.48"	
"2020/07/14","209.54"	
"2020/07/15","211.44"	
"2020/07/16","210.51"	
"2020/07/17","211.1"	
"2020/07/18","211.1"	
"2020/07/19","211.1"	
"2020/07/20","213.01"	
"2020/07/21","214.05"	
"2020/07/22","215.73"	
"2020/07/23","212.62"	
"2020/07/24","211.62"	
"2020/07/25","211.62"	
"2020/07/26","211.62"	
"2020/07/27","213.99"	
"2020/07/28","212.56"	
"2020/07/29","215.07"	
"2020/07/30","213.93"	
"2020/07/31","214.49"	
"2020/08/01","214.49"	
"2020/08/02","214.49"	
"2020/08/03","215.33"	
"2020/08/04","215.73"	
"2020/08/05","217.48"	
"2020/08/06","218.66"	
"2020/08/07","218.27"	
"2020/08/08","218.27"	
"2020/08/09","218.27"	
"2020/08/10","218.93"	
"2020/08/11","217.23"	
"2020/08/12","219.87"	
"2020/08/13","219.5"	
"2020/08/14","219.54"	
"2020/08/15","219.54"	
"2020/08/16","219.54"	
"2020/08/17","219.57"	
"2020/08/18","220.6"	
"2020/08/19","219.3"	
"2020/08/20","219.87"	
"2020/08/21","220.14"	
"2020/08/22","220.14"	
"2020/08/23","220.14"	
"2020/08/24","222.44"	
"2020/08/25","223.12"	
"2020/08/26","224.39"	
"2020/08/27","224.87"	
"2020/08/28","227.15"	
"2020/08/29","227.15"	
"2020/08/30","227.15"	
"2020/08/31","225.32"	
"2020/09/01","228.27"	
"2020/09/02","231.14"	
"2020/09/03","224.06"	
"2020/09/04","222.64"	
"2020/09/05","222.64"	
"2020/09/06","222.64"	
"2020/09/07","222.64"	
"2020/09/08","216.51"	
"2020/09/09","220.86"	
"2020/09/10","216.77"	
"2020/09/11","217.06"	
"2020/09/12","217.06"	
"2020/09/13","217.06"	
"2020/09/14","220.3"	
"2020/09/15","221.09"	
"2020/09/16","220.45"	
"2020/09/17","218.88"	
"2020/09/18","215.63"	
"2020/09/19","215.63"	
"2020/09/20","215.63"	
"2020/09/21","212.93"	
"2020/09/22","214.66"	
"2020/09/23","209.01"	
"2020/09/24","210.21"	
