"基金名稱","美洲基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","181.44"	
"2019/01/02","183.28"	
"2019/01/03","179.53"	
"2019/01/04","185.42"	
"2019/01/05","185.42"	
"2019/01/06","185.42"	
"2019/01/07","186.44"	
"2019/01/08","188.45"	
"2019/01/09","190.03"	
"2019/01/10","190.63"	
"2019/01/11","190.38"	
"2019/01/12","190.38"	
"2019/01/13","190.38"	
"2019/01/14","189.89"	
"2019/01/15","191.36"	
"2019/01/16","191.84"	
"2019/01/17","193.29"	
"2019/01/18","195.46"	
"2019/01/19","195.46"	
"2019/01/20","195.46"	
"2019/01/21","195.47"	
"2019/01/22","192.42"	
"2019/01/23","193.41"	
"2019/01/24","193.67"	
"2019/01/25","195.1"	
"2019/01/26","195.1"	
"2019/01/27","195.1"	
"2019/01/28","192.83"	
"2019/01/29","193.18"	
"2019/01/30","196.26"	
"2019/01/31","198.37"	
"2019/02/01","198.34"	
"2019/02/02","198.34"	
"2019/02/03","198.34"	
"2019/02/04","199.7"	
"2019/02/05","199.7"	
"2019/02/06","199.7"	
"2019/02/07","199.7"	
"2019/02/08","196.93"	
"2019/02/09","196.93"	
"2019/02/10","196.93"	
"2019/02/11","196.6"	
"2019/02/12","199.54"	
"2019/02/13","199.4"	
"2019/02/14","199.99"	
"2019/02/15","202.05"	
"2019/02/16","202.05"	
"2019/02/17","202.05"	
"2019/02/18","202.03"	
"2019/02/19","202.2"	
"2019/02/20","202.34"	
"2019/02/21","201.79"	
"2019/02/22","203.18"	
"2019/02/23","203.18"	
"2019/02/24","203.18"	
"2019/02/25","203.16"	
"2019/02/26","203.06"	
"2019/02/27","202.79"	
"2019/02/28","201.47"	
"2019/03/01","202.08"	
"2019/03/02","202.08"	
"2019/03/03","202.08"	
"2019/03/04","201.31"	
"2019/03/05","201.38"	
"2019/03/06","199.47"	
"2019/03/07","197.81"	
"2019/03/08","197.79"	
"2019/03/09","197.79"	
"2019/03/10","197.79"	
"2019/03/11","201.36"	
"2019/03/12","202.05"	
"2019/03/13","203.63"	
"2019/03/14","203.06"	
"2019/03/15","204.33"	
"2019/03/16","204.33"	
"2019/03/17","204.33"	
"2019/03/18","205.73"	
"2019/03/19","205.71"	
"2019/03/20","204.99"	
"2019/03/21","205.97"	
"2019/03/22","200.55"	
"2019/03/23","200.55"	
"2019/03/24","200.55"	
"2019/03/25","200.85"	
"2019/03/26","202.59"	
"2019/03/27","200.13"	
"2019/03/28","201.58"	
"2019/03/29","203.07"	
"2019/03/30","203.07"	
"2019/03/31","203.07"	
"2019/04/01","205.62"	
"2019/04/02","205.42"	
"2019/04/03","205.39"	
"2019/04/04","206.7"	
"2019/04/05","206.7"	
"2019/04/06","206.7"	
"2019/04/07","206.7"	
"2019/04/08","208.63"	
"2019/04/09","207.24"	
"2019/04/10","207.87"	
"2019/04/11","207.15"	
"2019/04/12","207.33"	
"2019/04/13","207.33"	
"2019/04/14","207.33"	
"2019/04/15","207.18"	
"2019/04/16","207.54"	
"2019/04/17","206.89"	
"2019/04/18","207.61"	
"2019/04/19","207.61"	
"2019/04/20","207.61"	
"2019/04/21","207.61"	
"2019/04/22","207.61"	
"2019/04/23","209.37"	
"2019/04/24","208.05"	
"2019/04/25","208.46"	
"2019/04/26","209.46"	
"2019/04/27","209.46"	
"2019/04/28","209.46"	
"2019/04/29","209.43"	
"2019/04/30","209.57"	
"2019/05/01","209.57"	
"2019/05/02","207.25"	
"2019/05/03","209.28"	
"2019/05/04","209.28"	
"2019/05/05","209.28"	
"2019/05/06","207.96"	
"2019/05/07","204.62"	
"2019/05/08","204.95"	
"2019/05/09","203.87"	
"2019/05/10","204.79"	
"2019/05/11","204.79"	
"2019/05/12","204.79"	
"2019/05/13","204.79"	
"2019/05/14","201.05"	
"2019/05/15","201.65"	
"2019/05/16","202.44"	
"2019/05/17","200.9"	
"2019/05/18","200.9"	
"2019/05/19","200.9"	
"2019/05/20","200.31"	
"2019/05/21","202.79"	
"2019/05/22","202.29"	
"2019/05/23","199.96"	
"2019/05/24","200.49"	
"2019/05/25","200.49"	
"2019/05/26","200.49"	
"2019/05/27","200.46"	
"2019/05/28","199.4"	
"2019/05/29","198.95"	
"2019/05/30","199.63"	
"2019/05/31","197.38"	
"2019/06/01","197.38"	
"2019/06/02","197.38"	
"2019/06/03","196.96"	
"2019/06/04","201.09"	
"2019/06/05","201.78"	
"2019/06/06","203.27"	
"2019/06/07","203.27"	
"2019/06/08","203.27"	
"2019/06/09","203.27"	
"2019/06/10","206.02"	
"2019/06/11","206.71"	
"2019/06/12","205.6"	
"2019/06/13","206.61"	
"2019/06/14","205.6"	
"2019/06/15","205.6"	
"2019/06/16","205.6"	
"2019/06/17","205.24"	
"2019/06/18","207.73"	
"2019/06/19","208.45"	
"2019/06/20","210.53"	
"2019/06/21","210.28"	
"2019/06/22","210.28"	
"2019/06/23","210.28"	
"2019/06/24","210.29"	
"2019/06/25","207.83"	
"2019/06/26","208.05"	
"2019/06/27","208.49"	
"2019/06/28","209.18"	
"2019/06/29","209.18"	
"2019/06/30","209.18"	
"2019/07/01","209.18"	
"2019/07/02","210.94"	
"2019/07/03","212.37"	
"2019/07/04","212.15"	
"2019/07/05","212.82"	
"2019/07/06","212.82"	
"2019/07/07","212.82"	
"2019/07/08","212.28"	
"2019/07/09","212.69"	
"2019/07/10","214.03"	
"2019/07/11","214.43"	
"2019/07/12","215.2"	
"2019/07/13","215.2"	
"2019/07/14","215.2"	
"2019/07/15","215.14"	
"2019/07/16","214.11"	
"2019/07/17","212.93"	
"2019/07/18","213.89"	
"2019/07/19","212.19"	
"2019/07/20","212.19"	
"2019/07/21","212.19"	
"2019/07/22","212.7"	
"2019/07/23","213.52"	
"2019/07/24","214.6"	
"2019/07/25","213.11"	
"2019/07/26","214.33"	
"2019/07/27","214.33"	
"2019/07/28","214.33"	
"2019/07/29","214.15"	
"2019/07/30","213.3"	
"2019/07/31","210.97"	
"2019/08/01","208.8"	
"2019/08/02","207.12"	
"2019/08/03","207.12"	
"2019/08/04","207.12"	
"2019/08/05","200.68"	
"2019/08/06","203.55"	
"2019/08/07","204.25"	
"2019/08/08","208.29"	
"2019/08/09","206.82"	
"2019/08/10","206.82"	
"2019/08/11","206.82"	
"2019/08/12","203.57"	
"2019/08/13","206.82"	
"2019/08/14","200.16"	
"2019/08/15","200.58"	
"2019/08/16","203.15"	
"2019/08/17","203.15"	
"2019/08/18","203.15"	
"2019/08/19","204.57"	
"2019/08/20","203.48"	
"2019/08/21","205.57"	
"2019/08/22","204.79"	
"2019/08/23","199.42"	
"2019/08/24","199.42"	
"2019/08/25","199.42"	
"2019/08/26","200.86"	
"2019/08/27","200.45"	
"2019/08/28","201.73"	
"2019/08/29","204.67"	
"2019/08/30","205.23"	
"2019/08/31","205.23"	
"2019/09/01","205.23"	
"2019/09/02","205.2"	
"2019/09/03","203.33"	
"2019/09/04","206.25"	
"2019/09/05","208.96"	
"2019/09/06","209.67"	
"2019/09/07","209.67"	
"2019/09/08","209.67"	
"2019/09/09","209.96"	
"2019/09/10","209.9"	
"2019/09/11","211.37"	
"2019/09/12","212.07"	
"2019/09/13","211.53"	
"2019/09/14","211.53"	
"2019/09/15","211.53"	
"2019/09/16","210.92"	
"2019/09/17","211.96"	
"2019/09/18","211.74"	
"2019/09/19","211.16"	
"2019/09/20","210.52"	
"2019/09/21","210.52"	
"2019/09/22","210.52"	
"2019/09/23","210.49"	
"2019/09/24","208.51"	
"2019/09/25","209.74"	
