"基金名稱","富達穩定增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","104.96"	
"2013/01/02","106.12"	
"2013/01/03","106.01"	
"2013/01/04","106.01"	
"2013/01/05","106.01"	
"2013/01/06","106.01"	
"2013/01/07","106.09"	
"2013/01/08","105.7"	
"2013/01/09","105.98"	
"2013/01/10","106.45"	
"2013/01/11","106.55"	
"2013/01/12","106.55"	
"2013/01/13","106.55"	
"2013/01/14","106.72"	
"2013/01/15","106.82"	
"2013/01/16","106.62"	
"2013/01/17","106.61"	
"2013/01/18","106.9"	
"2013/01/19","106.9"	
"2013/01/20","106.9"	
"2013/01/21","106.88"	
"2013/01/22","107.07"	
"2013/01/23","106.97"	
"2013/01/24","106.96"	
"2013/01/25","107.15"	
"2013/01/26","107.15"	
"2013/01/27","107.15"	
"2013/01/28","106.94"	
"2013/01/29","107.23"	
"2013/01/30","107.42"	
"2013/01/31","107.41"	
"2013/02/01","107.7"	
"2013/02/02","107.7"	
"2013/02/03","107.7"	
"2013/02/04","107.2"	
"2013/02/05","106.52"	
"2013/02/06","106.9"	
"2013/02/07","106.41"	
"2013/02/08","106.79"	
"2013/02/09","106.79"	
"2013/02/10","106.79"	
"2013/02/11","106.79"	
"2013/02/12","106.79"	
"2013/02/13","106.79"	
"2013/02/14","107.05"	
"2013/02/15","106.85"	
"2013/02/16","106.85"	
"2013/02/17","106.85"	
"2013/02/18","106.93"	
"2013/02/19","106.93"	
"2013/02/20","106.92"	
"2013/02/21","105.95"	
"2013/02/22","106.04"	
"2013/02/23","106.04"	
"2013/02/24","106.04"	
"2013/02/25","106.03"	
"2013/02/26","105.44"	
"2013/02/27","105.82"	
"2013/02/28","106.5"	
"2013/03/01","106.3"	
"2013/03/02","106.3"	
"2013/03/03","106.3"	
"2013/03/04","105.9"	
"2013/03/05","106.37"	
"2013/03/06","106.66"	
"2013/03/07","106.65"	
"2013/03/08","106.74"	
"2013/03/09","106.74"	
"2013/03/10","106.74"	
"2013/03/11","106.83"	
"2013/03/12","106.63"	
"2013/03/13","106.15"	
"2013/03/14","106.52"	
"2013/03/15","106.8"	
"2013/03/16","106.8"	
"2013/03/17","106.8"	
"2013/03/18","105.82"	
"2013/03/19","105.82"	
"2013/03/20","106.2"	
"2013/03/21","106.19"	
"2013/03/22","106.19"	
"2013/03/23","106.19"	
"2013/03/24","106.19"	
"2013/03/25","106.08"	
"2013/03/26","106.27"	
"2013/03/27","106.45"	
"2013/03/28","106.45"	
"2013/03/29","106.45"	
"2013/03/30","106.45"	
"2013/03/31","106.45"	
"2013/04/01","106.45"	
"2013/04/02","106.43"	
"2013/04/03","106.42"	
"2013/04/04","106.42"	
"2013/04/05","106.02"	
"2013/04/06","106.02"	
"2013/04/07","106.02"	
"2013/04/08","106.11"	
"2013/04/09","106.29"	
"2013/04/10","106.97"	
"2013/04/11","107.54"	
"2013/04/12","107.44"	
"2013/04/13","107.44"	
"2013/04/14","107.44"	
"2013/04/15","106.76"	
"2013/04/16","106.66"	
"2013/04/17","106.37"	
"2013/04/18","106.07"	
"2013/04/19","106.65"	
"2013/04/20","106.65"	
"2013/04/21","106.65"	
"2013/04/22","106.92"	
"2013/04/23","107.01"	
"2013/04/24","107.59"	
"2013/04/25","108.06"	
"2013/04/26","108.34"	
"2013/04/27","108.34"	
"2013/04/28","108.34"	
"2013/04/29","108.61"	
"2013/04/30","109.28"	
"2013/05/01","109.28"	
"2013/05/02","108.99"	
"2013/05/03","109.08"	
"2013/05/04","109.08"	
"2013/05/05","109.08"	
"2013/05/06","109.16"	
"2013/05/07","109.63"	
"2013/05/08","110.3"	
"2013/05/09","109.91"	
"2013/05/10","109.52"	
"2013/05/11","109.52"	
"2013/05/12","109.52"	
"2013/05/13","109.41"	
"2013/05/14","109.31"	
"2013/05/15","109.59"	
"2013/05/16","109.77"	
"2013/05/17","109.77"	
"2013/05/18","109.77"	
"2013/05/19","109.77"	
"2013/05/20","110.23"	
"2013/05/21","110.13"	
"2013/05/22","109.74"	
"2013/05/23","108.58"	
"2013/05/24","108.67"	
"2013/05/25","108.67"	
"2013/05/26","108.67"	
"2013/05/27","108.46"	
