"基金名稱","富達穩定增長基金"	
"2013/05/28","108.65"	
"2013/05/29","108.45"	
"2013/05/30","108.35"	
"2013/05/31","107.77"	
"2013/06/01","107.77"	
"2013/06/02","107.77"	
"2013/06/03","107.66"	
"2013/06/04","107.75"	
"2013/06/05","107.07"	
"2013/06/06","106.97"	
"2013/06/07","107.06"	
"2013/06/08","107.06"	
"2013/06/09","107.06"	
"2013/06/10","107.14"	
"2013/06/11","106.75"	
"2013/06/12","106.75"	
"2013/06/13","106.36"	
"2013/06/14","106.83"	
"2013/06/15","106.83"	
"2013/06/16","106.83"	
"2013/06/17","107.38"	
"2013/06/18","107.38"	
"2013/06/19","107.18"	
"2013/06/20","104.39"	
"2013/06/21","104.0"	
"2013/06/22","104.0"	
"2013/06/23","104.0"	
"2013/06/24","102.73"	
"2013/06/25","102.82"	
"2013/06/26","103.69"	
"2013/06/27","104.36"	
"2013/06/28","104.83"	
"2013/06/29","104.83"	
"2013/06/30","104.83"	
"2013/07/01","104.83"	
"2013/07/02","105.1"	
"2013/07/03","104.42"	
"2013/07/04","104.8"	
"2013/07/05","104.7"	
"2013/07/06","104.7"	
"2013/07/07","104.7"	
"2013/07/08","104.59"	
"2013/07/09","104.97"	
"2013/07/10","105.45"	
"2013/07/11","106.88"	
"2013/07/12","106.87"	
"2013/07/13","106.87"	
"2013/07/14","106.87"	
"2013/07/15","106.95"	
"2013/07/16","107.24"	
"2013/07/17","107.33"	
"2013/07/18","107.42"	
"2013/07/19","107.51"	
"2013/07/20","107.51"	
"2013/07/21","107.51"	
"2013/07/22","107.88"	
"2013/07/23","108.26"	
"2013/07/24","108.25"	
"2013/07/25","108.15"	
"2013/07/26","108.15"	
"2013/07/27","108.15"	
"2013/07/28","108.15"	
"2013/07/29","107.55"	
"2013/07/30","107.74"	
"2013/07/31","107.64"	
"2013/08/01","108.11"	
"2013/08/02","108.88"	
"2013/08/03","108.88"	
"2013/08/04","108.88"	
"2013/08/05","108.67"	
"2013/08/06","108.57"	
"2013/08/07","108.08"	
"2013/08/08","108.36"	
"2013/08/09","108.46"	
"2013/08/10","108.46"	
"2013/08/11","108.46"	
"2013/08/12","108.54"	
"2013/08/13","108.72"	
"2013/08/14","108.72"	
"2013/08/15","108.24"	
"2013/08/16","108.23"	
"2013/08/17","108.23"	
"2013/08/18","108.23"	
"2013/08/19","107.93"	
"2013/08/20","107.44"	
"2013/08/21","106.96"	
"2013/08/22","106.95"	
"2013/08/23","107.43"	
"2013/08/24","107.43"	
"2013/08/25","107.43"	
"2013/08/26","107.51"	
"2013/08/27","107.03"	
"2013/08/28","106.25"	
"2013/08/29","106.44"	
"2013/08/30","106.24"	
"2013/08/31","106.24"	
"2013/09/01","106.24"	
"2013/09/02","106.8"	
"2013/09/03","106.99"	
"2013/09/04","107.27"	
"2013/09/05","107.27"	
"2013/09/06","107.65"	
"2013/09/07","107.65"	
"2013/09/08","107.65"	
"2013/09/09","108.21"	
"2013/09/10","108.77"	
"2013/09/11","108.96"	
"2013/09/12","109.05"	
"2013/09/13","108.86"	
"2013/09/14","108.86"	
"2013/09/15","108.86"	
"2013/09/16","109.8"	
"2013/09/17","109.7"	
"2013/09/18","109.98"	
"2013/09/19","111.12"	
"2013/09/20","111.12"	
"2013/09/21","111.12"	
"2013/09/22","111.12"	
"2013/09/23","110.72"	
"2013/09/24","110.52"	
"2013/09/25","110.71"	
"2013/09/26","110.51"	
"2013/09/27","110.79"	
"2013/09/28","110.79"	
"2013/09/29","110.79"	
"2013/09/30","110.11"	
"2013/10/01","110.11"	
"2013/10/02","110.48"	
"2013/10/03","110.76"	
"2013/10/04","110.66"	
"2013/10/05","110.66"	
"2013/10/06","110.66"	
"2013/10/07","110.26"	
"2013/10/08","110.16"	
"2013/10/09","109.77"	
"2013/10/10","110.25"	
"2013/10/11","110.91"	
"2013/10/12","110.91"	
"2013/10/13","110.91"	
"2013/10/14","110.91"	
"2013/10/15","110.88"	
"2013/10/16","110.88"	
"2013/10/17","111.73"	
"2013/10/18","112.3"	
"2013/10/19","112.3"	
"2013/10/20","112.3"	
"2013/10/21","112.38"	
"2013/10/22","112.76"	
"2013/10/23","112.27"	
"2013/10/24","112.36"	
"2013/10/25","112.17"	
"2013/10/26","112.17"	
"2013/10/27","112.17"	
"2013/10/28","112.25"	
"2013/10/29","112.05"	
"2013/10/30","112.62"	
"2013/10/31","112.13"	
"2013/11/01","111.75"	
"2013/11/02","111.75"	
"2013/11/03","111.75"	
"2013/11/04","111.83"	
"2013/11/05","111.44"	
"2013/11/06","111.72"	
"2013/11/07","111.14"	
"2013/11/08","110.76"	
"2013/11/09","110.76"	
"2013/11/10","110.76"	
"2013/11/11","111.21"	
"2013/11/12","111.11"	
"2013/11/13","110.83"	
"2013/11/14","111.48"	
"2013/11/15","112.15"	
"2013/11/16","112.15"	
"2013/11/17","112.15"	
"2013/11/18","113.09"	
"2013/11/19","112.79"	
"2013/11/20","112.6"	
"2013/11/21","112.4"	
"2013/11/22","112.78"	
"2013/11/23","112.78"	
"2013/11/24","112.78"	
"2013/11/25","112.95"	
"2013/11/26","112.94"	
"2013/11/27","113.04"	
"2013/11/28","113.32"	
"2013/11/29","113.41"	
"2013/11/30","113.41"	
"2013/12/01","113.41"	
"2013/12/02","113.31"	
"2013/12/03","113.02"	
"2013/12/04","112.44"	
"2013/12/05","112.44"	
"2013/12/06","112.62"	
"2013/12/07","112.62"	
"2013/12/08","112.62"	
"2013/12/09","113.0"	
"2013/12/10","113.0"	
"2013/12/11","112.42"	
"2013/12/12","111.85"	
"2013/12/13","111.75"	
"2013/12/14","111.75"	
"2013/12/15","111.75"	
"2013/12/16","111.84"	
"2013/12/17","111.65"	
"2013/12/18","112.22"	
"2013/12/19","112.03"	
"2013/12/20","112.12"	
"2013/12/21","112.12"	
"2013/12/22","112.12"	
"2013/12/23","112.5"	
"2013/12/24","112.69"	
"2013/12/25","112.69"	
"2013/12/26","112.69"	
"2013/12/27","113.16"	
"2013/12/28","113.16"	
"2013/12/29","113.16"	
"2013/12/30","113.44"	
"2013/12/31","113.63"	
