"基金名稱","富達穩定增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","136.15"	
"2018/01/02","136.78"	
"2018/01/03","137.05"	
"2018/01/04","137.96"	
"2018/01/05","138.23"	
"2018/01/06","138.23"	
"2018/01/07","138.23"	
"2018/01/08","138.4"	
"2018/01/09","138.39"	
"2018/01/10","138.66"	
"2018/01/11","138.75"	
"2018/01/12","139.47"	
"2018/01/13","139.47"	
"2018/01/14","139.47"	
"2018/01/15","139.91"	
"2018/01/16","140.46"	
"2018/01/17","140.45"	
"2018/01/18","140.45"	
"2018/01/19","140.99"	
"2018/01/20","140.99"	
"2018/01/21","140.99"	
"2018/01/22","141.43"	
"2018/01/23","142.35"	
"2018/01/24","142.52"	
"2018/01/25","142.43"	
"2018/01/26","142.79"	
"2018/01/27","142.79"	
"2018/01/28","142.79"	
"2018/01/29","142.22"	
"2018/01/30","141.29"	
"2018/01/31","141.56"	
"2018/02/01","141.28"	
"2018/02/02","140.27"	
"2018/02/03","140.27"	
"2018/02/04","140.27"	
"2018/02/05","138.87"	
"2018/02/06","136.39"	
"2018/02/07","136.2"	
"2018/02/08","135.37"	
"2018/02/09","134.17"	
"2018/02/10","134.17"	
"2018/02/11","134.17"	
"2018/02/12","134.8"	
"2018/02/13","135.34"	
"2018/02/14","136.44"	
"2018/02/15","137.72"	
"2018/02/16","137.72"	
"2018/02/17","137.72"	
"2018/02/18","137.72"	
"2018/02/19","137.72"	
"2018/02/20","137.41"	
"2018/02/21","137.77"	
"2018/02/22","137.4"	
"2018/02/23","138.22"	
"2018/02/24","138.22"	
"2018/02/25","138.22"	
"2018/02/26","138.75"	
"2018/02/27","138.2"	
"2018/02/28","137.37"	
"2018/03/01","137.0"	
"2018/03/02","136.53"	
"2018/03/03","136.53"	
"2018/03/04","136.53"	
"2018/03/05","136.06"	
"2018/03/06","137.15"	
"2018/03/07","136.87"	
"2018/03/08","137.6"	
"2018/03/09","138.05"	
"2018/03/10","138.05"	
"2018/03/11","138.05"	
"2018/03/12","139.04"	
"2018/03/13","139.03"	
"2018/03/14","138.75"	
"2018/03/15","138.93"	
"2018/03/16","138.74"	
"2018/03/17","138.74"	
"2018/03/18","138.74"	
"2018/03/19","138.45"	
"2018/03/20","138.17"	
"2018/03/21","138.07"	
"2018/03/22","137.61"	
"2018/03/23","135.95"	
"2018/03/24","135.95"	
"2018/03/25","135.95"	
"2018/03/26","136.76"	
"2018/03/27","137.21"	
"2018/03/28","136.1"	
"2018/03/29","136.56"	
"2018/03/30","136.56"	
"2018/03/31","136.56"	
"2018/04/01","136.56"	
"2018/04/02","136.56"	
"2018/04/03","136.44"	
"2018/04/04","135.88"	
"2018/04/05","135.88"	
"2018/04/06","136.24"	
"2018/04/07","136.24"	
"2018/04/08","136.24"	
"2018/04/09","136.77"	
"2018/04/10","137.68"	
"2018/04/11","137.86"	
"2018/04/12","137.67"	
"2018/04/13","137.66"	
"2018/04/14","137.66"	
"2018/04/15","137.66"	
"2018/04/16","137.46"	
"2018/04/17","137.37"	
"2018/04/18","137.73"	
"2018/04/19","137.81"	
"2018/04/20","136.98"	
"2018/04/21","136.98"	
"2018/04/22","136.98"	
"2018/04/23","136.42"	
"2018/04/24","136.68"	
"2018/04/25","136.13"	
"2018/04/26","136.03"	
"2018/04/27","136.58"	
"2018/04/28","136.58"	
"2018/04/29","136.58"	
"2018/04/30","136.83"	
"2018/05/01","136.83"	
"2018/05/02","136.18"	
"2018/05/03","135.99"	
"2018/05/04","135.8"	
"2018/05/05","135.8"	
"2018/05/06","135.8"	
"2018/05/07","136.06"	
"2018/05/08","136.24"	
"2018/05/09","136.42"	
"2018/05/10","137.14"	
"2018/05/11","137.77"	
"2018/05/12","137.77"	
"2018/05/13","137.77"	
"2018/05/14","138.3"	
"2018/05/15","137.3"	
"2018/05/16","137.11"	
"2018/05/17","137.1"	
"2018/05/18","137.19"	
"2018/05/19","137.19"	
"2018/05/20","137.19"	
"2018/05/21","137.35"	
"2018/05/22","137.35"	
"2018/05/23","136.8"	
"2018/05/24","136.88"	
"2018/05/25","136.69"	
"2018/05/26","136.69"	
"2018/05/27","136.69"	
