"基金名稱","富達穩定增長基金"	
"2020/05/27","135.78"	
"2020/05/28","136.21"	
"2020/05/29","136.3"	
"2020/05/30","136.3"	
"2020/05/31","136.3"	
"2020/06/01","137.69"	
"2020/06/02","138.57"	
"2020/06/03","139.62"	
"2020/06/04","139.88"	
"2020/06/05","140.67"	
"2020/06/06","140.67"	
"2020/06/07","140.67"	
"2020/06/08","140.91"	
"2020/06/09","141.26"	
"2020/06/10","141.52"	
"2020/06/11","139.39"	
"2020/06/12","138.77"	
"2020/06/13","138.77"	
"2020/06/14","138.77"	
"2020/06/15","138.04"	
"2020/06/16","139.88"	
"2020/06/17","140.14"	
"2020/06/18","140.22"	
"2020/06/19","140.39"	
"2020/06/20","140.39"	
"2020/06/21","140.39"	
"2020/06/22","140.64"	
"2020/06/23","141.78"	
"2020/06/24","140.8"	
"2020/06/25","140.8"	
"2020/06/26","140.26"	
"2020/06/27","140.26"	
"2020/06/28","140.26"	
"2020/06/29","140.06"	
"2020/06/30","140.41"	
"2020/07/01","140.41"	
"2020/07/02","141.81"	
"2020/07/03","142.33"	
"2020/07/04","142.33"	
"2020/07/05","142.33"	
"2020/07/06","144.34"	
"2020/07/07","143.89"	
"2020/07/08","144.59"	
"2020/07/09","145.02"	
"2020/07/10","144.75"	
"2020/07/11","144.75"	
"2020/07/12","144.75"	
"2020/07/13","145.17"	
"2020/07/14","144.73"	
"2020/07/15","145.69"	
"2020/07/16","144.36"	
"2020/07/17","144.71"	
"2020/07/18","144.71"	
"2020/07/19","144.71"	
"2020/07/20","145.3"	
"2020/07/21","146.79"	
"2020/07/22","146.35"	
"2020/07/23","146.6"	
"2020/07/24","145.36"	
"2020/07/25","145.36"	
"2020/07/26","145.36"	
"2020/07/27","146.13"	
"2020/07/28","146.3"	
"2020/07/29","146.74"	
"2020/07/30","146.29"	
"2020/07/31","145.93"	
"2020/08/01","145.93"	
"2020/08/02","145.93"	
"2020/08/03","146.17"	
"2020/08/04","147.05"	
"2020/08/05","147.92"	
"2020/08/06","147.83"	
"2020/08/07","146.85"	
"2020/08/08","146.85"	
"2020/08/09","146.85"	
"2020/08/10","146.48"	
"2020/08/11","146.82"	
"2020/08/12","147.34"	
"2020/08/13","147.42"	
"2020/08/14","147.24"	
"2020/08/15","147.24"	
"2020/08/16","147.24"	
"2020/08/17","147.84"	
"2020/08/18","148.36"	
"2020/08/19","148.09"	
"2020/08/20","147.2"	
"2020/08/21","147.46"	
"2020/08/22","147.46"	
"2020/08/23","147.46"	
"2020/08/24","148.49"	
"2020/08/25","148.4"	
"2020/08/26","148.92"	
"2020/08/27","148.47"	
"2020/08/28","149.08"	
"2020/08/29","149.08"	
"2020/08/30","149.08"	
"2020/08/31","148.71"	
"2020/09/01","149.14"	
"2020/09/02","149.66"	
"2020/09/03","148.6"	
"2020/09/04","147.19"	
"2020/09/05","147.19"	
"2020/09/06","147.19"	
"2020/09/07","147.08"	
"2020/09/08","146.63"	
"2020/09/09","146.71"	
"2020/09/10","146.62"	
"2020/09/11","146.96"	
"2020/09/12","146.96"	
"2020/09/13","146.96"	
"2020/09/14","147.91"	
"2020/09/15","148.34"	
"2020/09/16","148.51"	
"2020/09/17","147.8"	
"2020/09/18","147.97"	
"2020/09/19","147.97"	
"2020/09/20","147.97"	
"2020/09/21","146.28"	
"2020/09/22","146.01"	
"2020/09/23","145.65"	
"2020/09/24","144.59"	
"2020/09/25","144.76"	
"2020/09/26","144.76"	
"2020/09/27","144.76"	
"2020/09/28","145.88"	
"2020/09/29","145.96"	
"2020/09/30","146.13"	
"2020/10/01","146.13"	
"2020/10/02","146.13"	
"2020/10/03","146.13"	
"2020/10/04","146.13"	
"2020/10/05","146.97"	
"2020/10/06","147.32"	
"2020/10/07","147.49"	
"2020/10/08","148.01"	
"2020/10/09","148.61"	
"2020/10/10","148.61"	
"2020/10/11","148.61"	
"2020/10/12","149.73"	
"2020/10/13","149.73"	
"2020/10/14","149.63"	
"2020/10/15","148.31"	
"2020/10/16","148.74"	
"2020/10/17","148.74"	
"2020/10/18","148.74"	
"2020/10/19","148.81"	
"2020/10/20","149.07"	
"2020/10/21","149.32"	
"2020/10/22","148.79"	
