"基金名稱","富達穩定增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","94.58"	
"2012/01/02","94.58"	
"2012/01/03","95.55"	
"2012/01/04","95.35"	
"2012/01/05","94.95"	
"2012/01/06","94.55"	
"2012/01/07","94.55"	
"2012/01/08","94.55"	
"2012/01/09","94.93"	
"2012/01/10","95.62"	
"2012/01/11","95.61"	
"2012/01/12","95.81"	
"2012/01/13","95.8"	
"2012/01/14","95.8"	
"2012/01/15","95.8"	
"2012/01/16","95.6"	
"2012/01/17","96.47"	
"2012/01/18","96.85"	
"2012/01/19","97.34"	
"2012/01/20","97.43"	
"2012/01/21","97.43"	
"2012/01/22","97.43"	
"2012/01/23","97.43"	
"2012/01/24","97.43"	
"2012/01/25","97.43"	
"2012/01/26","98.58"	
"2012/01/27","98.68"	
"2012/01/28","98.68"	
"2012/01/29","98.68"	
"2012/01/30","98.17"	
"2012/01/31","98.56"	
"2012/02/01","99.05"	
"2012/02/02","99.62"	
"2012/02/03","99.81"	
"2012/02/04","99.81"	
"2012/02/05","99.81"	
"2012/02/06","99.79"	
"2012/02/07","99.79"	
"2012/02/08","100.37"	
"2012/02/09","100.46"	
"2012/02/10","99.78"	
"2012/02/11","99.78"	
"2012/02/12","99.78"	
"2012/02/13","100.05"	
"2012/02/14","99.76"	
"2012/02/15","100.34"	
"2012/02/16","100.14"	
"2012/02/17","100.62"	
"2012/02/18","100.62"	
"2012/02/19","100.62"	
"2012/02/20","100.99"	
"2012/02/21","100.89"	
"2012/02/22","100.89"	
"2012/02/23","100.88"	
"2012/02/24","101.37"	
"2012/02/25","101.37"	
"2012/02/26","101.37"	
"2012/02/27","101.16"	
"2012/02/28","101.74"	
"2012/02/29","101.73"	
"2012/03/01","101.43"	
"2012/03/02","101.62"	
"2012/03/03","101.62"	
"2012/03/04","101.62"	
"2012/03/05","101.02"	
"2012/03/06","99.72"	
"2012/03/07","99.72"	
"2012/03/08","100.69"	
"2012/03/09","100.69"	
"2012/03/10","100.69"	
"2012/03/11","100.69"	
"2012/03/12","100.57"	
"2012/03/13","101.06"	
"2012/03/14","100.76"	
"2012/03/15","100.95"	
"2012/03/16","101.14"	
"2012/03/17","101.14"	
"2012/03/18","101.14"	
"2012/03/19","101.13"	
"2012/03/20","100.53"	
"2012/03/21","100.33"	
"2012/03/22","100.33"	
"2012/03/23","100.42"	
"2012/03/24","100.42"	
"2012/03/25","100.42"	
"2012/03/26","100.7"	
"2012/03/27","101.28"	
"2012/03/28","100.89"	
"2012/03/29","100.49"	
"2012/03/30","100.68"	
"2012/03/31","100.68"	
"2012/04/01","100.68"	
"2012/04/02","101.06"	
"2012/04/03","101.15"	
"2012/04/04","101.15"	
"2012/04/05","100.06"	
"2012/04/06","100.06"	
"2012/04/07","100.06"	
"2012/04/08","100.06"	
"2012/04/09","100.06"	
"2012/04/10","99.35"	
"2012/04/11","99.25"	
"2012/04/12","99.92"	
"2012/04/13","99.82"	
"2012/04/14","99.82"	
"2012/04/15","99.82"	
"2012/04/16","99.61"	
"2012/04/17","99.9"	
"2012/04/18","100.19"	
"2012/04/19","100.28"	
"2012/04/20","100.28"	
"2012/04/21","100.28"	
"2012/04/22","100.28"	
"2012/04/23","99.58"	
"2012/04/24","99.77"	
"2012/04/25","100.05"	
"2012/04/26","100.63"	
"2012/04/27","100.72"	
"2012/04/28","100.72"	
"2012/04/29","100.72"	
"2012/04/30","100.91"	
"2012/05/01","100.91"	
"2012/05/02","101.0"	
"2012/05/03","100.8"	
"2012/05/04","100.31"	
"2012/05/05","100.31"	
"2012/05/06","100.31"	
"2012/05/07","99.41"	
"2012/05/08","99.21"	
"2012/05/09","98.62"	
"2012/05/10","98.52"	
"2012/05/11","98.22"	
"2012/05/12","98.22"	
"2012/05/13","98.22"	
"2012/05/14","97.63"	
"2012/05/15","97.44"	
"2012/05/16","96.46"	
"2012/05/17","96.36"	
"2012/05/18","95.67"	
"2012/05/19","95.67"	
"2012/05/20","95.67"	
"2012/05/21","95.95"	
"2012/05/22","96.34"	
"2012/05/23","95.65"	
"2012/05/24","95.65"	
"2012/05/25","95.55"	
"2012/05/26","95.55"	
