"基金名稱","富達穩定增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","101.15"	
"2011/01/02","101.15"	
"2011/01/03","101.44"	
"2011/01/04","101.67"	
"2011/01/05","101.12"	
"2011/01/06","101.01"	
"2011/01/07","100.91"	
"2011/01/08","100.91"	
"2011/01/09","100.91"	
"2011/01/10","100.6"	
"2011/01/11","100.79"	
"2011/01/12","101.47"	
"2011/01/13","102.2"	
"2011/01/14","102.2"	
"2011/01/15","102.2"	
"2011/01/16","102.2"	
"2011/01/17","101.98"	
"2011/01/18","102.28"	
"2011/01/19","102.47"	
"2011/01/20","101.33"	
"2011/01/21","101.42"	
"2011/01/22","101.42"	
"2011/01/23","101.42"	
"2011/01/24","101.8"	
"2011/01/25","101.88"	
"2011/01/26","101.97"	
"2011/01/27","101.96"	
"2011/01/28","101.46"	
"2011/01/29","101.46"	
"2011/01/30","101.46"	
"2011/01/31","101.45"	
"2011/02/01","102.0"	
"2011/02/02","102.51"	
"2011/02/03","102.51"	
"2011/02/04","102.51"	
"2011/02/05","102.51"	
"2011/02/06","102.51"	
"2011/02/07","102.01"	
"2011/02/08","102.19"	
"2011/02/09","101.76"	
"2011/02/10","101.16"	
"2011/02/11","101.25"	
"2011/02/12","101.25"	
"2011/02/13","101.25"	
"2011/02/14","101.73"	
"2011/02/15","101.63"	
"2011/02/16","102.03"	
"2011/02/17","102.55"	
"2011/02/18","102.84"	
"2011/02/19","102.84"	
"2011/02/20","102.84"	
"2011/02/21","102.73"	
"2011/02/22","101.71"	
"2011/02/23","101.51"	
"2011/02/24","101.21"	
"2011/02/25","101.86"	
"2011/02/26","101.86"	
"2011/02/27","101.86"	
"2011/02/28","102.51"	
"2011/03/01","102.51"	
"2011/03/02","102.1"	
"2011/03/03","102.39"	
"2011/03/04","102.69"	
"2011/03/05","102.69"	
"2011/03/06","102.69"	
"2011/03/07","102.37"	
"2011/03/08","102.36"	
"2011/03/09","102.56"	
"2011/03/10","101.49"	
"2011/03/11","101.49"	
"2011/03/12","101.49"	
"2011/03/13","101.49"	
"2011/03/14","101.19"	
"2011/03/15","99.76"	
"2011/03/16","100.15"	
"2011/03/17","100.42"	
"2011/03/18","100.42"	
"2011/03/19","100.42"	
"2011/03/20","100.42"	
"2011/03/21","101.1"	
"2011/03/22","101.57"	
"2011/03/23","101.47"	
"2011/03/24","101.96"	
"2011/03/25","102.06"	
"2011/03/26","102.06"	
"2011/03/27","102.06"	
"2011/03/28","101.74"	
"2011/03/29","101.64"	
"2011/03/30","102.13"	
"2011/03/31","102.23"	
"2011/04/01","102.42"	
"2011/04/02","102.42"	
"2011/04/03","102.42"	
"2011/04/04","102.99"	
"2011/04/05","102.99"	
"2011/04/06","102.88"	
"2011/04/07","102.78"	
"2011/04/08","103.24"	
"2011/04/09","103.24"	
"2011/04/10","103.24"	
"2011/04/11","103.12"	
"2011/04/12","102.72"	
"2011/04/13","103.12"	
"2011/04/14","103.22"	
"2011/04/15","103.12"	
"2011/04/16","103.12"	
"2011/04/17","103.12"	
"2011/04/18","102.64"	
"2011/04/19","102.73"	
"2011/04/20","103.84"	
"2011/04/21","104.65"	
"2011/04/22","104.65"	
"2011/04/23","104.65"	
"2011/04/24","104.65"	
"2011/04/25","104.65"	
"2011/04/26","104.72"	
"2011/04/27","104.52"	
"2011/04/28","105.3"	
"2011/04/29","105.39"	
"2011/04/30","105.39"	
"2011/05/01","105.39"	
"2011/05/02","105.39"	
"2011/05/03","105.07"	
"2011/05/04","104.59"	
"2011/05/05","104.19"	
"2011/05/06","103.99"	
"2011/05/07","103.99"	
"2011/05/08","103.99"	
"2011/05/09","103.88"	
"2011/05/10","103.88"	
"2011/05/11","104.06"	
"2011/05/12","103.47"	
"2011/05/13","103.36"	
"2011/05/14","103.36"	
"2011/05/15","103.36"	
"2011/05/16","102.95"	
"2011/05/17","102.65"	
"2011/05/18","103.03"	
"2011/05/19","103.22"	
"2011/05/20","103.02"	
"2011/05/21","103.02"	
"2011/05/22","103.02"	
"2011/05/23","101.74"	
"2011/05/24","101.93"	
"2011/05/25","102.01"	
"2011/05/26","102.68"	
"2011/05/27","103.48"	
