"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","169.5"	
"2011/01/02","169.5"	
"2011/01/03","170.48"	
"2011/01/04","171.02"	
"2011/01/05","170.51"	
"2011/01/06","170.16"	
"2011/01/07","169.74"	
"2011/01/08","169.74"	
"2011/01/09","169.74"	
"2011/01/10","169.12"	
"2011/01/11","169.71"	
"2011/01/12","170.81"	
"2011/01/13","171.56"	
"2011/01/14","172.09"	
"2011/01/15","172.09"	
"2011/01/16","172.09"	
"2011/01/17","171.61"	
"2011/01/18","171.79"	
"2011/01/19","172.42"	
"2011/01/20","171.02"	
"2011/01/21","170.73"	
"2011/01/22","170.73"	
"2011/01/23","170.73"	
"2011/01/24","171.21"	
"2011/01/25","171.47"	
"2011/01/26","171.72"	
"2011/01/27","171.75"	
"2011/01/28","170.82"	
"2011/01/29","170.82"	
"2011/01/30","170.82"	
"2011/01/31","170.43"	
"2011/02/01","171.43"	
"2011/02/02","172.25"	
"2011/02/03","172.25"	
"2011/02/04","172.25"	
"2011/02/05","172.25"	
"2011/02/06","172.25"	
"2011/02/07","171.32"	
"2011/02/08","171.29"	
"2011/02/09","170.37"	
"2011/02/10","169.15"	
"2011/02/11","169.11"	
"2011/02/12","169.11"	
"2011/02/13","169.11"	
"2011/02/14","169.93"	
"2011/02/15","169.69"	
"2011/02/16","170.19"	
"2011/02/17","170.81"	
"2011/02/18","171.51"	
"2011/02/19","171.51"	
"2011/02/20","171.51"	
"2011/02/21","171.24"	
"2011/02/22","169.66"	
"2011/02/23","169.23"	
"2011/02/24","168.82"	
"2011/02/25","170.04"	
"2011/02/26","170.04"	
"2011/02/27","170.04"	
"2011/02/28","170.78"	
"2011/03/01","171.01"	
"2011/03/02","170.32"	
"2011/03/03","171.1"	
"2011/03/04","171.8"	
"2011/03/05","171.8"	
"2011/03/06","171.8"	
"2011/03/07","171.18"	
"2011/03/08","171.62"	
"2011/03/09","171.73"	
"2011/03/10","170.51"	
"2011/03/11","169.57"	
"2011/03/12","169.57"	
"2011/03/13","169.57"	
"2011/03/14","169.58"	
"2011/03/15","167.65"	
"2011/03/16","167.73"	
"2011/03/17","167.77"	
"2011/03/18","168.12"	
"2011/03/19","168.12"	
"2011/03/20","168.12"	
"2011/03/21","169.65"	
"2011/03/22","170.3"	
"2011/03/23","170.23"	
"2011/03/24","170.89"	
"2011/03/25","171.53"	
"2011/03/26","171.53"	
"2011/03/27","171.53"	
"2011/03/28","170.77"	
"2011/03/29","170.94"	
"2011/03/30","172.02"	
"2011/03/31","172.24"	
"2011/04/01","172.78"	
"2011/04/02","172.78"	
"2011/04/03","172.78"	
"2011/04/04","173.7"	
"2011/04/05","173.7"	
"2011/04/06","173.76"	
"2011/04/07","173.77"	
"2011/04/08","174.08"	
"2011/04/09","174.08"	
"2011/04/10","174.08"	
"2011/04/11","173.99"	
"2011/04/12","172.95"	
"2011/04/13","173.67"	
"2011/04/14","173.67"	
"2011/04/15","173.9"	
"2011/04/16","173.9"	
"2011/04/17","173.9"	
"2011/04/18","173.0"	
"2011/04/19","172.68"	
