"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2003/01/01","94.24"	
"2003/01/02","94.24"	
"2003/01/03","94.65"	
"2003/01/04","95.4"	
"2003/01/05","95.4"	
"2003/01/06","95.4"	
"2003/01/07","95.14"	
"2003/01/08","94.85"	
"2003/01/09","95.24"	
"2003/01/10","95.32"	
"2003/01/11","95.84"	
"2003/01/12","95.84"	
"2003/01/13","95.84"	
"2003/01/14","96.07"	
"2003/01/15","96.03"	
"2003/01/16","95.67"	
"2003/01/17","95.29"	
"2003/01/18","95.14"	
"2003/01/19","95.14"	
"2003/01/20","95.14"	
"2003/01/21","95.02"	
"2003/01/22","94.82"	
"2003/01/23","95.08"	
"2003/01/24","94.57"	
"2003/01/25","93.85"	
"2003/01/26","93.85"	
"2003/01/27","93.85"	
"2003/01/28","93.92"	
"2003/01/29","93.79"	
"2003/01/30","93.6"	
"2003/01/31","93.67"	
"2003/02/01","93.67"	
"2003/02/02","93.67"	
"2003/02/03","93.67"	
"2003/02/04","93.67"	
"2003/02/05","93.69"	
"2003/02/06","93.15"	
"2003/02/07","92.99"	
"2003/02/08","92.9"	
"2003/02/09","92.9"	
"2003/02/10","92.9"	
"2003/02/11","92.74"	
"2003/02/12","92.87"	
"2003/02/13","92.61"	
"2003/02/14","92.92"	
"2003/02/15","93.33"	
"2003/02/16","93.33"	
"2003/02/17","93.33"	
"2003/02/18","93.67"	
"2003/02/19","93.65"	
"2003/02/20","93.51"	
"2003/02/21","93.48"	
"2003/02/22","93.28"	
"2003/02/23","93.28"	
"2003/02/24","93.28"	
"2003/02/25","92.82"	
"2003/02/26","92.62"	
"2003/02/27","92.73"	
"2003/02/28","92.82"	
"2003/03/01","93.26"	
"2003/03/02","93.26"	
"2003/03/03","93.26"	
"2003/03/04","92.94"	
"2003/03/05","92.91"	
"2003/03/06","92.3"	
"2003/03/07","91.98"	
"2003/03/08","91.42"	
"2003/03/09","91.42"	
"2003/03/10","91.42"	
"2003/03/11","91.1"	
"2003/03/12","91.0"	
"2003/03/13","91.06"	
"2003/03/14","91.56"	
"2003/03/15","91.57"	
"2003/03/16","91.57"	
"2003/03/17","91.57"	
"2003/03/18","91.89"	
"2003/03/19","92.29"	
"2003/03/20","92.53"	
"2003/03/21","92.89"	
"2003/03/22","92.21"	
"2003/03/23","92.21"	
"2003/03/24","92.21"	
"2003/03/25","92.38"	
"2003/03/26","92.5"	
"2003/03/27","92.2"	
"2003/03/28","92.1"	
"2003/03/29","91.29"	
"2003/03/30","91.29"	
"2003/03/31","91.29"	
"2003/04/01","91.6"	
"2003/04/02","92.06"	
"2003/04/03","91.71"	
"2003/04/04","92.16"	
"2003/04/05","92.63"	
"2003/04/06","92.63"	
"2003/04/07","92.63"	
"2003/04/08","92.4"	
"2003/04/09","91.89"	
"2003/04/10","92.06"	
"2003/04/11","91.95"	
"2003/04/12","91.92"	
"2003/04/13","91.92"	
"2003/04/14","91.92"	
"2003/04/15","92.49"	
"2003/04/16","92.68"	
"2003/04/17","92.99"	
"2003/04/18","93.06"	
"2003/04/19","93.06"	
