"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","157.81"	
"2012/01/02","157.81"	
"2012/01/03","159.37"	
"2012/01/04","159.2"	
"2012/01/05","158.8"	
"2012/01/06","157.86"	
"2012/01/07","157.86"	
"2012/01/08","157.86"	
"2012/01/09","158.38"	
"2012/01/10","159.51"	
"2012/01/11","159.81"	
"2012/01/12","159.91"	
"2012/01/13","160.22"	
"2012/01/14","160.22"	
"2012/01/15","160.22"	
"2012/01/16","159.56"	
"2012/01/17","161.38"	
"2012/01/18","161.8"	
"2012/01/19","162.74"	
"2012/01/20","163.09"	
"2012/01/21","163.09"	
"2012/01/22","163.09"	
"2012/01/23","163.09"	
"2012/01/24","163.09"	
"2012/01/25","163.09"	
"2012/01/26","164.53"	
"2012/01/27","164.79"	
"2012/01/28","164.79"	
"2012/01/29","164.79"	
"2012/01/30","164.09"	
"2012/01/31","164.75"	
"2012/02/01","165.18"	
"2012/02/02","166.3"	
"2012/02/03","166.62"	
"2012/02/04","166.62"	
"2012/02/05","166.62"	
"2012/02/06","166.49"	
"2012/02/07","166.49"	
"2012/02/08","167.53"	
"2012/02/09","167.7"	
"2012/02/10","166.67"	
"2012/02/11","166.67"	
"2012/02/12","166.67"	
"2012/02/13","167.06"	
"2012/02/14","166.97"	
"2012/02/15","167.85"	
"2012/02/16","167.37"	
"2012/02/17","168.18"	
"2012/02/18","168.18"	
"2012/02/19","168.18"	
"2012/02/20","168.47"	
"2012/02/21","168.35"	
"2012/02/22","168.52"	
"2012/02/23","168.19"	
"2012/02/24","168.74"	
"2012/02/25","168.74"	
"2012/02/26","168.74"	
"2012/02/27","168.25"	
"2012/02/28","169.26"	
"2012/02/29","169.58"	
"2012/03/01","168.82"	
"2012/03/02","169.1"	
"2012/03/03","169.1"	
"2012/03/04","169.1"	
"2012/03/05","168.05"	
"2012/03/06","166.28"	
"2012/03/07","166.01"	
"2012/03/08","167.32"	
"2012/03/09","167.73"	
"2012/03/10","167.73"	
"2012/03/11","167.73"	
"2012/03/12","167.3"	
"2012/03/13","168.23"	
"2012/03/14","167.8"	
"2012/03/15","167.78"	
"2012/03/16","167.84"	
"2012/03/17","167.84"	
"2012/03/18","167.84"	
"2012/03/19","167.88"	
"2012/03/20","167.17"	
"2012/03/21","166.76"	
"2012/03/22","166.73"	
"2012/03/23","166.55"	
"2012/03/24","166.55"	
"2012/03/25","166.55"	
"2012/03/26","167.07"	
"2012/03/27","168.2"	
"2012/03/28","167.66"	
"2012/03/29","166.97"	
"2012/03/30","167.36"	
"2012/03/31","167.36"	
"2012/04/01","167.36"	
"2012/04/02","167.67"	
"2012/04/03","168.28"	
"2012/04/04","168.28"	
"2012/04/05","166.69"	
"2012/04/06","166.69"	
"2012/04/07","166.69"	
"2012/04/08","166.69"	
"2012/04/09","166.69"	
"2012/04/10","165.49"	
"2012/04/11","165.33"	
"2012/04/12","166.32"	
"2012/04/13","166.85"	
"2012/04/14","166.85"	
"2012/04/15","166.85"	
"2012/04/16","166.22"	
"2012/04/17","166.63"	
"2012/04/18","167.09"	
