"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","187.54"	
"2014/01/02","187.04"	
"2014/01/03","186.4"	
"2014/01/04","186.4"	
"2014/01/05","186.4"	
"2014/01/06","186.0"	
"2014/01/07","186.17"	
"2014/01/08","186.65"	
"2014/01/09","186.04"	
"2014/01/10","186.58"	
"2014/01/11","186.58"	
"2014/01/12","186.58"	
"2014/01/13","186.74"	
"2014/01/14","186.64"	
"2014/01/15","187.13"	
"2014/01/16","186.99"	
"2014/01/17","187.31"	
"2014/01/18","187.31"	
"2014/01/19","187.31"	
"2014/01/20","187.06"	
"2014/01/21","187.13"	
"2014/01/22","187.42"	
"2014/01/23","186.64"	
"2014/01/24","185.26"	
"2014/01/25","185.26"	
"2014/01/26","185.26"	
"2014/01/27","183.78"	
"2014/01/28","184.0"	
"2014/01/29","184.55"	
"2014/01/30","184.29"	
"2014/01/31","184.29"	
"2014/02/01","184.29"	
"2014/02/02","184.29"	
"2014/02/03","184.29"	
"2014/02/04","180.75"	
"2014/02/05","180.85"	
"2014/02/06","181.79"	
"2014/02/07","183.13"	
"2014/02/08","183.13"	
"2014/02/09","183.13"	
"2014/02/10","183.46"	
"2014/02/11","184.57"	
"2014/02/12","185.13"	
"2014/02/13","185.01"	
"2014/02/14","185.4"	
"2014/02/15","185.4"	
"2014/02/16","185.4"	
"2014/02/17","186.12"	
"2014/02/18","186.79"	
"2014/02/19","186.57"	
"2014/02/20","185.66"	
"2014/02/21","186.46"	
"2014/02/22","186.46"	
"2014/02/23","186.46"	
"2014/02/24","186.46"	
"2014/02/25","186.85"	
"2014/02/26","187.08"	
"2014/02/27","187.67"	
"2014/02/28","187.97"	
"2014/03/01","187.97"	
"2014/03/02","187.97"	
"2014/03/03","186.85"	
"2014/03/04","187.57"	
"2014/03/05","187.69"	
"2014/03/06","188.32"	
"2014/03/07","188.2"	
"2014/03/08","188.2"	
"2014/03/09","188.2"	
"2014/03/10","187.31"	
"2014/03/11","187.3"	
"2014/03/12","186.33"	
"2014/03/13","185.69"	
"2014/03/14","184.58"	
"2014/03/15","184.58"	
"2014/03/16","184.58"	
"2014/03/17","184.91"	
"2014/03/18","185.78"	
"2014/03/19","185.48"	
"2014/03/20","183.84"	
"2014/03/21","184.0"	
"2014/03/22","184.0"	
"2014/03/23","184.0"	
"2014/03/24","184.42"	
"2014/03/25","184.52"	
"2014/03/26","185.11"	
"2014/03/27","185.17"	
"2014/03/28","185.88"	
"2014/03/29","185.88"	
"2014/03/30","185.88"	
"2014/03/31","186.71"	
"2014/04/01","187.65"	
"2014/04/02","187.84"	
"2014/04/03","187.79"	
"2014/04/04","187.47"	
"2014/04/05","187.47"	
"2014/04/06","187.47"	
"2014/04/07","186.42"	
"2014/04/08","186.51"	
"2014/04/09","187.18"	
"2014/04/10","187.47"	
"2014/04/11","186.18"	
"2014/04/12","186.18"	
"2014/04/13","186.18"	
"2014/04/14","186.0"	
"2014/04/15","185.48"	
"2014/04/16","186.59"	
"2014/04/17","186.94"	
"2014/04/18","186.94"	
"2014/04/19","186.94"	
