"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2002/01/01","96.65"	
"2002/01/02","96.65"	
"2002/01/03","97.02"	
"2002/01/04","97.75"	
"2002/01/05","98.13"	
"2002/01/06","98.13"	
"2002/01/07","98.13"	
"2002/01/08","97.75"	
"2002/01/09","97.31"	
"2002/01/10","96.92"	
"2002/01/11","96.72"	
"2002/01/12","96.85"	
"2002/01/13","96.85"	
"2002/01/14","96.85"	
"2002/01/15","96.37"	
"2002/01/16","95.82"	
"2002/01/17","95.84"	
"2002/01/18","95.65"	
"2002/01/19","95.87"	
"2002/01/20","95.87"	
"2002/01/21","95.87"	
"2002/01/22","95.36"	
"2002/01/23","95.44"	
"2002/01/24","95.43"	
"2002/01/25","95.43"	
"2002/01/26","95.47"	
"2002/01/27","95.47"	
"2002/01/28","95.47"	
"2002/01/29","95.22"	
"2002/01/30","94.77"	
"2002/01/31","95.04"	
"2002/02/01","94.69"	
"2002/02/02","94.56"	
"2002/02/03","94.56"	
"2002/02/04","94.56"	
"2002/02/05","94.3"	
"2002/02/06","94.18"	
"2002/02/07","93.92"	
"2002/02/08","94.25"	
"2002/02/09","94.9"	
"2002/02/10","94.9"	
"2002/02/11","94.9"	
"2002/02/12","95.62"	
"2002/02/13","95.62"	
"2002/02/14","95.62"	
"2002/02/15","95.62"	
"2002/02/16","95.78"	
"2002/02/17","95.78"	
"2002/02/18","95.78"	
"2002/02/19","95.1"	
"2002/02/20","95.05"	
"2002/02/21","94.96"	
"2002/02/22","94.86"	
"2002/02/23","94.78"	
"2002/02/24","94.78"	
"2002/02/25","94.78"	
"2002/02/26","94.79"	
"2002/02/27","95.09"	
"2002/02/28","95.04"	
"2002/03/01","95.47"	
"2002/03/02","96.45"	
"2002/03/03","96.45"	
"2002/03/04","96.45"	
"2002/03/05","96.86"	
"2002/03/06","97.06"	
"2002/03/07","97.61"	
"2002/03/08","97.62"	
"2002/03/09","97.63"	
"2002/03/10","97.63"	
"2002/03/11","97.63"	
"2002/03/12","97.4"	
"2002/03/13","97.16"	
"2002/03/14","97.36"	
"2002/03/15","97.46"	
"2002/03/16","97.5"	
"2002/03/17","97.5"	
"2002/03/18","97.5"	
"2002/03/19","97.74"	
"2002/03/20","97.37"	
"2002/03/21","97.03"	
"2002/03/22","96.89"	
"2002/03/23","96.43"	
"2002/03/24","96.43"	
"2002/03/25","96.43"	
"2002/03/26","96.37"	
"2002/03/27","96.85"	
"2002/03/28","97.05"	
"2002/03/29","96.91"	
"2002/03/30","96.91"	
"2002/03/31","96.91"	
"2002/04/01","96.91"	
"2002/04/02","96.91"	
"2002/04/03","96.91"	
"2002/04/04","96.99"	
"2002/04/05","96.82"	
"2002/04/06","96.82"	
"2002/04/07","96.82"	
"2002/04/08","96.82"	
"2002/04/09","96.59"	
"2002/04/10","96.64"	
"2002/04/11","96.53"	
"2002/04/12","96.54"	
"2002/04/13","96.88"	
"2002/04/14","96.88"	
"2002/04/15","96.88"	
"2002/04/16","97.36"	
"2002/04/17","98.11"	
"2002/04/18","98.35"	
"2002/04/19","98.41"	
