"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2004/01/01","114.17"	
"2004/01/02","114.73"	
"2004/01/03","114.73"	
"2004/01/04","114.73"	
"2004/01/05","115.82"	
"2004/01/06","116.11"	
"2004/01/07","116.16"	
"2004/01/08","116.29"	
"2004/01/09","117.08"	
"2004/01/10","117.08"	
"2004/01/11","117.08"	
"2004/01/12","117.15"	
"2004/01/13","116.91"	
"2004/01/14","117.11"	
"2004/01/15","116.49"	
"2004/01/16","116.31"	
"2004/01/17","116.31"	
"2004/01/18","116.31"	
"2004/01/19","116.29"	
"2004/01/20","117.05"	
"2004/01/21","117.93"	
"2004/01/22","117.93"	
"2004/01/23","117.93"	
"2004/01/24","117.93"	
"2004/01/25","117.93"	
"2004/01/26","117.94"	
"2004/01/27","117.81"	
"2004/01/28","117.06"	
"2004/01/29","116.04"	
"2004/01/30","116.03"	
"2004/01/31","116.03"	
"2004/02/01","116.03"	
"2004/02/02","115.65"	
"2004/02/03","115.83"	
"2004/02/04","115.57"	
"2004/02/05","115.62"	
"2004/02/06","116.57"	
"2004/02/07","116.57"	
"2004/02/08","116.57"	
"2004/02/09","117.47"	
"2004/02/10","117.41"	
"2004/02/11","117.65"	
"2004/02/12","118.15"	
"2004/02/13","118.46"	
"2004/02/14","118.46"	
"2004/02/15","118.46"	
"2004/02/16","118.68"	
"2004/02/17","119.23"	
"2004/02/18","119.41"	
"2004/02/19","118.89"	
"2004/02/20","118.42"	
"2004/02/21","118.42"	
"2004/02/22","118.42"	
"2004/02/23","117.68"	
"2004/02/24","117.58"	
"2004/02/25","117.37"	
"2004/02/26","117.22"	
"2004/02/27","117.88"	
"2004/02/28","117.88"	
"2004/02/29","117.88"	
"2004/03/01","118.46"	
"2004/03/02","118.09"	
"2004/03/03","116.96"	
"2004/03/04","117.17"	
"2004/03/05","117.61"	
"2004/03/06","117.61"	
"2004/03/07","117.61"	
"2004/03/08","117.77"	
"2004/03/09","117.72"	
"2004/03/10","116.64"	
"2004/03/11","115.66"	
"2004/03/12","115.55"	
"2004/03/13","115.55"	
"2004/03/14","115.55"	
"2004/03/15","115.25"	
"2004/03/16","115.65"	
"2004/03/17","116.51"	
"2004/03/18","116.65"	
"2004/03/19","116.77"	
"2004/03/20","116.77"	
"2004/03/21","116.77"	
"2004/03/22","115.58"	
"2004/03/23","115.77"	
"2004/03/24","116.19"	
"2004/03/25","115.91"	
"2004/03/26","115.99"	
"2004/03/27","115.99"	
"2004/03/28","115.99"	
"2004/03/29","116.04"	
"2004/03/30","116.67"	
"2004/03/31","117.2"	
"2004/04/01","117.69"	
"2004/04/02","117.87"	
"2004/04/03","117.87"	
"2004/04/04","117.87"	
"2004/04/05","117.87"	
"2004/04/06","117.86"	
"2004/04/07","118.09"	
"2004/04/08","118.19"	
"2004/04/09","118.19"	
"2004/04/10","118.19"	
"2004/04/11","118.19"	
"2004/04/12","118.19"	
"2004/04/13","117.83"	
"2004/04/14","116.43"	
"2004/04/15","115.59"	
"2004/04/16","115.83"	
"2004/04/17","115.83"	
"2004/04/18","115.83"	
