"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","215.26"	
"2018/01/02","216.34"	
"2018/01/03","216.84"	
"2018/01/04","218.12"	
"2018/01/05","218.72"	
"2018/01/06","218.72"	
"2018/01/07","218.72"	
"2018/01/08","218.88"	
"2018/01/09","219.14"	
"2018/01/10","219.38"	
"2018/01/11","219.63"	
"2018/01/12","220.7"	
"2018/01/13","220.7"	
"2018/01/14","220.7"	
"2018/01/15","221.11"	
"2018/01/16","221.85"	
"2018/01/17","221.92"	
"2018/01/18","221.74"	
"2018/01/19","222.57"	
"2018/01/20","222.57"	
"2018/01/21","222.57"	
"2018/01/22","223.24"	
"2018/01/23","224.54"	
"2018/01/24","224.61"	
"2018/01/25","224.45"	
"2018/01/26","225.25"	
"2018/01/27","225.25"	
"2018/01/28","225.25"	
"2018/01/29","224.33"	
"2018/01/30","222.97"	
"2018/01/31","223.26"	
"2018/02/01","223.17"	
"2018/02/02","221.47"	
"2018/02/03","221.47"	
"2018/02/04","221.47"	
"2018/02/05","217.93"	
"2018/02/06","215.99"	
"2018/02/07","214.94"	
"2018/02/08","212.9"	
"2018/02/09","211.91"	
"2018/02/10","211.91"	
"2018/02/11","211.91"	
"2018/02/12","212.78"	
"2018/02/13","213.83"	
"2018/02/14","215.38"	
"2018/02/15","217.13"	
"2018/02/16","217.13"	
"2018/02/17","217.13"	
"2018/02/18","217.13"	
"2018/02/19","217.13"	
"2018/02/20","217.05"	
"2018/02/21","217.68"	
"2018/02/22","216.9"	
"2018/02/23","218.22"	
"2018/02/24","218.22"	
"2018/02/25","218.22"	
"2018/02/26","219.2"	
"2018/02/27","218.39"	
"2018/02/28","216.97"	
"2018/03/01","216.4"	
"2018/03/02","215.5"	
"2018/03/03","215.5"	
"2018/03/04","215.5"	
"2018/03/05","214.83"	
"2018/03/06","216.43"	
"2018/03/07","216.09"	
"2018/03/08","217.02"	
"2018/03/09","217.85"	
"2018/03/10","217.85"	
"2018/03/11","217.85"	
"2018/03/12","219.35"	
"2018/03/13","219.41"	
"2018/03/14","218.9"	
"2018/03/15","219.06"	
"2018/03/16","218.9"	
"2018/03/17","218.9"	
"2018/03/18","218.9"	
"2018/03/19","218.11"	
"2018/03/20","218.01"	
"2018/03/21","217.7"	
"2018/03/22","216.27"	
"2018/03/23","214.13"	
"2018/03/24","214.13"	
"2018/03/25","214.13"	
"2018/03/26","215.2"	
"2018/03/27","215.99"	
"2018/03/28","214.39"	
"2018/03/29","214.85"	
"2018/03/30","214.85"	
"2018/03/31","214.85"	
"2018/04/01","214.85"	
"2018/04/02","214.85"	
"2018/04/03","214.64"	
"2018/04/04","213.88"	
"2018/04/05","213.88"	
"2018/04/06","214.35"	
"2018/04/07","214.35"	
"2018/04/08","214.35"	
"2018/04/09","215.09"	
"2018/04/10","216.65"	
"2018/04/11","216.71"	
"2018/04/12","216.47"	
"2018/04/13","216.42"	
"2018/04/14","216.42"	
"2018/04/15","216.42"	
"2018/04/16","216.09"	
"2018/04/17","215.98"	
"2018/04/18","216.62"	
"2018/04/19","216.86"	
