"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","195.19"	
"2019/01/02","194.18"	
"2019/01/03","193.75"	
"2019/01/04","195.47"	
"2019/01/05","195.47"	
"2019/01/06","195.47"	
"2019/01/07","196.4"	
"2019/01/08","196.66"	
"2019/01/09","198.37"	
"2019/01/10","198.63"	
"2019/01/11","199.0"	
"2019/01/12","199.0"	
"2019/01/13","199.0"	
"2019/01/14","198.26"	
"2019/01/15","199.42"	
"2019/01/16","199.63"	
"2019/01/17","199.6"	
"2019/01/18","200.67"	
"2019/01/19","200.67"	
"2019/01/20","200.67"	
"2019/01/21","200.87"	
"2019/01/22","200.18"	
"2019/01/23","200.19"	
"2019/01/24","200.73"	
"2019/01/25","202.17"	
"2019/01/26","202.17"	
"2019/01/27","202.17"	
"2019/01/28","201.95"	
"2019/01/29","202.04"	
"2019/01/30","202.67"	
"2019/01/31","204.36"	
"2019/02/01","204.26"	
"2019/02/02","204.26"	
"2019/02/03","204.26"	
"2019/02/04","204.3"	
"2019/02/05","204.3"	
"2019/02/06","204.3"	
"2019/02/07","204.3"	
"2019/02/08","203.71"	
"2019/02/09","203.71"	
"2019/02/10","203.71"	
"2019/02/11","203.8"	
"2019/02/12","204.46"	
"2019/02/13","205.18"	
"2019/02/14","205.07"	
"2019/02/15","204.64"	
"2019/02/16","204.64"	
"2019/02/17","204.64"	
"2019/02/18","205.75"	
"2019/02/19","205.8"	
"2019/02/20","206.74"	
"2019/02/21","206.72"	
"2019/02/22","207.35"	
"2019/02/23","207.35"	
"2019/02/24","207.35"	
"2019/02/25","207.91"	
"2019/02/26","207.78"	
"2019/02/27","207.47"	
"2019/02/28","206.8"	
"2019/03/01","207.29"	
"2019/03/02","207.29"	
"2019/03/03","207.29"	
"2019/03/04","207.53"	
"2019/03/05","207.39"	
"2019/03/06","207.56"	
"2019/03/07","206.64"	
"2019/03/08","205.08"	
"2019/03/09","205.08"	
"2019/03/10","205.08"	
"2019/03/11","205.96"	
"2019/03/12","207.18"	
"2019/03/13","207.44"	
"2019/03/14","207.3"	
"2019/03/15","208.19"	
"2019/03/16","208.19"	
"2019/03/17","208.19"	
"2019/03/18","209.33"	
"2019/03/19","209.52"	
"2019/03/20","209.22"	
"2019/03/21","209.39"	
"2019/03/22","209.11"	
"2019/03/23","209.11"	
"2019/03/24","209.11"	
"2019/03/25","207.78"	
"2019/03/26","208.35"	
"2019/03/27","208.73"	
"2019/03/28","208.49"	
"2019/03/29","209.33"	
"2019/03/30","209.33"	
"2019/03/31","209.33"	
"2019/04/01","210.53"	
"2019/04/02","210.6"	
"2019/04/03","211.53"	
"2019/04/04","211.39"	
"2019/04/05","211.39"	
"2019/04/06","211.39"	
"2019/04/07","211.39"	
"2019/04/08","211.86"	
"2019/04/09","211.95"	
"2019/04/10","212.03"	
"2019/04/11","211.53"	
"2019/04/12","211.71"	
"2019/04/13","211.71"	
"2019/04/14","211.71"	
"2019/04/15","211.76"	
"2019/04/16","212.15"	
"2019/04/17","212.11"	
"2019/04/18","211.78"	
"2019/04/19","211.78"	
