"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","188.0"	
"2015/01/02","188.26"	
"2015/01/03","188.26"	
"2015/01/04","188.26"	
"2015/01/05","186.73"	
"2015/01/06","185.66"	
"2015/01/07","185.66"	
"2015/01/08","187.1"	
"2015/01/09","187.14"	
"2015/01/10","187.14"	
"2015/01/11","187.14"	
"2015/01/12","187.26"	
"2015/01/13","187.71"	
"2015/01/14","187.15"	
"2015/01/15","187.78"	
"2015/01/16","187.66"	
"2015/01/17","187.66"	
"2015/01/18","187.66"	
"2015/01/19","187.06"	
"2015/01/20","187.77"	
"2015/01/21","188.55"	
"2015/01/22","189.05"	
"2015/01/23","189.7"	
"2015/01/24","189.7"	
"2015/01/25","189.7"	
"2015/01/26","189.76"	
"2015/01/27","189.78"	
"2015/01/28","189.77"	
"2015/01/29","189.05"	
"2015/01/30","188.71"	
"2015/01/31","188.71"	
"2015/02/01","188.71"	
"2015/02/02","188.96"	
"2015/02/03","189.31"	
"2015/02/04","189.72"	
"2015/02/05","189.54"	
"2015/02/06","189.16"	
"2015/02/07","189.16"	
"2015/02/08","189.16"	
"2015/02/09","188.17"	
"2015/02/10","188.44"	
"2015/02/11","188.13"	
"2015/02/12","189.03"	
"2015/02/13","190.12"	
"2015/02/14","190.12"	
"2015/02/15","190.12"	
"2015/02/16","190.28"	
"2015/02/17","190.33"	
"2015/02/18","190.75"	
"2015/02/19","190.75"	
"2015/02/20","190.75"	
"2015/02/21","190.75"	
"2015/02/22","190.75"	
"2015/02/23","191.75"	
"2015/02/24","192.18"	
"2015/02/25","192.68"	
"2015/02/26","193.02"	
"2015/02/27","192.79"	
"2015/02/28","192.79"	
"2015/03/01","192.79"	
"2015/03/02","192.7"	
"2015/03/03","192.11"	
"2015/03/04","191.52"	
"2015/03/05","191.32"	
"2015/03/06","190.77"	
"2015/03/07","190.77"	
"2015/03/08","190.77"	
"2015/03/09","190.01"	
"2015/03/10","188.81"	
"2015/03/11","188.84"	
"2015/03/12","189.66"	
"2015/03/13","189.62"	
"2015/03/14","189.62"	
"2015/03/15","189.62"	
"2015/03/16","190.25"	
"2015/03/17","190.46"	
"2015/03/18","191.55"	
"2015/03/19","192.57"	
"2015/03/20","193.06"	
"2015/03/21","193.06"	
"2015/03/22","193.06"	
"2015/03/23","193.76"	
"2015/03/24","193.71"	
"2015/03/25","193.42"	
"2015/03/26","192.41"	
"2015/03/27","192.25"	
"2015/03/28","192.25"	
"2015/03/29","192.25"	
"2015/03/30","193.39"	
"2015/03/31","192.71"	
"2015/04/01","193.06"	
"2015/04/02","194.14"	
"2015/04/03","194.14"	
"2015/04/04","194.14"	
"2015/04/05","194.14"	
"2015/04/06","194.14"	
"2015/04/07","194.14"	
"2015/04/08","196.65"	
"2015/04/09","197.53"	
"2015/04/10","198.07"	
"2015/04/11","198.07"	
"2015/04/12","198.07"	
"2015/04/13","198.85"	
"2015/04/14","198.43"	
"2015/04/15","198.59"	
"2015/04/16","199.21"	
"2015/04/17","198.32"	
"2015/04/18","198.32"	
"2015/04/19","198.32"	
