"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2001/01/01","100.95"	
"2001/01/02","100.95"	
"2001/01/03","101.11"	
"2001/01/04","101.99"	
"2001/01/05","102.35"	
"2001/01/06","102.33"	
"2001/01/07","102.33"	
"2001/01/08","102.33"	
"2001/01/09","101.97"	
"2001/01/10","101.75"	
"2001/01/11","101.45"	
"2001/01/12","101.52"	
"2001/01/13","101.35"	
"2001/01/14","101.35"	
"2001/01/15","101.35"	
"2001/01/16","101.57"	
"2001/01/17","101.7"	
"2001/01/18","102.62"	
"2001/01/19","102.83"	
"2001/01/20","102.93"	
"2001/01/21","102.93"	
"2001/01/22","102.93"	
"2001/01/23","103.0"	
"2001/01/24","102.71"	
"2001/01/25","102.71"	
"2001/01/26","102.71"	
"2001/01/27","102.71"	
"2001/01/28","102.71"	
"2001/01/29","102.71"	
"2001/01/30","102.88"	
"2001/01/31","103.38"	
"2001/02/01","103.78"	
"2001/02/02","103.17"	
"2001/02/03","102.85"	
"2001/02/04","102.85"	
"2001/02/05","102.85"	
"2001/02/06","102.77"	
"2001/02/07","102.56"	
"2001/02/08","102.06"	
"2001/02/09","101.91"	
"2001/02/10","102.2"	
"2001/02/11","102.2"	
"2001/02/12","102.2"	
"2001/02/13","102.09"	
"2001/02/14","101.75"	
"2001/02/15","101.55"	
"2001/02/16","101.37"	
"2001/02/17","101.32"	
"2001/02/18","101.32"	
"2001/02/19","101.32"	
"2001/02/20","100.99"	
"2001/02/21","100.57"	
"2001/02/22","100.17"	
"2001/02/23","100.12"	
"2001/02/24","100.53"	
"2001/02/25","100.53"	
"2001/02/26","100.53"	
"2001/02/27","100.53"	
"2001/02/28","100.36"	
"2001/03/01","100.01"	
"2001/03/02","99.54"	
"2001/03/03","99.61"	
"2001/03/04","99.61"	
"2001/03/05","99.61"	
"2001/03/06","100.18"	
"2001/03/07","100.22"	
"2001/03/08","100.24"	
"2001/03/09","99.74"	
"2001/03/10","98.32"	
"2001/03/11","98.32"	
"2001/03/12","98.32"	
"2001/03/13","97.65"	
"2001/03/14","97.05"	
"2001/03/15","97.4"	
"2001/03/16","96.93"	
"2001/03/17","96.92"	
"2001/03/18","96.92"	
"2001/03/19","96.92"	
"2001/03/20","96.66"	
"2001/03/21","96.4"	
"2001/03/22","95.27"	
"2001/03/23","95.87"	
"2001/03/24","96.85"	
"2001/03/25","96.85"	
"2001/03/26","96.85"	
"2001/03/27","97.07"	
"2001/03/28","96.57"	
"2001/03/29","96.03"	
"2001/03/30","96.12"	
"2001/03/31","95.76"	
"2001/04/01","95.76"	
"2001/04/02","95.76"	
"2001/04/03","95.11"	
"2001/04/04","94.97"	
"2001/04/05","95.78"	
"2001/04/06","95.78"	
"2001/04/07","95.7"	
"2001/04/08","95.7"	
"2001/04/09","95.7"	
"2001/04/10","95.91"	
"2001/04/11","96.3"	
"2001/04/12","97.03"	
"2001/04/13","96.39"	
"2001/04/14","96.39"	
"2001/04/15","96.39"	
"2001/04/16","96.39"	
"2001/04/17","96.39"	
"2001/04/18","97.5"	
"2001/04/19","98.75"	
