"基金名稱","均衡組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","133.51"	
"2009/01/02","135.04"	
"2009/01/03","135.04"	
"2009/01/04","135.04"	
"2009/01/05","134.83"	
"2009/01/06","133.85"	
"2009/01/07","132.8"	
"2009/01/08","132.16"	
"2009/01/09","132.3"	
"2009/01/10","132.3"	
"2009/01/11","132.3"	
"2009/01/12","130.97"	
"2009/01/13","129.84"	
"2009/01/14","128.95"	
"2009/01/15","127.9"	
"2009/01/16","128.22"	
"2009/01/17","128.22"	
"2009/01/18","128.22"	
"2009/01/19","128.24"	
"2009/01/20","125.34"	
"2009/01/21","125.45"	
"2009/01/22","125.39"	
"2009/01/23","124.53"	
"2009/01/24","124.53"	
"2009/01/25","124.53"	
"2009/01/26","124.53"	
"2009/01/27","124.53"	
"2009/01/28","124.53"	
"2009/01/29","126.51"	
"2009/01/30","125.94"	
"2009/01/31","125.94"	
"2009/02/01","125.94"	
"2009/02/02","124.79"	
"2009/02/03","125.05"	
"2009/02/04","125.77"	
"2009/02/05","125.8"	
"2009/02/06","126.94"	
"2009/02/07","126.94"	
"2009/02/08","126.94"	
"2009/02/09","127.41"	
"2009/02/10","126.54"	
"2009/02/11","126.52"	
"2009/02/12","125.81"	
"2009/02/13","126.19"	
"2009/02/14","126.19"	
"2009/02/15","126.19"	
"2009/02/16","125.61"	
"2009/02/17","123.81"	
"2009/02/18","123.31"	
"2009/02/19","122.9"	
"2009/02/20","121.82"	
"2009/02/21","121.82"	
"2009/02/22","121.82"	
"2009/02/23","122.08"	
"2009/02/24","121.86"	
"2009/02/25","121.84"	
"2009/02/26","121.0"	
"2009/02/27","120.49"	
"2009/02/28","120.49"	
"2009/03/01","120.49"	
"2009/03/02","118.14"	
"2009/03/03","117.71"	
"2009/03/04","118.34"	
"2009/03/05","118.04"	
"2009/03/06","117.62"	
"2009/03/07","117.62"	
"2009/03/08","117.62"	
"2009/03/09","116.64"	
"2009/03/10","118.22"	
"2009/03/11","118.8"	
"2009/03/12","120.07"	
"2009/03/13","120.99"	
"2009/03/14","120.99"	
"2009/03/15","120.99"	
"2009/03/16","121.86"	
"2009/03/17","122.1"	
"2009/03/18","123.17"	
"2009/03/19","125.13"	
"2009/03/20","124.6"	
"2009/03/21","124.6"	
"2009/03/22","124.6"	
"2009/03/23","127.28"	
"2009/03/24","127.37"	
"2009/03/25","126.65"	
"2009/03/26","128.23"	
"2009/03/27","127.74"	
"2009/03/28","127.74"	
"2009/03/29","127.74"	
"2009/03/30","125.15"	
"2009/03/31","125.71"	
"2009/04/01","126.17"	
"2009/04/02","129.12"	
"2009/04/03","129.18"	
"2009/04/04","129.18"	
"2009/04/05","129.18"	
"2009/04/06","129.68"	
"2009/04/07","128.79"	
"2009/04/08","127.65"	
"2009/04/09","129.47"	
"2009/04/10","129.47"	
"2009/04/11","129.47"	
"2009/04/12","129.47"	
"2009/04/13","129.47"	
"2009/04/14","131.28"	
"2009/04/15","131.62"	
"2009/04/16","131.72"	
"2009/04/17","131.48"	
"2009/04/18","131.48"	
"2009/04/19","131.48"	
