"基金名稱","富達穩定資本基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","114.57"	
"2019/01/02","114.39"	
"2019/01/03","114.38"	
"2019/01/04","114.64"	
"2019/01/05","114.64"	
"2019/01/06","114.64"	
"2019/01/07","115.06"	
"2019/01/08","115.05"	
"2019/01/09","115.75"	
"2019/01/10","115.75"	
"2019/01/11","115.92"	
"2019/01/12","115.92"	
"2019/01/13","115.92"	
"2019/01/14","115.73"	
"2019/01/15","116.07"	
"2019/01/16","116.15"	
"2019/01/17","115.97"	
"2019/01/18","116.32"	
"2019/01/19","116.32"	
"2019/01/20","116.32"	
"2019/01/21","116.39"	
"2019/01/22","116.12"	
"2019/01/23","116.2"	
"2019/01/24","116.46"	
"2019/01/25","116.89"	
"2019/01/26","116.89"	
"2019/01/27","116.89"	
"2019/01/28","116.87"	
"2019/01/29","116.87"	
"2019/01/30","117.12"	
"2019/01/31","117.91"	
"2019/02/01","117.81"	
"2019/02/02","117.81"	
"2019/02/03","117.81"	
"2019/02/04","117.71"	
"2019/02/05","117.71"	
"2019/02/06","117.71"	
"2019/02/07","117.71"	
"2019/02/08","117.51"	
"2019/02/09","117.51"	
"2019/02/10","117.51"	
"2019/02/11","117.32"	
"2019/02/12","117.58"	
"2019/02/13","117.83"	
"2019/02/14","117.91"	
"2019/02/15","117.73"	
"2019/02/16","117.73"	
"2019/02/17","117.73"	
"2019/02/18","118.24"	
"2019/02/19","118.24"	
"2019/02/20","118.49"	
"2019/02/21","118.4"	
"2019/02/22","118.74"	
"2019/02/23","118.74"	
"2019/02/24","118.74"	
"2019/02/25","118.99"	
"2019/02/26","118.98"	
"2019/02/27","118.8"	
"2019/02/28","118.53"	
"2019/03/01","118.62"	
"2019/03/02","118.62"	
"2019/03/03","118.62"	
"2019/03/04","118.77"	
"2019/03/05","118.77"	
"2019/03/06","118.94"	
"2019/03/07","118.67"	
"2019/03/08","118.14"	
"2019/03/09","118.14"	
"2019/03/10","118.14"	
"2019/03/11","118.39"	
"2019/03/12","118.99"	
"2019/03/13","119.07"	
"2019/03/14","118.98"	
"2019/03/15","119.41"	
"2019/03/16","119.41"	
"2019/03/17","119.41"	
"2019/03/18","119.74"	
"2019/03/19","119.82"	
"2019/03/20","119.91"	
"2019/03/21","119.99"	
"2019/03/22","119.98"	
"2019/03/23","119.98"	
"2019/03/24","119.98"	
"2019/03/25","119.62"	
"2019/03/26","119.79"	
"2019/03/27","120.04"	
"2019/03/28","119.77"	
"2019/03/29","120.12"	
"2019/03/30","120.12"	
"2019/03/31","120.12"	
"2019/04/01","120.28"	
"2019/04/02","120.36"	
"2019/04/03","120.61"	
"2019/04/04","120.52"	
"2019/04/05","120.52"	
"2019/04/06","120.52"	
"2019/04/07","120.52"	
"2019/04/08","120.76"	
"2019/04/09","120.84"	
"2019/04/10","120.84"	
"2019/04/11","120.66"	
"2019/04/12","120.65"	
"2019/04/13","120.65"	
"2019/04/14","120.65"	
"2019/04/15","120.55"	
"2019/04/16","120.63"	
"2019/04/17","120.71"	
"2019/04/18","120.53"	
"2019/04/19","120.53"	
"2019/04/20","120.53"	
"2019/04/21","120.53"	
"2019/04/22","120.53"	
"2019/04/23","120.5"	
"2019/04/24","120.58"	
"2019/04/25","120.31"	
"2019/04/26","120.57"	
"2019/04/27","120.57"	
"2019/04/28","120.57"	
"2019/04/29","120.64"	
"2019/04/30","120.72"	
"2019/05/01","120.72"	
"2019/05/02","120.53"	
"2019/05/03","120.88"	
"2019/05/04","120.88"	
"2019/05/05","120.88"	
"2019/05/06","120.34"	
"2019/05/07","120.24"	
"2019/05/08","119.89"	
"2019/05/09","119.45"	
"2019/05/10","119.71"	
"2019/05/11","119.71"	
"2019/05/12","119.71"	
"2019/05/13","119.71"	
"2019/05/14","119.25"	
"2019/05/15","119.59"	
"2019/05/16","119.67"	
"2019/05/17","119.49"	
"2019/05/18","119.49"	
"2019/05/19","119.49"	
"2019/05/20","119.13"	
"2019/05/21","119.12"	
"2019/05/22","119.11"	
"2019/05/23","118.85"	
"2019/05/24","119.19"	
"2019/05/25","119.19"	
"2019/05/26","119.19"	
"2019/05/27","119.17"	
