"基金名稱","富達穩定資本基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","97.25"	
"2012/01/02","97.25"	
"2012/01/03","97.83"	
"2012/01/04","97.63"	
"2012/01/05","97.23"	
"2012/01/06","96.93"	
"2012/01/07","96.93"	
"2012/01/08","96.93"	
"2012/01/09","97.21"	
"2012/01/10","97.71"	
"2012/01/11","97.7"	
"2012/01/12","98.0"	
"2012/01/13","97.9"	
"2012/01/14","97.9"	
"2012/01/15","97.9"	
"2012/01/16","97.88"	
"2012/01/17","98.45"	
"2012/01/18","98.64"	
"2012/01/19","98.93"	
"2012/01/20","99.03"	
"2012/01/21","99.03"	
"2012/01/22","99.03"	
"2012/01/23","99.03"	
"2012/01/24","99.03"	
"2012/01/25","99.03"	
"2012/01/26","99.98"	
"2012/01/27","100.08"	
"2012/01/28","100.08"	
"2012/01/29","100.08"	
"2012/01/30","99.87"	
"2012/01/31","100.15"	
"2012/02/01","100.52"	
"2012/02/02","100.91"	
"2012/02/03","100.9"	
"2012/02/04","100.9"	
"2012/02/05","100.9"	
"2012/02/06","100.89"	
"2012/02/07","100.98"	
"2012/02/08","101.27"	
"2012/02/09","101.37"	
"2012/02/10","100.87"	
"2012/02/11","100.87"	
"2012/02/12","100.87"	
"2012/02/13","101.05"	
"2012/02/14","100.76"	
"2012/02/15","101.14"	
"2012/02/16","100.94"	
"2012/02/17","101.33"	
"2012/02/18","101.33"	
"2012/02/19","101.33"	
"2012/02/20","101.61"	
"2012/02/21","101.51"	
"2012/02/22","101.5"	
"2012/02/23","101.59"	
"2012/02/24","102.08"	
"2012/02/25","102.08"	
"2012/02/26","102.08"	
"2012/02/27","101.97"	
"2012/02/28","102.35"	
"2012/02/29","102.45"	
"2012/03/01","102.15"	
"2012/03/02","102.15"	
"2012/03/03","102.15"	
"2012/03/04","102.15"	
"2012/03/05","101.84"	
"2012/03/06","100.96"	
"2012/03/07","100.96"	
"2012/03/08","101.64"	
"2012/03/09","101.54"	
"2012/03/10","101.54"	
"2012/03/11","101.54"	
"2012/03/12","101.43"	
"2012/03/13","101.62"	
"2012/03/14","101.13"	
"2012/03/15","101.22"	
"2012/03/16","101.51"	
"2012/03/17","101.51"	
"2012/03/18","101.51"	
"2012/03/19","101.49"	
"2012/03/20","101.1"	
"2012/03/21","100.99"	
"2012/03/22","100.99"	
"2012/03/23","101.28"	
"2012/03/24","101.28"	
"2012/03/25","101.28"	
"2012/03/26","101.46"	
"2012/03/27","101.85"	
"2012/03/28","101.55"	
"2012/03/29","101.35"	
"2012/03/30","101.54"	
"2012/03/31","101.54"	
"2012/04/01","101.54"	
"2012/04/02","101.73"	
"2012/04/03","101.82"	
"2012/04/04","101.82"	
"2012/04/05","100.83"	
"2012/04/06","100.83"	
"2012/04/07","100.83"	
"2012/04/08","100.83"	
"2012/04/09","100.83"	
"2012/04/10","100.62"	
"2012/04/11","100.61"	
"2012/04/12","101.1"	
"2012/04/13","100.99"	
"2012/04/14","100.99"	
"2012/04/15","100.99"	
"2012/04/16","100.78"	
"2012/04/17","101.07"	
"2012/04/18","101.16"	
"2012/04/19","101.26"	
"2012/04/20","101.25"	
"2012/04/21","101.25"	
"2012/04/22","101.25"	
"2012/04/23","100.85"	
"2012/04/24","101.04"	
"2012/04/25","101.13"	
"2012/04/26","101.6"	
"2012/04/27","101.69"	
"2012/04/28","101.69"	
"2012/04/29","101.69"	
"2012/04/30","101.88"	
"2012/05/01","101.88"	
"2012/05/02","101.87"	
"2012/05/03","101.76"	
"2012/05/04","101.47"	
"2012/05/05","101.47"	
"2012/05/06","101.47"	
"2012/05/07","100.96"	
"2012/05/08","100.76"	
"2012/05/09","100.36"	
"2012/05/10","100.26"	
"2012/05/11","100.05"	
"2012/05/12","100.05"	
"2012/05/13","100.05"	
"2012/05/14","99.65"	
"2012/05/15","99.45"	
"2012/05/16","98.76"	
"2012/05/17","98.86"	
"2012/05/18","98.36"	
"2012/05/19","98.36"	
"2012/05/20","98.36"	
"2012/05/21","98.54"	
"2012/05/22","98.73"	
"2012/05/23","98.24"	
"2012/05/24","98.23"	
"2012/05/25","98.13"	
"2012/05/26","98.13"	
