"基金名稱","富達穩定資本基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","101.19"	
"2011/01/02","101.19"	
"2011/01/03","101.26"	
"2011/01/04","101.35"	
"2011/01/05","100.69"	
"2011/01/06","100.59"	
"2011/01/07","100.58"	
"2011/01/08","100.58"	
"2011/01/09","100.58"	
"2011/01/10","100.37"	
"2011/01/11","100.37"	
"2011/01/12","100.87"	
"2011/01/13","101.42"	
"2011/01/14","101.42"	
"2011/01/15","101.42"	
"2011/01/16","101.42"	
"2011/01/17","101.22"	
"2011/01/18","101.4"	
"2011/01/19","101.81"	
"2011/01/20","100.76"	
"2011/01/21","101.07"	
"2011/01/22","101.07"	
"2011/01/23","101.07"	
"2011/01/24","101.39"	
"2011/01/25","101.48"	
"2011/01/26","101.47"	
"2011/01/27","101.47"	
"2011/01/28","101.19"	
"2011/01/29","101.19"	
"2011/01/30","101.19"	
"2011/01/31","101.27"	
"2011/02/01","101.8"	
"2011/02/02","102.06"	
"2011/02/03","102.06"	
"2011/02/04","102.06"	
"2011/02/05","102.06"	
"2011/02/06","102.06"	
"2011/02/07","101.54"	
"2011/02/08","101.69"	
"2011/02/09","101.24"	
"2011/02/10","100.24"	
"2011/02/11","100.31"	
"2011/02/12","100.31"	
"2011/02/13","100.31"	
"2011/02/14","100.5"	
"2011/02/15","100.4"	
"2011/02/16","100.68"	
"2011/02/17","101.15"	
"2011/02/18","101.25"	
"2011/02/19","101.25"	
"2011/02/20","101.25"	
"2011/02/21","101.23"	
"2011/02/22","100.8"	
"2011/02/23","100.8"	
"2011/02/24","100.69"	
"2011/02/25","101.01"	
"2011/02/26","101.01"	
"2011/02/27","101.01"	
"2011/02/28","101.42"	
"2011/03/01","101.42"	
"2011/03/02","101.21"	
"2011/03/03","101.21"	
"2011/03/04","101.5"	
"2011/03/05","101.5"	
"2011/03/06","101.5"	
"2011/03/07","101.28"	
"2011/03/08","101.07"	
"2011/03/09","101.27"	
"2011/03/10","100.46"	
"2011/03/11","100.62"	
"2011/03/12","100.62"	
"2011/03/13","100.62"	
"2011/03/14","100.52"	
"2011/03/15","99.81"	
"2011/03/16","100.09"	
"2011/03/17","100.5"	
"2011/03/18","100.27"	
"2011/03/19","100.27"	
"2011/03/20","100.27"	
"2011/03/21","100.81"	
"2011/03/22","101.13"	
"2011/03/23","101.02"	
"2011/03/24","101.27"	
"2011/03/25","101.27"	
"2011/03/26","101.27"	
"2011/03/27","101.27"	
"2011/03/28","100.94"	
"2011/03/29","100.73"	
"2011/03/30","101.06"	
"2011/03/31","101.17"	
"2011/04/01","101.08"	
"2011/04/02","101.08"	
"2011/04/03","101.08"	
"2011/04/04","101.55"	
"2011/04/05","101.55"	
"2011/04/06","101.32"	
"2011/04/07","101.22"	
"2011/04/08","101.58"	
"2011/04/09","101.58"	
"2011/04/10","101.58"	
"2011/04/11","101.56"	
"2011/04/12","101.46"	
"2011/04/13","101.76"	
"2011/04/14","101.86"	
"2011/04/15","101.85"	
"2011/04/16","101.85"	
"2011/04/17","101.85"	
"2011/04/18","101.56"	
"2011/04/19","101.65"	
"2011/04/20","102.45"	
"2011/04/21","103.06"	
"2011/04/22","103.06"	
"2011/04/23","103.06"	
"2011/04/24","103.06"	
"2011/04/25","103.06"	
"2011/04/26","103.24"	
"2011/04/27","102.95"	
"2011/04/28","103.85"	
"2011/04/29","104.05"	
"2011/04/30","104.05"	
"2011/05/01","104.05"	
"2011/05/02","104.05"	
"2011/05/03","103.83"	
"2011/05/04","103.52"	
"2011/05/05","103.21"	
"2011/05/06","103.0"	
"2011/05/07","103.0"	
"2011/05/08","103.0"	
"2011/05/09","102.79"	
"2011/05/10","102.79"	
"2011/05/11","102.98"	
"2011/05/12","102.46"	
"2011/05/13","102.46"	
"2011/05/14","102.46"	
"2011/05/15","102.46"	
"2011/05/16","102.22"	
"2011/05/17","101.91"	
"2011/05/18","102.2"	
"2011/05/19","102.2"	
"2011/05/20","102.09"	
"2011/05/21","102.09"	
"2011/05/22","102.09"	
"2011/05/23","101.21"	
"2011/05/24","101.3"	
"2011/05/25","101.48"	
"2011/05/26","101.95"	
"2011/05/27","102.63"	
