"基金名稱","富達穩定資本基金"	
"2020/05/27","123.21"	
"2020/05/28","123.55"	
"2020/05/29","123.72"	
"2020/05/30","123.72"	
"2020/05/31","123.72"	
"2020/06/01","124.47"	
"2020/06/02","124.97"	
"2020/06/03","125.48"	
"2020/06/04","125.65"	
"2020/06/05","125.98"	
"2020/06/06","125.98"	
"2020/06/07","125.98"	
"2020/06/08","126.22"	
"2020/06/09","126.47"	
"2020/06/10","126.81"	
"2020/06/11","125.78"	
"2020/06/12","125.26"	
"2020/06/13","125.26"	
"2020/06/14","125.26"	
"2020/06/15","124.81"	
"2020/06/16","125.83"	
"2020/06/17","125.99"	
"2020/06/18","126.07"	
"2020/06/19","126.07"	
"2020/06/20","126.07"	
"2020/06/21","126.07"	
"2020/06/22","126.31"	
"2020/06/23","127.07"	
"2020/06/24","126.47"	
"2020/06/25","126.47"	
"2020/06/26","126.2"	
"2020/06/27","126.2"	
"2020/06/28","126.2"	
"2020/06/29","126.09"	
"2020/06/30","126.26"	
"2020/07/01","126.26"	
"2020/07/02","127.02"	
"2020/07/03","127.27"	
"2020/07/04","127.27"	
"2020/07/05","127.27"	
"2020/07/06","128.45"	
"2020/07/07","128.27"	
"2020/07/08","128.69"	
"2020/07/09","128.94"	
"2020/07/10","128.85"	
"2020/07/11","128.85"	
"2020/07/12","128.85"	
"2020/07/13","129.09"	
"2020/07/14","128.91"	
"2020/07/15","129.5"	
"2020/07/16","128.81"	
"2020/07/17","128.98"	
"2020/07/18","128.98"	
"2020/07/19","128.98"	
"2020/07/20","129.38"	
"2020/07/21","130.23"	
"2020/07/22","130.22"	
"2020/07/23","130.39"	
"2020/07/24","129.7"	
"2020/07/25","129.7"	
"2020/07/26","129.7"	
"2020/07/27","130.28"	
"2020/07/28","130.44"	
"2020/07/29","130.69"	
"2020/07/30","130.51"	
"2020/07/31","130.34"	
"2020/08/01","130.34"	
"2020/08/02","130.34"	
"2020/08/03","130.4"	
"2020/08/04","131.0"	
"2020/08/05","131.5"	
"2020/08/06","131.5"	
"2020/08/07","130.81"	
"2020/08/08","130.81"	
"2020/08/09","130.81"	
"2020/08/10","130.62"	
"2020/08/11","130.61"	
"2020/08/12","130.78"	
"2020/08/13","130.77"	
"2020/08/14","130.68"	
"2020/08/15","130.68"	
"2020/08/16","130.68"	
"2020/08/17","131.08"	
"2020/08/18","131.5"	
"2020/08/19","131.33"	
"2020/08/20","130.81"	
"2020/08/21","130.97"	
"2020/08/22","130.97"	
"2020/08/23","130.97"	
"2020/08/24","131.55"	
"2020/08/25","131.38"	
"2020/08/26","131.63"	
"2020/08/27","131.28"	
"2020/08/28","131.7"	
"2020/08/29","131.7"	
"2020/08/30","131.7"	
"2020/08/31","131.59"	
"2020/09/01","131.93"	
"2020/09/02","132.26"	
"2020/09/03","131.66"	
"2020/09/04","130.63"	
"2020/09/05","130.63"	
"2020/09/06","130.63"	
"2020/09/07","130.61"	
"2020/09/08","130.44"	
"2020/09/09","130.34"	
"2020/09/10","130.34"	
"2020/09/11","130.59"	
"2020/09/12","130.59"	
"2020/09/13","130.59"	
"2020/09/14","131.17"	
"2020/09/15","131.41"	
"2020/09/16","131.49"	
"2020/09/17","131.06"	
"2020/09/18","131.23"	
"2020/09/19","131.23"	
"2020/09/20","131.23"	
"2020/09/21","130.27"	
"2020/09/22","130.01"	
"2020/09/23","129.75"	
"2020/09/24","129.15"	
"2020/09/25","129.22"	
"2020/09/26","129.22"	
"2020/09/27","129.22"	
"2020/09/28","129.89"	
"2020/09/29","130.05"	
"2020/09/30","130.05"	
"2020/10/01","130.05"	
"2020/10/02","130.05"	
"2020/10/03","130.05"	
"2020/10/04","130.05"	
"2020/10/05","130.44"	
"2020/10/06","130.69"	
"2020/10/07","130.68"	
"2020/10/08","131.02"	
"2020/10/09","131.44"	
"2020/10/10","131.44"	
"2020/10/11","131.44"	
"2020/10/12","132.1"	
"2020/10/13","132.1"	
"2020/10/14","132.09"	
"2020/10/15","131.32"	
"2020/10/16","131.56"	
"2020/10/17","131.56"	
"2020/10/18","131.56"	
"2020/10/19","131.63"	
"2020/10/20","131.71"	
"2020/10/21","131.87"	
"2020/10/22","131.44"	
