"基金名稱","亞歐基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","138.87"	
"2015/01/02","138.56"	
"2015/01/03","138.56"	
"2015/01/04","138.56"	
"2015/01/05","135.82"	
"2015/01/06","134.22"	
"2015/01/07","135.68"	
"2015/01/08","137.39"	
"2015/01/09","136.96"	
"2015/01/10","136.96"	
"2015/01/11","136.96"	
"2015/01/12","136.79"	
"2015/01/13","137.55"	
"2015/01/14","137.08"	
"2015/01/15","138.05"	
"2015/01/16","139.17"	
"2015/01/17","139.17"	
"2015/01/18","139.17"	
"2015/01/19","138.74"	
"2015/01/20","139.41"	
"2015/01/21","140.73"	
"2015/01/22","141.37"	
"2015/01/23","140.98"	
"2015/01/24","140.98"	
"2015/01/25","140.98"	
"2015/01/26","142.65"	
"2015/01/27","142.7"	
"2015/01/28","141.04"	
"2015/01/29","142.32"	
"2015/01/30","140.39"	
"2015/01/31","140.39"	
"2015/02/01","140.39"	
"2015/02/02","141.73"	
"2015/02/03","143.62"	
"2015/02/04","142.82"	
"2015/02/05","144.56"	
"2015/02/06","142.98"	
"2015/02/07","142.98"	
"2015/02/08","142.98"	
"2015/02/09","142.21"	
"2015/02/10","143.32"	
"2015/02/11","142.43"	
"2015/02/12","144.38"	
"2015/02/13","145.43"	
"2015/02/14","145.43"	
"2015/02/15","145.43"	
"2015/02/16","145.51"	
"2015/02/17","145.9"	
"2015/02/18","146.53"	
"2015/02/19","146.53"	
"2015/02/20","146.53"	
"2015/02/21","146.53"	
"2015/02/22","146.53"	
"2015/02/23","147.39"	
"2015/02/24","148.03"	
"2015/02/25","148.11"	
"2015/02/26","147.98"	
"2015/02/27","147.93"	
"2015/02/28","147.93"	
"2015/03/01","147.93"	
"2015/03/02","148.11"	
"2015/03/03","147.2"	
"2015/03/04","146.4"	
"2015/03/05","146.46"	
"2015/03/06","144.9"	
"2015/03/07","144.9"	
"2015/03/08","144.9"	
"2015/03/09","145.05"	
"2015/03/10","142.29"	
"2015/03/11","142.38"	
"2015/03/12","143.98"	
"2015/03/13","143.31"	
"2015/03/14","143.31"	
"2015/03/15","143.31"	
"2015/03/16","144.76"	
"2015/03/17","144.47"	
"2015/03/18","147.12"	
"2015/03/19","146.03"	
"2015/03/20","148.61"	
"2015/03/21","148.61"	
"2015/03/22","148.61"	
"2015/03/23","149.3"	
"2015/03/24","148.92"	
"2015/03/25","148.57"	
"2015/03/26","147.45"	
"2015/03/27","147.71"	
"2015/03/28","147.71"	
"2015/03/29","147.71"	
"2015/03/30","148.21"	
"2015/03/31","146.41"	
"2015/04/01","147.41"	
"2015/04/02","148.64"	
"2015/04/03","148.64"	
"2015/04/04","148.64"	
"2015/04/05","148.64"	
"2015/04/06","148.64"	
"2015/04/07","148.64"	
"2015/04/08","151.21"	
"2015/04/09","152.13"	
"2015/04/10","152.74"	
"2015/04/11","152.74"	
"2015/04/12","152.74"	
"2015/04/13","152.77"	
"2015/04/14","153.24"	
"2015/04/15","153.86"	
"2015/04/16","154.31"	
"2015/04/17","152.7"	
"2015/04/18","152.7"	
"2015/04/19","152.7"	
"2015/04/20","152.16"	
"2015/04/21","154.13"	
"2015/04/22","154.42"	
"2015/04/23","154.72"	
"2015/04/24","155.7"	
"2015/04/25","155.7"	
"2015/04/26","155.7"	
"2015/04/27","156.79"	
"2015/04/28","156.94"	
"2015/04/29","155.78"	
"2015/04/30","154.14"	
"2015/05/01","154.14"	
"2015/05/02","154.14"	
"2015/05/03","154.14"	
"2015/05/04","155.45"	
"2015/05/05","153.17"	
"2015/05/06","153.37"	
"2015/05/07","152.55"	
"2015/05/08","155.7"	
"2015/05/09","155.7"	
"2015/05/10","155.7"	
"2015/05/11","154.78"	
"2015/05/12","154.37"	
"2015/05/13","155.14"	
"2015/05/14","156.65"	
"2015/05/15","157.34"	
"2015/05/16","157.34"	
"2015/05/17","157.34"	
"2015/05/18","156.64"	
"2015/05/19","156.33"	
"2015/05/20","156.45"	
"2015/05/21","157.14"	
"2015/05/22","156.79"	
"2015/05/23","156.79"	
"2015/05/24","156.79"	
"2015/05/25","156.79"	
"2015/05/26","154.92"	
"2015/05/27","155.86"	
"2015/05/28","155.74"	
"2015/05/29","153.78"	
"2015/05/30","153.78"	
"2015/05/31","153.78"	
"2015/06/01","153.68"	
"2015/06/02","154.1"	
"2015/06/03","154.93"	
"2015/06/04","153.52"	
"2015/06/05","151.71"	
"2015/06/06","151.71"	
"2015/06/07","151.71"	
"2015/06/08","151.6"	
"2015/06/09","150.63"	
"2015/06/10","152.79"	
"2015/06/11","153.44"	
"2015/06/12","152.84"	
"2015/06/13","152.84"	
"2015/06/14","152.84"	
"2015/06/15","151.57"	
"2015/06/16","151.25"	
"2015/06/17","151.14"	
"2015/06/18","152.23"	
"2015/06/19","152.04"	
"2015/06/20","152.04"	
"2015/06/21","152.04"	
"2015/06/22","154.71"	
"2015/06/23","155.32"	
"2015/06/24","154.34"	
"2015/06/25","153.51"	
"2015/06/26","152.92"	
"2015/06/27","152.92"	
"2015/06/28","152.92"	
"2015/06/29","148.47"	
"2015/06/30","148.31"	
"2015/07/01","148.31"	
"2015/07/02","149.27"	
"2015/07/03","149.0"	
"2015/07/04","149.0"	
"2015/07/05","149.0"	
"2015/07/06","145.75"	
"2015/07/07","145.49"	
"2015/07/08","141.19"	
"2015/07/09","144.03"	
"2015/07/10","148.34"	
"2015/07/11","148.34"	
"2015/07/12","148.34"	
"2015/07/13","149.15"	
"2015/07/14","149.98"	
"2015/07/15","149.48"	
"2015/07/16","150.61"	
"2015/07/17","150.76"	
"2015/07/18","150.76"	
"2015/07/19","150.76"	
"2015/07/20","150.98"	
"2015/07/21","150.79"	
"2015/07/22","149.59"	
"2015/07/23","149.38"	
"2015/07/24","147.75"	
"2015/07/25","147.75"	
"2015/07/26","147.75"	
"2015/07/27","146.05"	
"2015/07/28","147.76"	
"2015/07/29","148.29"	
"2015/07/30","148.03"	
"2015/07/31","148.86"	
"2015/08/01","148.86"	
"2015/08/02","148.86"	
"2015/08/03","148.32"	
"2015/08/04","148.42"	
"2015/08/05","149.16"	
"2015/08/06","148.53"	
"2015/08/07","148.41"	
"2015/08/08","148.41"	
"2015/08/09","148.41"	
"2015/08/10","149.82"	
"2015/08/11","148.06"	
"2015/08/12","146.53"	
"2015/08/13","146.59"	
"2015/08/14","146.81"	
"2015/08/15","146.81"	
"2015/08/16","146.81"	
"2015/08/17","146.4"	
"2015/08/18","145.08"	
"2015/08/19","143.68"	
"2015/08/20","140.43"	
"2015/08/21","137.44"	
"2015/08/22","137.44"	
"2015/08/23","137.44"	
"2015/08/24","132.31"	
"2015/08/25","133.54"	
"2015/08/26","135.69"	
"2015/08/27","137.98"	
"2015/08/28","137.64"	
"2015/08/29","137.64"	
"2015/08/30","137.64"	
"2015/08/31","136.74"	
"2015/09/01","132.36"	
"2015/09/02","133.76"	
"2015/09/03","133.76"	
"2015/09/04","131.39"	
"2015/09/05","131.39"	
"2015/09/06","131.39"	
"2015/09/07","131.16"	
"2015/09/08","135.06"	
"2015/09/09","135.54"	
"2015/09/10","135.66"	
"2015/09/11","135.58"	
"2015/09/12","135.58"	
"2015/09/13","135.58"	
"2015/09/14","134.84"	
"2015/09/15","135.38"	
"2015/09/16","137.66"	
"2015/09/17","137.55"	
"2015/09/18","134.96"	
"2015/09/19","134.96"	
"2015/09/20","134.96"	
"2015/09/21","134.62"	
"2015/09/22","132.01"	
"2015/09/23","131.07"	
"2015/09/24","130.55"	
"2015/09/25","131.59"	
