"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","195.08"	
"2014/01/02","195.76"	
"2014/01/03","193.15"	
"2014/01/04","193.15"	
"2014/01/05","193.15"	
"2014/01/06","191.47"	
"2014/01/07","191.03"	
"2014/01/08","192.58"	
"2014/01/09","190.84"	
"2014/01/10","190.48"	
"2014/01/11","190.48"	
"2014/01/12","190.48"	
"2014/01/13","191.49"	
"2014/01/14","191.66"	
"2014/01/15","193.2"	
"2014/01/16","193.89"	
"2014/01/17","195.7"	
"2014/01/18","195.7"	
"2014/01/19","195.7"	
"2014/01/20","194.72"	
"2014/01/21","194.62"	
"2014/01/22","194.87"	
"2014/01/23","192.95"	
"2014/01/24","189.91"	
"2014/01/25","189.91"	
"2014/01/26","189.91"	
"2014/01/27","185.55"	
"2014/01/28","186.15"	
"2014/01/29","188.48"	
"2014/01/30","187.87"	
"2014/01/31","187.87"	
"2014/02/01","187.87"	
"2014/02/02","187.87"	
"2014/02/03","187.87"	
"2014/02/04","182.54"	
"2014/02/05","180.19"	
"2014/02/06","182.0"	
"2014/02/07","184.94"	
"2014/02/08","184.94"	
"2014/02/09","184.94"	
"2014/02/10","184.57"	
"2014/02/11","186.81"	
"2014/02/12","189.3"	
"2014/02/13","189.12"	
"2014/02/14","189.8"	
"2014/02/15","189.8"	
"2014/02/16","189.8"	
"2014/02/17","192.2"	
"2014/02/18","192.28"	
"2014/02/19","192.27"	
"2014/02/20","190.01"	
"2014/02/21","191.12"	
"2014/02/22","191.12"	
"2014/02/23","191.12"	
"2014/02/24","189.37"	
"2014/02/25","189.01"	
"2014/02/26","191.42"	
"2014/02/27","194.27"	
"2014/02/28","194.39"	
"2014/03/01","194.39"	
"2014/03/02","194.39"	
"2014/03/03","192.2"	
"2014/03/04","193.31"	
"2014/03/05","193.39"	
"2014/03/06","195.37"	
"2014/03/07","194.84"	
"2014/03/08","194.84"	
"2014/03/09","194.84"	
"2014/03/10","192.13"	
"2014/03/11","192.64"	
"2014/03/12","189.96"	
"2014/03/13","188.66"	
"2014/03/14","185.55"	
"2014/03/15","185.55"	
"2014/03/16","185.55"	
"2014/03/17","185.44"	
"2014/03/18","186.9"	
"2014/03/19","186.8"	
"2014/03/20","183.42"	
"2014/03/21","184.19"	
"2014/03/22","184.19"	
"2014/03/23","184.19"	
"2014/03/24","186.93"	
"2014/03/25","185.19"	
"2014/03/26","187.34"	
"2014/03/27","185.0"	
"2014/03/28","187.07"	
"2014/03/29","187.07"	
"2014/03/30","187.07"	
"2014/03/31","189.29"	
"2014/04/01","192.65"	
"2014/04/02","193.41"	
"2014/04/03","192.97"	
"2014/04/04","191.76"	
"2014/04/05","191.76"	
"2014/04/06","191.76"	
"2014/04/07","189.22"	
"2014/04/08","189.9"	
"2014/04/09","192.66"	
"2014/04/10","195.59"	
"2014/04/11","192.56"	
"2014/04/12","192.56"	
"2014/04/13","192.56"	
"2014/04/14","191.24"	
"2014/04/15","188.65"	
"2014/04/16","189.16"	
"2014/04/17","190.27"	
"2014/04/18","190.27"	
"2014/04/19","190.27"	
"2014/04/20","190.27"	
"2014/04/21","190.27"	
"2014/04/22","191.17"	
"2014/04/23","190.79"	
"2014/04/24","191.12"	
"2014/04/25","188.44"	
"2014/04/26","188.44"	
"2014/04/27","188.44"	
"2014/04/28","186.51"	
"2014/04/29","187.19"	
"2014/04/30","184.25"	
"2014/05/01","184.25"	
"2014/05/02","186.04"	
"2014/05/03","186.04"	
"2014/05/04","186.04"	
"2014/05/05","185.59"	
"2014/05/06","185.59"	
"2014/05/07","182.98"	
"2014/05/08","181.59"	
"2014/05/09","181.41"	
"2014/05/10","181.41"	
"2014/05/11","181.41"	
"2014/05/12","184.06"	
"2014/05/13","185.59"	
"2014/05/14","187.13"	
"2014/05/15","187.98"	
"2014/05/16","187.71"	
"2014/05/17","187.71"	
"2014/05/18","187.71"	
"2014/05/19","187.77"	
"2014/05/20","188.62"	
"2014/05/21","188.96"	
"2014/05/22","191.62"	
"2014/05/23","192.13"	
"2014/05/24","192.13"	
"2014/05/25","192.13"	
"2014/05/26","192.19"	
"2014/05/27","192.09"	
"2014/05/28","193.29"	
"2014/05/29","192.08"	
"2014/05/30","192.62"	
"2014/05/31","192.62"	
"2014/06/01","192.62"	
"2014/06/02","192.62"	
"2014/06/03","194.83"	
"2014/06/04","193.87"	
"2014/06/05","194.46"	
"2014/06/06","194.02"	
"2014/06/07","194.02"	
"2014/06/08","194.02"	
"2014/06/09","195.2"	
"2014/06/10","197.26"	
"2014/06/11","197.08"	
"2014/06/12","196.98"	
"2014/06/13","197.66"	
"2014/06/14","197.66"	
"2014/06/15","197.66"	
"2014/06/16","196.94"	
"2014/06/17","196.42"	
"2014/06/18","196.84"	
"2014/06/19","197.43"	
"2014/06/20","197.51"	
"2014/06/21","197.51"	
"2014/06/22","197.51"	
"2014/06/23","195.04"	
"2014/06/24","195.64"	
"2014/06/25","195.88"	
"2014/06/26","198.46"	
