"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","243.61"	
"2020/01/02","246.92"	
"2020/01/03","245.92"	
"2020/01/04","245.92"	
"2020/01/05","245.92"	
"2020/01/06","242.85"	
"2020/01/07","244.5"	
"2020/01/08","242.57"	
"2020/01/09","248.07"	
"2020/01/10","249.7"	
"2020/01/11","249.7"	
"2020/01/12","249.7"	
"2020/01/13","252.81"	
"2020/01/14","253.13"	
"2020/01/15","252.27"	
"2020/01/16","253.06"	
"2020/01/17","254.33"	
"2020/01/18","254.33"	
"2020/01/19","254.33"	
"2020/01/20","252.49"	
"2020/01/21","246.85"	
"2020/01/22","249.78"	
"2020/01/23","245.87"	
"2020/01/24","246.21"	
"2020/01/25","246.21"	
"2020/01/26","246.21"	
"2020/01/27","246.21"	
"2020/01/28","246.21"	
"2020/01/29","241.26"	
"2020/01/30","232.51"	
"2020/01/31","232.5"	
"2020/02/01","232.5"	
"2020/02/02","232.5"	
"2020/02/03","232.15"	
"2020/02/04","237.78"	
"2020/02/05","239.05"	
"2020/02/06","244.24"	
"2020/02/07","243.29"	
"2020/02/08","243.29"	
"2020/02/09","243.29"	
"2020/02/10","242.11"	
"2020/02/11","244.82"	
"2020/02/12","248.24"	
"2020/02/13","247.71"	
"2020/02/14","248.41"	
"2020/02/15","248.41"	
"2020/02/16","248.41"	
"2020/02/17","249.93"	
"2020/02/18","246.55"	
"2020/02/19","247.63"	
"2020/02/20","247.58"	
"2020/02/21","245.33"	
"2020/02/22","245.33"	
"2020/02/23","245.33"	
"2020/02/24","240.81"	
"2020/02/25","238.18"	
"2020/02/26","239.77"	
"2020/02/27","236.94"	
"2020/02/28","235.3"	
"2020/02/29","235.3"	
"2020/03/01","235.3"	
"2020/03/02","236.98"	
"2020/03/03","239.02"	
"2020/03/04","239.28"	
"2020/03/05","244.8"	
"2020/03/06","239.94"	
"2020/03/07","239.94"	
"2020/03/08","239.94"	
"2020/03/09","229.01"	
"2020/03/10","232.49"	
"2020/03/11","230.46"	
"2020/03/12","215.47"	
"2020/03/13","218.78"	
"2020/03/14","218.78"	
"2020/03/15","218.78"	
"2020/03/16","206.47"	
"2020/03/17","206.13"	
"2020/03/18","197.57"	
"2020/03/19","191.5"	
"2020/03/20","200.14"	
"2020/03/21","200.14"	
"2020/03/22","200.14"	
"2020/03/23","194.82"	
"2020/03/24","207.42"	
"2020/03/25","212.8"	
"2020/03/26","218.53"	
"2020/03/27","212.78"	
"2020/03/28","212.78"	
"2020/03/29","212.78"	
"2020/03/30","209.68"	
"2020/03/31","213.68"	
"2020/04/01","211.2"	
"2020/04/02","212.93"	
"2020/04/03","212.35"	
"2020/04/04","212.35"	
"2020/04/05","212.35"	
"2020/04/06","215.89"	
"2020/04/07","220.82"	
"2020/04/08","219.31"	
"2020/04/09","221.88"	
"2020/04/10","221.88"	
"2020/04/11","221.88"	
"2020/04/12","221.88"	
"2020/04/13","221.88"	
"2020/04/14","224.42"	
"2020/04/15","223.92"	
"2020/04/16","224.13"	
"2020/04/17","228.79"	
"2020/04/18","228.79"	
"2020/04/19","228.79"	
"2020/04/20","229.06"	
"2020/04/21","224.03"	
"2020/04/22","225.56"	
"2020/04/23","226.72"	
"2020/04/24","224.65"	
"2020/04/25","224.65"	
"2020/04/26","224.65"	
"2020/04/27","229.06"	
"2020/04/28","231.03"	
"2020/04/29","228.28"	
"2020/04/30","228.28"	
"2020/05/01","228.28"	
"2020/05/02","228.28"	
"2020/05/03","228.28"	
"2020/05/04","225.93"	
"2020/05/05","228.5"	
"2020/05/06","231.08"	
"2020/05/07","231.06"	
"2020/05/08","234.43"	
"2020/05/09","234.43"	
"2020/05/10","234.43"	
"2020/05/11","236.97"	
"2020/05/12","234.91"	
"2020/05/13","235.75"	
"2020/05/14","233.58"	
"2020/05/15","234.56"	
"2020/05/16","234.56"	
"2020/05/17","234.56"	
"2020/05/18","235.09"	
"2020/05/19","238.91"	
"2020/05/20","239.5"	
"2020/05/21","238.57"	
"2020/05/22","228.48"	
"2020/05/23","228.48"	
"2020/05/24","228.48"	
"2020/05/25","230.27"	
"2020/05/26","234.93"	
"2020/05/27","232.24"	
"2020/05/28","230.65"	
"2020/05/29","232.18"	
"2020/05/30","232.18"	
"2020/05/31","232.18"	
"2020/06/01","239.54"	
"2020/06/02","240.38"	
"2020/06/03","244.77"	
"2020/06/04","246.32"	
"2020/06/05","247.93"	
"2020/06/06","247.93"	
"2020/06/07","247.93"	
"2020/06/08","247.4"	
"2020/06/09","248.49"	
"2020/06/10","251.11"	
"2020/06/11","244.22"	
"2020/06/12","246.38"	
"2020/06/13","246.38"	
"2020/06/14","246.38"	
"2020/06/15","241.77"	
"2020/06/16","248.34"	
"2020/06/17","249.54"	
"2020/06/18","250.16"	
"2020/06/19","252.58"	
"2020/06/20","252.58"	
"2020/06/21","252.58"	
"2020/06/22","251.99"	
"2020/06/23","256.94"	
"2020/06/24","257.15"	
"2020/06/25","257.15"	
