"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","113.37"	
"2009/01/02","116.88"	
"2009/01/03","116.88"	
"2009/01/04","116.88"	
"2009/01/05","120.86"	
"2009/01/06","120.57"	
"2009/01/07","118.0"	
"2009/01/08","112.57"	
"2009/01/09","111.9"	
"2009/01/10","111.9"	
"2009/01/11","111.9"	
"2009/01/12","108.94"	
"2009/01/13","107.7"	
"2009/01/14","108.83"	
"2009/01/15","105.33"	
"2009/01/16","106.09"	
"2009/01/17","106.09"	
"2009/01/18","106.09"	
"2009/01/19","106.93"	
"2009/01/20","104.16"	
"2009/01/21","102.06"	
"2009/01/22","102.72"	
"2009/01/23","101.96"	
"2009/01/24","101.96"	
"2009/01/25","101.96"	
"2009/01/26","101.96"	
"2009/01/27","101.96"	
"2009/01/28","101.96"	
"2009/01/29","104.49"	
"2009/01/30","105.53"	
"2009/01/31","105.53"	
"2009/02/01","105.53"	
"2009/02/02","103.52"	
"2009/02/03","104.28"	
"2009/02/04","106.36"	
"2009/02/05","107.21"	
"2009/02/06","110.53"	
"2009/02/07","110.53"	
"2009/02/08","110.53"	
"2009/02/09","111.18"	
"2009/02/10","111.83"	
"2009/02/11","110.22"	
"2009/02/12","107.27"	
"2009/02/13","110.01"	
"2009/02/14","110.01"	
"2009/02/15","110.01"	
"2009/02/16","109.8"	
"2009/02/17","105.92"	
"2009/02/18","106.3"	
"2009/02/19","106.67"	
"2009/02/20","104.29"	
"2009/02/21","104.29"	
"2009/02/22","104.29"	
"2009/02/23","106.93"	
"2009/02/24","104.75"	
"2009/02/25","106.36"	
"2009/02/26","105.21"	
"2009/02/27","104.82"	
"2009/02/28","104.82"	
"2009/03/01","104.82"	
"2009/03/02","100.63"	
"2009/03/03","100.62"	
"2009/03/04","103.74"	
"2009/03/05","104.02"	
"2009/03/06","103.0"	
"2009/03/07","103.0"	
"2009/03/08","103.0"	
"2009/03/09","101.88"	
"2009/03/10","103.11"	
"2009/03/11","105.18"	
"2009/03/12","105.27"	
"2009/03/13","108.76"	
"2009/03/14","108.76"	
"2009/03/15","108.76"	
"2009/03/16","111.77"	
"2009/03/17","111.0"	
"2009/03/18","112.14"	
"2009/03/19","112.89"	
"2009/03/20","110.51"	
"2009/03/21","110.51"	
"2009/03/22","110.51"	
"2009/03/23","115.62"	
"2009/03/24","117.99"	
"2009/03/25","117.51"	
"2009/03/26","120.35"	
"2009/03/27","119.96"	
"2009/03/28","119.96"	
"2009/03/29","119.96"	
"2009/03/30","114.82"	
"2009/03/31","116.33"	
"2009/04/01","117.36"	
"2009/04/02","122.76"	
"2009/04/03","123.42"	
"2009/04/04","123.42"	
"2009/04/05","123.42"	
"2009/04/06","125.2"	
"2009/04/07","124.53"	
"2009/04/08","120.93"	
"2009/04/09","124.42"	
"2009/04/10","124.42"	
"2009/04/11","124.42"	
"2009/04/12","124.42"	
"2009/04/13","124.42"	
"2009/04/14","129.31"	
"2009/04/15","130.06"	
"2009/04/16","129.96"	
"2009/04/17","128.16"	
"2009/04/18","128.16"	
"2009/04/19","128.16"	
"2009/04/20","129.64"	
"2009/04/21","127.94"	
"2009/04/22","126.22"	
"2009/04/23","127.92"	
"2009/04/24","128.49"	
"2009/04/25","128.49"	
"2009/04/26","128.49"	
"2009/04/27","124.58"	
"2009/04/28","122.21"	
"2009/04/29","125.05"	
"2009/04/30","130.47"	
"2009/05/01","130.47"	
"2009/05/02","130.47"	
"2009/05/03","130.47"	
"2009/05/04","138.99"	
"2009/05/05","140.12"	
"2009/05/06","143.42"	
"2009/05/07","143.98"	
"2009/05/08","144.64"	
"2009/05/09","144.64"	
"2009/05/10","144.64"	
"2009/05/11","143.2"	
"2009/05/12","141.12"	
"2009/05/13","142.34"	
"2009/05/14","139.12"	
"2009/05/15","141.47"	
"2009/05/16","141.47"	
"2009/05/17","141.47"	
"2009/05/18","143.72"	
"2009/05/19","146.37"	
"2009/05/20","146.55"	
"2009/05/21","145.5"	
"2009/05/22","144.83"	
"2009/05/23","144.83"	
"2009/05/24","144.83"	
"2009/05/25","145.28"	
"2009/05/26","144.42"	
"2009/05/27","151.13"	
"2009/05/28","151.13"	
"2009/05/29","152.82"	
"2009/05/30","152.82"	
"2009/05/31","152.82"	
"2009/06/01","157.43"	
"2009/06/02","156.01"	
"2009/06/03","156.66"	
"2009/06/04","154.67"	
"2009/06/05","155.8"	
"2009/06/06","155.8"	
"2009/06/07","155.8"	
"2009/06/08","152.56"	
"2009/06/09","149.81"	
"2009/06/10","154.05"	
"2009/06/11","154.51"	
"2009/06/12","153.37"	
"2009/06/13","153.37"	
"2009/06/14","153.37"	
"2009/06/15","149.49"	
"2009/06/16","147.31"	
"2009/06/17","147.31"	
"2009/06/18","145.79"	
"2009/06/19","147.48"	
"2009/06/20","147.48"	
"2009/06/21","147.48"	
"2009/06/22","149.54"	
"2009/06/23","145.47"	
"2009/06/24","148.77"	
"2009/06/25","151.31"	
"2009/06/26","153.39"	
