"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","170.29"	
"2017/01/02","170.29"	
"2017/01/03","171.08"	
"2017/01/04","170.91"	
"2017/01/05","173.53"	
"2017/01/06","173.93"	
"2017/01/07","173.93"	
"2017/01/08","173.93"	
"2017/01/09","173.99"	
"2017/01/10","175.45"	
"2017/01/11","176.67"	
"2017/01/12","176.75"	
"2017/01/13","177.31"	
"2017/01/14","177.31"	
"2017/01/15","177.31"	
"2017/01/16","175.4"	
"2017/01/17","176.87"	
"2017/01/18","178.67"	
"2017/01/19","178.17"	
"2017/01/20","177.5"	
"2017/01/21","177.5"	
"2017/01/22","177.5"	
"2017/01/23","178.38"	
"2017/01/24","179.19"	
"2017/01/25","179.66"	
"2017/01/26","181.29"	
"2017/01/27","180.87"	
"2017/01/28","180.87"	
"2017/01/29","180.87"	
"2017/01/30","180.87"	
"2017/01/31","180.87"	
"2017/02/01","180.74"	
"2017/02/02","180.74"	
"2017/02/03","180.73"	
"2017/02/04","180.73"	
"2017/02/05","180.73"	
"2017/02/06","182.18"	
"2017/02/07","181.92"	
"2017/02/08","182.9"	
"2017/02/09","183.95"	
"2017/02/10","184.76"	
"2017/02/11","184.76"	
"2017/02/12","184.76"	
"2017/02/13","185.8"	
"2017/02/14","186.28"	
"2017/02/15","187.66"	
"2017/02/16","187.82"	
"2017/02/17","187.07"	
"2017/02/18","187.07"	
"2017/02/19","187.07"	
"2017/02/20","188.03"	
"2017/02/21","186.79"	
"2017/02/22","188.42"	
"2017/02/23","188.33"	
"2017/02/24","186.76"	
"2017/02/25","186.76"	
"2017/02/26","186.76"	
"2017/02/27","186.31"	
"2017/02/28","185.48"	
"2017/03/01","185.64"	
"2017/03/02","185.39"	
"2017/03/03","183.74"	
"2017/03/04","183.74"	
"2017/03/05","183.74"	
"2017/03/06","184.37"	
"2017/03/07","185.42"	
"2017/03/08","186.32"	
"2017/03/09","183.69"	
"2017/03/10","184.01"	
"2017/03/11","184.01"	
"2017/03/12","184.01"	
"2017/03/13","186.52"	
"2017/03/14","186.75"	
"2017/03/15","186.99"	
"2017/03/16","190.33"	
"2017/03/17","190.81"	
"2017/03/18","190.81"	
"2017/03/19","190.81"	
"2017/03/20","191.69"	
"2017/03/21","192.74"	
"2017/03/22","190.44"	
"2017/03/23","190.84"	
"2017/03/24","190.75"	
"2017/03/25","190.75"	
"2017/03/26","190.75"	
"2017/03/27","189.42"	
"2017/03/28","190.39"	
"2017/03/29","190.2"	
"2017/03/30","189.05"	
"2017/03/31","187.81"	
"2017/04/01","187.81"	
"2017/04/02","187.81"	
"2017/04/03","188.77"	
"2017/04/04","188.77"	
"2017/04/05","190.71"	
"2017/04/06","189.72"	
"2017/04/07","189.55"	
"2017/04/08","189.55"	
"2017/04/09","189.55"	
"2017/04/10","189.27"	
"2017/04/11","188.28"	
"2017/04/12","189.25"	
"2017/04/13","189.65"	
"2017/04/14","189.65"	
"2017/04/15","189.65"	
"2017/04/16","189.65"	
"2017/04/17","189.65"	
"2017/04/18","187.41"	
"2017/04/19","186.58"	
"2017/04/20","187.88"	
"2017/04/21","188.69"	
"2017/04/22","188.69"	
"2017/04/23","188.69"	
"2017/04/24","189.23"	
"2017/04/25","191.92"	
"2017/04/26","192.71"	
"2017/04/27","192.62"	
"2017/04/28","192.61"	
"2017/04/29","192.61"	
"2017/04/30","192.61"	
"2017/05/01","192.61"	
"2017/05/02","193.39"	
"2017/05/03","193.39"	
"2017/05/04","192.55"	
"2017/05/05","190.91"	
"2017/05/06","190.91"	
"2017/05/07","190.91"	
"2017/05/08","191.94"	
"2017/05/09","193.97"	
"2017/05/10","194.94"	
"2017/05/11","195.5"	
"2017/05/12","195.09"	
"2017/05/13","195.09"	
"2017/05/14","195.09"	
"2017/05/15","196.85"	
"2017/05/16","196.76"	
"2017/05/17","196.26"	
"2017/05/18","194.54"	
"2017/05/19","194.77"	
"2017/05/20","194.77"	
"2017/05/21","194.77"	
"2017/05/22","197.11"	
"2017/05/23","196.61"	
"2017/05/24","196.85"	
"2017/05/25","198.39"	
"2017/05/26","198.28"	
"2017/05/27","198.28"	
"2017/05/28","198.28"	
"2017/05/29","198.66"	
"2017/05/30","198.66"	
"2017/05/31","197.74"	
"2017/06/01","198.87"	
"2017/06/02","199.84"	
"2017/06/03","199.84"	
"2017/06/04","199.84"	
"2017/06/05","199.98"	
"2017/06/06","200.13"	
"2017/06/07","200.61"	
"2017/06/08","201.58"	
"2017/06/09","201.0"	
"2017/06/10","201.0"	
"2017/06/11","201.0"	
"2017/06/12","198.12"	
"2017/06/13","198.68"	
"2017/06/14","198.67"	
"2017/06/15","197.11"	
"2017/06/16","197.84"	
"2017/06/17","197.84"	
"2017/06/18","197.84"	
"2017/06/19","200.25"	
"2017/06/20","200.81"	
"2017/06/21","199.83"	
"2017/06/22","200.63"	
"2017/06/23","200.86"	
"2017/06/24","200.86"	
"2017/06/25","200.86"	
"2017/06/26","203.36"	
