"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","167.56"	
"2007/01/02","170.46"	
"2007/01/03","172.1"	
"2007/01/04","170.06"	
"2007/01/05","170.44"	
"2007/01/06","170.44"	
"2007/01/07","170.44"	
"2007/01/08","168.87"	
"2007/01/09","167.79"	
"2007/01/10","164.96"	
"2007/01/11","163.68"	
"2007/01/12","166.01"	
"2007/01/13","166.01"	
"2007/01/14","166.01"	
"2007/01/15","169.8"	
"2007/01/16","170.57"	
"2007/01/17","170.56"	
"2007/01/18","171.14"	
"2007/01/19","170.93"	
"2007/01/20","170.93"	
"2007/01/21","170.93"	
"2007/01/22","173.34"	
"2007/01/23","172.74"	
"2007/01/24","173.32"	
"2007/01/25","171.75"	
"2007/01/26","168.62"	
"2007/01/27","168.62"	
"2007/01/28","168.62"	
"2007/01/29","167.71"	
"2007/01/30","169.18"	
"2007/01/31","166.73"	
"2007/02/01","167.41"	
"2007/02/02","168.58"	
"2007/02/03","168.58"	
"2007/02/04","168.58"	
"2007/02/05","168.75"	
"2007/02/06","170.89"	
"2007/02/07","172.06"	
"2007/02/08","172.73"	
"2007/02/09","172.72"	
"2007/02/10","172.72"	
"2007/02/11","172.72"	
"2007/02/12","171.73"	
"2007/02/13","168.81"	
"2007/02/14","169.48"	
"2007/02/15","171.59"	
"2007/02/16","172.16"	
"2007/02/17","172.16"	
"2007/02/18","172.16"	
"2007/02/19","172.16"	
"2007/02/20","172.16"	
"2007/02/21","172.7"	
"2007/02/22","173.66"	
"2007/02/23","173.55"	
"2007/02/24","173.55"	
"2007/02/25","173.55"	
"2007/02/26","173.82"	
"2007/02/27","171.1"	
"2007/02/28","167.61"	
"2007/03/01","163.67"	
"2007/03/02","162.49"	
"2007/03/03","162.49"	
"2007/03/04","162.49"	
"2007/03/05","153.62"	
"2007/03/06","156.95"	
"2007/03/07","158.11"	
"2007/03/08","161.23"	
"2007/03/09","161.81"	
"2007/03/10","161.81"	
"2007/03/11","161.81"	
"2007/03/12","164.99"	
"2007/03/13","164.69"	
"2007/03/14","160.8"	
"2007/03/15","162.24"	
"2007/03/16","162.04"	
"2007/03/17","162.04"	
"2007/03/18","162.04"	
"2007/03/19","163.38"	
"2007/03/20","164.26"	
"2007/03/21","165.13"	
"2007/03/22","166.98"	
"2007/03/23","168.25"	
"2007/03/24","168.25"	
"2007/03/25","168.25"	
"2007/03/26","169.4"	
"2007/03/27","169.0"	
"2007/03/28","167.23"	
"2007/03/29","168.89"	
"2007/03/30","169.17"	
"2007/03/31","169.17"	
"2007/04/01","169.17"	
"2007/04/02","169.05"	
"2007/04/03","170.32"	
"2007/04/04","173.13"	
"2007/04/05","173.13"	
"2007/04/06","173.13"	
"2007/04/07","173.13"	
"2007/04/08","173.13"	
"2007/04/09","173.13"	
"2007/04/10","174.54"	
"2007/04/11","174.92"	
"2007/04/12","174.52"	
"2007/04/13","174.12"	
"2007/04/14","174.12"	
"2007/04/15","174.12"	
"2007/04/16","176.33"	
"2007/04/17","175.35"	
"2007/04/18","175.24"	
"2007/04/19","171.72"	
"2007/04/20","173.67"	
"2007/04/21","173.67"	
"2007/04/22","173.67"	
"2007/04/23","174.9"	
"2007/04/24","174.79"	
"2007/04/25","173.9"	
"2007/04/26","175.17"	
"2007/04/27","173.79"	
"2007/04/28","173.79"	
"2007/04/29","173.79"	
"2007/04/30","172.3"	
"2007/05/01","172.3"	
"2007/05/02","172.87"	
"2007/05/03","174.92"	
"2007/05/04","177.26"	
"2007/05/05","177.26"	
"2007/05/06","177.26"	
"2007/05/07","178.31"	
"2007/05/08","177.14"	
"2007/05/09","177.81"	
"2007/05/10","178.38"	
"2007/05/11","176.14"	
"2007/05/12","176.14"	
"2007/05/13","176.14"	
"2007/05/14","180.29"	
"2007/05/15","178.92"	
"2007/05/16","180.17"	
"2007/05/17","180.64"	
"2007/05/18","179.76"	
"2007/05/19","179.76"	
"2007/05/20","179.76"	
"2007/05/21","180.9"	
"2007/05/22","181.19"	
"2007/05/23","181.87"	
"2007/05/24","181.87"	
"2007/05/25","179.59"	
"2007/05/26","179.59"	
"2007/05/27","179.59"	
"2007/05/28","179.66"	
"2007/05/29","180.05"	
"2007/05/30","177.78"	
"2007/05/31","180.52"	
"2007/06/01","181.88"	
"2007/06/02","181.88"	
"2007/06/03","181.88"	
"2007/06/04","182.34"	
"2007/06/05","183.31"	
"2007/06/06","183.69"	
"2007/06/07","183.68"	
"2007/06/08","181.72"	
"2007/06/09","181.72"	
"2007/06/10","181.72"	
"2007/06/11","182.86"	
"2007/06/12","183.24"	
"2007/06/13","182.74"	
"2007/06/14","185.45"	
"2007/06/15","187.78"	
"2007/06/16","187.78"	
"2007/06/17","187.78"	
"2007/06/18","191.25"	
"2007/06/19","191.25"	
"2007/06/20","193.27"	
"2007/06/21","196.17"	
"2007/06/22","196.16"	
"2007/06/23","196.16"	
"2007/06/24","196.16"	
"2007/06/25","195.83"	
"2007/06/26","194.37"	
