"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","230.29"	
"2018/01/02","235.0"	
"2018/01/03","236.12"	
"2018/01/04","237.48"	
"2018/01/05","237.95"	
"2018/01/06","237.95"	
"2018/01/07","237.95"	
"2018/01/08","238.89"	
"2018/01/09","239.68"	
"2018/01/10","239.27"	
"2018/01/11","238.85"	
"2018/01/12","241.1"	
"2018/01/13","241.1"	
"2018/01/14","241.1"	
"2018/01/15","240.42"	
"2018/01/16","244.27"	
"2018/01/17","244.5"	
"2018/01/18","245.62"	
"2018/01/19","248.18"	
"2018/01/20","248.18"	
"2018/01/21","248.18"	
"2018/01/22","250.16"	
"2018/01/23","253.61"	
"2018/01/24","252.47"	
"2018/01/25","250.69"	
"2018/01/26","253.33"	
"2018/01/27","253.33"	
"2018/01/28","253.33"	
"2018/01/29","252.15"	
"2018/01/30","248.67"	
"2018/01/31","250.67"	
"2018/02/01","249.94"	
"2018/02/02","250.09"	
"2018/02/03","250.09"	
"2018/02/04","250.09"	
"2018/02/05","246.5"	
"2018/02/06","233.35"	
"2018/02/07","232.21"	
"2018/02/08","233.01"	
"2018/02/09","225.97"	
"2018/02/10","225.97"	
"2018/02/11","225.97"	
"2018/02/12","226.91"	
"2018/02/13","229.72"	
"2018/02/14","233.66"	
"2018/02/15","237.26"	
"2018/02/16","237.26"	
"2018/02/17","237.26"	
"2018/02/18","237.26"	
"2018/02/19","237.26"	
"2018/02/20","236.16"	
"2018/02/21","240.89"	
"2018/02/22","237.74"	
"2018/02/23","240.55"	
"2018/02/24","240.55"	
"2018/02/25","240.55"	
"2018/02/26","241.96"	
"2018/02/27","239.93"	
"2018/02/28","237.19"	
"2018/03/01","238.3"	
"2018/03/02","234.99"	
"2018/03/03","234.99"	
"2018/03/04","234.99"	
"2018/03/05","230.7"	
"2018/03/06","235.59"	
"2018/03/07","233.49"	
"2018/03/08","236.61"	
"2018/03/09","238.77"	
"2018/03/10","238.77"	
"2018/03/11","238.77"	
"2018/03/12","243.31"	
"2018/03/13","243.62"	
"2018/03/14","242.41"	
"2018/03/15","242.96"	
"2018/03/16","242.95"	
"2018/03/17","242.95"	
"2018/03/18","242.95"	
"2018/03/19","242.67"	
"2018/03/20","243.06"	
"2018/03/21","242.25"	
"2018/03/22","239.42"	
"2018/03/23","233.39"	
"2018/03/24","233.39"	
"2018/03/25","233.39"	
"2018/03/26","235.19"	
"2018/03/27","237.59"	
"2018/03/28","231.71"	
"2018/03/29","232.02"	
"2018/03/30","232.02"	
"2018/03/31","232.02"	
"2018/04/01","232.02"	
"2018/04/02","232.02"	
"2018/04/03","232.93"	
"2018/04/04","229.54"	
"2018/04/05","229.54"	
"2018/04/06","231.61"	
"2018/04/07","231.61"	
"2018/04/08","231.61"	
"2018/04/09","233.74"	
"2018/04/10","236.94"	
"2018/04/11","237.89"	
"2018/04/12","236.76"	
"2018/04/13","236.27"	
"2018/04/14","236.27"	
"2018/04/15","236.27"	
"2018/04/16","233.11"	
"2018/04/17","230.69"	
"2018/04/18","231.72"	
"2018/04/19","235.08"	
"2018/04/20","231.54"	
"2018/04/21","231.54"	
"2018/04/22","231.54"	
"2018/04/23","229.74"	
"2018/04/24","232.06"	
"2018/04/25","229.8"	
"2018/04/26","227.21"	
"2018/04/27","229.2"	
"2018/04/28","229.2"	
"2018/04/29","229.2"	
"2018/04/30","232.94"	
"2018/05/01","232.94"	
"2018/05/02","231.39"	
"2018/05/03","228.66"	
"2018/05/04","226.8"	
"2018/05/05","226.8"	
"2018/05/06","226.8"	
"2018/05/07","227.89"	
"2018/05/08","230.84"	
"2018/05/09","231.63"	
"2018/05/10","233.38"	
"2018/05/11","235.61"	
"2018/05/12","235.61"	
"2018/05/13","235.61"	
"2018/05/14","238.85"	
"2018/05/15","236.13"	
"2018/05/16","235.95"	
"2018/05/17","234.82"	
"2018/05/18","235.37"	
"2018/05/19","235.37"	
"2018/05/20","235.37"	
"2018/05/21","236.54"	
"2018/05/22","236.54"	
"2018/05/23","233.4"	
"2018/05/24","234.26"	
"2018/05/25","233.69"	
"2018/05/26","233.69"	
"2018/05/27","233.69"	
"2018/05/28","235.41"	
"2018/05/29","233.16"	
"2018/05/30","229.87"	
"2018/05/31","233.7"	
"2018/06/01","233.84"	
"2018/06/02","233.84"	
"2018/06/03","233.84"	
"2018/06/04","237.97"	
"2018/06/05","238.6"	
"2018/06/06","240.27"	
"2018/06/07","241.93"	
"2018/06/08","237.92"	
"2018/06/09","237.92"	
"2018/06/10","237.92"	
"2018/06/11","238.45"	
"2018/06/12","239.24"	
"2018/06/13","237.55"	
"2018/06/14","235.06"	
"2018/06/15","234.41"	
"2018/06/16","234.41"	
"2018/06/17","234.41"	
"2018/06/18","234.41"	
"2018/06/19","227.5"	
"2018/06/20","228.69"	
"2018/06/21","226.84"	
"2018/06/22","226.91"	
"2018/06/23","226.91"	
"2018/06/24","226.91"	
"2018/06/25","223.84"	
"2018/06/26","222.48"	
