"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","173.06"	
"2013/01/02","177.03"	
"2013/01/03","177.91"	
"2013/01/04","177.63"	
"2013/01/05","177.63"	
"2013/01/06","177.63"	
"2013/01/07","177.87"	
"2013/01/08","176.63"	
"2013/01/09","177.86"	
"2013/01/10","178.64"	
"2013/01/11","178.1"	
"2013/01/12","178.1"	
"2013/01/13","178.1"	
"2013/01/14","179.4"	
"2013/01/15","179.21"	
"2013/01/16","178.41"	
"2013/01/17","177.69"	
"2013/01/18","180.34"	
"2013/01/19","180.34"	
"2013/01/20","180.34"	
"2013/01/21","180.75"	
"2013/01/22","181.63"	
"2013/01/23","181.18"	
"2013/01/24","180.29"	
"2013/01/25","179.75"	
"2013/01/26","179.75"	
"2013/01/27","179.75"	
"2013/01/28","180.07"	
"2013/01/29","180.42"	
"2013/01/30","181.47"	
"2013/01/31","180.67"	
"2013/02/01","181.1"	
"2013/02/02","181.1"	
"2013/02/03","181.1"	
"2013/02/04","181.34"	
"2013/02/05","178.68"	
"2013/02/06","179.73"	
"2013/02/07","178.84"	
"2013/02/08","179.19"	
"2013/02/09","179.19"	
"2013/02/10","179.19"	
"2013/02/11","179.19"	
"2013/02/12","179.19"	
"2013/02/13","179.19"	
"2013/02/14","180.81"	
"2013/02/15","181.77"	
"2013/02/16","181.77"	
"2013/02/17","181.77"	
"2013/02/18","181.3"	
"2013/02/19","179.53"	
"2013/02/20","181.11"	
"2013/02/21","178.37"	
"2013/02/22","177.04"	
"2013/02/23","177.04"	
"2013/02/24","177.04"	
"2013/02/25","176.66"	
"2013/02/26","173.83"	
"2013/02/27","175.14"	
"2013/02/28","178.52"	
"2013/03/01","178.78"	
"2013/03/02","178.78"	
"2013/03/03","178.78"	
"2013/03/04","175.58"	
"2013/03/05","176.9"	
"2013/03/06","178.3"	
"2013/03/07","178.02"	
"2013/03/08","179.25"	
"2013/03/09","179.25"	
"2013/03/10","179.25"	
"2013/03/11","178.26"	
"2013/03/12","176.58"	
"2013/03/13","174.46"	
"2013/03/14","174.98"	
"2013/03/15","174.27"	
"2013/03/16","174.27"	
"2013/03/17","174.27"	
"2013/03/18","171.08"	
"2013/03/19","171.51"	
"2013/03/20","173.0"	
"2013/03/21","173.25"	
"2013/03/22","172.63"	
"2013/03/23","172.63"	
"2013/03/24","172.63"	
"2013/03/25","173.84"	
"2013/03/26","173.83"	
"2013/03/27","175.67"	
"2013/03/28","174.34"	
"2013/03/29","174.34"	
"2013/03/30","174.34"	
"2013/03/31","174.34"	
"2013/04/01","174.34"	
"2013/04/02","174.3"	
"2013/04/03","174.29"	
"2013/04/04","174.29"	
"2013/04/05","170.05"	
"2013/04/06","170.05"	
"2013/04/07","170.05"	
"2013/04/08","169.41"	
"2013/04/09","170.63"	
"2013/04/10","172.65"	
"2013/04/11","173.43"	
"2013/04/12","173.16"	
"2013/04/13","173.16"	
"2013/04/14","173.16"	
"2013/04/15","171.03"	
"2013/04/16","171.02"	
"2013/04/17","171.1"	
"2013/04/18","170.57"	
"2013/04/19","174.6"	
"2013/04/20","174.6"	
"2013/04/21","174.6"	
"2013/04/22","175.63"	
"2013/04/23","174.04"	
"2013/04/24","176.49"	
"2013/04/25","177.45"	
"2013/04/26","177.97"	
"2013/04/27","177.97"	
"2013/04/28","177.97"	
"2013/04/29","178.03"	
"2013/04/30","179.96"	
"2013/05/01","179.96"	
"2013/05/02","180.03"	
"2013/05/03","180.81"	
"2013/05/04","180.81"	
"2013/05/05","180.81"	
"2013/05/06","182.63"	
"2013/05/07","183.68"	
"2013/05/08","184.72"	
"2013/05/09","184.54"	
"2013/05/10","185.14"	
"2013/05/11","185.14"	
"2013/05/12","185.14"	
"2013/05/13","182.92"	
"2013/05/14","182.04"	
"2013/05/15","183.69"	
"2013/05/16","184.03"	
"2013/05/17","184.03"	
"2013/05/18","184.03"	
"2013/05/19","184.03"	
"2013/05/20","185.93"	
"2013/05/21","184.43"	
"2013/05/22","183.54"	
"2013/05/23","179.67"	
"2013/05/24","180.01"	
"2013/05/25","180.01"	
"2013/05/26","180.01"	
"2013/05/27","181.04"	
"2013/05/28","182.79"	
"2013/05/29","181.2"	
"2013/05/30","180.14"	
"2013/05/31","179.88"	
"2013/06/01","179.88"	
"2013/06/02","179.88"	
"2013/06/03","178.54"	
"2013/06/04","178.62"	
"2013/06/05","177.38"	
"2013/06/06","175.53"	
"2013/06/07","174.73"	
"2013/06/08","174.73"	
"2013/06/09","174.73"	
"2013/06/10","175.41"	
"2013/06/11","173.3"	
"2013/06/12","173.3"	
"2013/06/13","169.35"	
"2013/06/14","170.82"	
"2013/06/15","170.82"	
"2013/06/16","170.82"	
"2013/06/17","172.72"	
"2013/06/18","173.67"	
"2013/06/19","172.62"	
"2013/06/20","167.88"	
"2013/06/21","165.15"	
"2013/06/22","165.15"	
"2013/06/23","165.15"	
"2013/06/24","160.31"	
"2013/06/25","158.9"	
"2013/06/26","163.45"	
