"基金名稱","大中華股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","174.34"	
"2016/01/02","174.34"	
"2016/01/03","174.34"	
"2016/01/04","167.62"	
"2016/01/05","166.19"	
"2016/01/06","164.59"	
"2016/01/07","158.99"	
"2016/01/08","160.07"	
"2016/01/09","160.07"	
"2016/01/10","160.07"	
"2016/01/11","155.62"	
"2016/01/12","154.11"	
"2016/01/13","155.35"	
"2016/01/14","154.35"	
"2016/01/15","153.18"	
"2016/01/16","153.18"	
"2016/01/17","153.18"	
"2016/01/18","151.82"	
"2016/01/19","155.07"	
"2016/01/20","149.3"	
"2016/01/21","146.62"	
"2016/01/22","150.45"	
"2016/01/23","150.45"	
"2016/01/24","150.45"	
"2016/01/25","152.77"	
"2016/01/26","149.34"	
"2016/01/27","150.23"	
"2016/01/28","151.06"	
"2016/01/29","155.14"	
"2016/01/30","155.14"	
"2016/01/31","155.14"	
"2016/02/01","155.2"	
"2016/02/02","153.94"	
"2016/02/03","150.77"	
"2016/02/04","151.68"	
"2016/02/05","152.0"	
"2016/02/06","152.0"	
"2016/02/07","152.0"	
"2016/02/08","152.0"	
"2016/02/09","152.0"	
"2016/02/10","152.0"	
"2016/02/11","147.79"	
"2016/02/12","146.53"	
"2016/02/13","146.53"	
"2016/02/14","146.53"	
"2016/02/15","150.42"	
"2016/02/16","152.74"	
"2016/02/17","151.24"	
"2016/02/18","154.9"	
"2016/02/19","154.47"	
"2016/02/20","154.47"	
"2016/02/21","154.47"	
"2016/02/22","155.12"	
"2016/02/23","154.61"	
"2016/02/24","153.19"	
"2016/02/25","151.26"	
"2016/02/26","153.59"	
"2016/02/27","153.59"	
"2016/02/28","153.59"	
"2016/02/29","152.24"	
"2016/03/01","154.48"	
"2016/03/02","158.22"	
"2016/03/03","158.3"	
"2016/03/04","160.13"	
"2016/03/05","160.13"	
"2016/03/06","160.13"	
"2016/03/07","160.1"	
"2016/03/08","158.84"	
"2016/03/09","158.66"	
"2016/03/10","158.74"	
"2016/03/11","160.81"	
"2016/03/12","160.81"	
"2016/03/13","160.81"	
"2016/03/14","162.36"	
"2016/03/15","160.61"	
"2016/03/16","160.44"	
"2016/03/17","162.68"	
"2016/03/18","164.75"	
"2016/03/19","164.75"	
"2016/03/20","164.75"	
"2016/03/21","164.64"	
"2016/03/22","164.47"	
"2016/03/23","163.54"	
"2016/03/24","161.54"	
"2016/03/25","161.54"	
"2016/03/26","161.54"	
"2016/03/27","161.54"	
"2016/03/28","161.54"	
"2016/03/29","161.33"	
"2016/03/30","164.56"	
"2016/03/31","164.8"	
"2016/04/01","162.54"	
"2016/04/02","162.54"	
"2016/04/03","162.54"	
"2016/04/04","162.54"	
"2016/04/05","161.1"	
"2016/04/06","160.26"	
"2016/04/07","160.42"	
"2016/04/08","161.24"	
"2016/04/09","161.24"	
"2016/04/10","161.24"	
"2016/04/11","162.38"	
"2016/04/12","162.04"	
"2016/04/13","166.35"	
"2016/04/14","166.92"	
"2016/04/15","166.5"	
"2016/04/16","166.5"	
"2016/04/17","166.5"	
"2016/04/18","164.98"	
"2016/04/19","166.38"	
"2016/04/20","164.38"	
"2016/04/21","166.61"	
"2016/04/22","165.19"	
"2016/04/23","165.19"	
"2016/04/24","165.19"	
"2016/04/25","163.84"	
"2016/04/26","164.07"	
"2016/04/27","163.4"	
"2016/04/28","163.05"	
"2016/04/29","161.14"	
"2016/04/30","161.14"	
"2016/05/01","161.14"	
"2016/05/02","161.14"	
"2016/05/03","158.94"	
"2016/05/04","158.02"	
"2016/05/05","157.27"	
"2016/05/06","154.68"	
"2016/05/07","154.68"	
"2016/05/08","154.68"	
"2016/05/09","154.16"	
"2016/05/10","155.07"	
"2016/05/11","154.48"	
"2016/05/12","153.4"	
"2016/05/13","151.98"	
"2016/05/14","151.98"	
"2016/05/15","151.98"	
"2016/05/16","152.95"	
"2016/05/17","155.02"	
"2016/05/18","153.27"	
"2016/05/19","151.85"	
"2016/05/20","152.67"	
"2016/05/21","152.67"	
"2016/05/22","152.67"	
"2016/05/23","153.65"	
"2016/05/24","153.14"	
"2016/05/25","156.04"	
"2016/05/26","156.28"	
"2016/05/27","158.18"	
"2016/05/28","158.18"	
"2016/05/29","158.18"	
"2016/05/30","158.73"	
"2016/05/31","159.96"	
"2016/06/01","160.12"	
"2016/06/02","160.36"	
"2016/06/03","161.35"	
"2016/06/04","161.35"	
"2016/06/05","161.35"	
"2016/06/06","162.24"	
"2016/06/07","164.89"	
"2016/06/08","164.63"	
"2016/06/09","164.63"	
"2016/06/10","162.71"	
"2016/06/11","162.71"	
"2016/06/12","162.71"	
"2016/06/13","159.04"	
"2016/06/14","158.37"	
"2016/06/15","159.27"	
"2016/06/16","156.7"	
"2016/06/17","157.85"	
"2016/06/18","157.85"	
"2016/06/19","157.85"	
"2016/06/20","159.73"	
"2016/06/21","161.04"	
"2016/06/22","162.53"	
"2016/06/23","162.52"	
"2016/06/24","158.04"	
"2016/06/25","158.04"	
