"基金名稱","基金經理精選退休基金"	
"貨幣","HKD"	
"成立日期","2008/08/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","127.02"	
"2011/01/02","127.02"	
"2011/01/03","128.2"	
"2011/01/04","128.7"	
"2011/01/05","128.65"	
"2011/01/06","128.69"	
"2011/01/07","128.4"	
"2011/01/08","128.4"	
"2011/01/09","128.4"	
"2011/01/10","127.94"	
"2011/01/11","128.5"	
"2011/01/12","129.56"	
"2011/01/13","129.92"	
"2011/01/14","130.48"	
"2011/01/15","130.48"	
"2011/01/16","130.48"	
"2011/01/17","130.09"	
"2011/01/18","130.28"	
"2011/01/19","130.66"	
"2011/01/20","129.42"	
"2011/01/21","128.87"	
"2011/01/22","128.87"	
"2011/01/23","128.87"	
"2011/01/24","129.28"	
"2011/01/25","129.57"	
"2011/01/26","129.88"	
"2011/01/27","129.95"	
"2011/01/28","128.65"	
"2011/01/29","128.65"	
"2011/01/30","128.65"	
"2011/01/31","128.43"	
"2011/02/01","129.56"	
"2011/02/02","130.2"	
"2011/02/03","130.2"	
"2011/02/04","130.2"	
"2011/02/05","130.2"	
"2011/02/06","130.2"	
"2011/02/07","130.52"	
"2011/02/08","130.65"	
"2011/02/09","129.67"	
"2011/02/10","128.7"	
"2011/02/11","128.77"	
"2011/02/12","128.77"	
"2011/02/13","128.77"	
"2011/02/14","129.84"	
"2011/02/15","129.47"	
"2011/02/16","130.03"	
"2011/02/17","130.55"	
"2011/02/18","131.24"	
"2011/02/19","131.24"	
"2011/02/20","131.24"	
"2011/02/21","130.94"	
"2011/02/22","128.71"	
"2011/02/23","128.1"	
"2011/02/24","127.56"	
"2011/02/25","128.87"	
"2011/02/26","128.87"	
"2011/02/27","128.87"	
"2011/02/28","129.64"	
"2011/03/01","129.27"	
"2011/03/02","128.84"	
"2011/03/03","129.89"	
"2011/03/04","130.0"	
"2011/03/05","130.0"	
"2011/03/06","130.0"	
"2011/03/07","129.28"	
"2011/03/08","129.89"	
"2011/03/09","129.97"	
"2011/03/10","128.59"	
"2011/03/11","128.26"	
"2011/03/12","128.26"	
"2011/03/13","128.26"	
"2011/03/14","127.83"	
"2011/03/15","127.06"	
"2011/03/16","126.79"	
"2011/03/17","127.41"	
"2011/03/18","127.47"	
"2011/03/19","127.47"	
"2011/03/20","127.47"	
"2011/03/21","128.44"	
"2011/03/22","128.77"	
"2011/03/23","128.78"	
"2011/03/24","129.21"	
"2011/03/25","129.58"	
"2011/03/26","129.58"	
"2011/03/27","129.58"	
"2011/03/28","129.08"	
"2011/03/29","129.29"	
"2011/03/30","129.81"	
"2011/03/31","129.89"	
"2011/04/01","129.93"	
"2011/04/02","129.93"	
"2011/04/03","129.93"	
"2011/04/04","130.23"	
"2011/04/05","130.23"	
"2011/04/06","130.01"	
"2011/04/07","130.0"	
"2011/04/08","130.06"	
"2011/04/09","130.06"	
"2011/04/10","130.06"	
"2011/04/11","129.92"	
"2011/04/12","129.41"	
"2011/04/13","129.72"	
"2011/04/14","129.81"	
"2011/04/15","130.02"	
"2011/04/16","130.02"	
"2011/04/17","130.02"	
"2011/04/18","129.52"	
"2011/04/19","129.51"	
"2011/04/20","130.64"	
"2011/04/21","131.43"	
"2011/04/22","131.43"	
"2011/04/23","131.43"	
"2011/04/24","131.43"	
"2011/04/25","131.43"	
"2011/04/26","131.87"	
"2011/04/27","132.26"	
"2011/04/28","132.8"	
"2011/04/29","132.96"	
"2011/04/30","132.96"	
"2011/05/01","132.96"	
"2011/05/02","132.96"	
"2011/05/03","132.75"	
"2011/05/04","132.19"	
"2011/05/05","131.87"	
"2011/05/06","131.88"	
"2011/05/07","131.88"	
"2011/05/08","131.88"	
"2011/05/09","131.96"	
"2011/05/10","131.96"	
"2011/05/11","131.99"	
"2011/05/12","131.74"	
"2011/05/13","131.47"	
"2011/05/14","131.47"	
"2011/05/15","131.47"	
"2011/05/16","130.82"	
"2011/05/17","130.83"	
"2011/05/18","131.48"	
"2011/05/19","131.49"	
"2011/05/20","131.15"	
"2011/05/21","131.15"	
"2011/05/22","131.15"	
"2011/05/23","129.95"	
"2011/05/24","129.87"	
"2011/05/25","129.93"	
"2011/05/26","130.74"	
"2011/05/27","131.39"	
"2011/05/28","131.39"	
"2011/05/29","131.39"	
"2011/05/30","131.49"	
"2011/05/31","132.38"	
"2011/06/01","131.61"	
"2011/06/02","131.16"	
"2011/06/03","130.69"	
"2011/06/04","130.69"	
"2011/06/05","130.69"	
"2011/06/06","130.69"	
"2011/06/07","130.2"	
"2011/06/08","130.04"	
"2011/06/09","130.22"	
"2011/06/10","129.41"	
"2011/06/11","129.41"	
"2011/06/12","129.41"	
"2011/06/13","129.25"	
"2011/06/14","129.96"	
"2011/06/15","129.21"	
"2011/06/16","128.71"	
"2011/06/17","128.85"	
"2011/06/18","128.85"	
"2011/06/19","128.85"	
"2011/06/20","128.88"	
"2011/06/21","129.67"	
"2011/06/22","129.63"	
"2011/06/23","129.35"	
"2011/06/24","129.24"	
"2011/06/25","129.24"	
"2011/06/26","129.24"	
"2011/06/27","129.2"	
"2011/06/28","129.72"	
"2011/06/29","130.03"	
"2011/06/30","130.67"	
"2011/07/01","130.67"	
"2011/07/02","130.67"	
"2011/07/03","130.67"	
"2011/07/04","131.46"	
"2011/07/05","131.42"	
"2011/07/06","131.53"	
"2011/07/07","131.9"	
"2011/07/08","131.91"	
"2011/07/09","131.91"	
"2011/07/10","131.91"	
"2011/07/11","130.74"	
"2011/07/12","129.75"	
"2011/07/13","130.52"	
"2011/07/14","130.34"	
"2011/07/15","130.37"	
"2011/07/16","130.37"	
"2011/07/17","130.37"	
"2011/07/18","129.92"	
"2011/07/19","130.63"	
"2011/07/20","131.01"	
"2011/07/21","131.6"	
"2011/07/22","132.47"	
"2011/07/23","132.47"	
"2011/07/24","132.47"	
"2011/07/25","131.85"	
"2011/07/26","132.24"	
"2011/07/27","131.5"	
"2011/07/28","130.87"	
"2011/07/29","130.38"	
"2011/07/30","130.38"	
"2011/07/31","130.38"	
"2011/08/01","131.02"	
"2011/08/02","129.1"	
"2011/08/03","128.3"	
"2011/08/04","124.61"	
"2011/08/05","123.27"	
"2011/08/06","123.27"	
"2011/08/07","123.27"	
"2011/08/08","118.44"	
"2011/08/09","120.41"	
"2011/08/10","118.33"	
"2011/08/11","120.62"	
"2011/08/12","120.63"	
"2011/08/13","120.63"	
"2011/08/14","120.63"	
"2011/08/15","122.64"	
"2011/08/16","122.48"	
"2011/08/17","122.64"	
"2011/08/18","119.55"	
"2011/08/19","117.96"	
"2011/08/20","117.96"	
"2011/08/21","117.96"	
"2011/08/22","117.43"	
"2011/08/23","119.47"	
"2011/08/24","119.42"	
"2011/08/25","119.02"	
"2011/08/26","119.71"	
"2011/08/27","119.71"	
"2011/08/28","119.71"	
"2011/08/29","121.65"	
"2011/08/30","122.43"	
"2011/08/31","123.4"	
"2011/09/01","123.0"	
"2011/09/02","121.21"	
"2011/09/03","121.21"	
"2011/09/04","121.21"	
"2011/09/05","120.06"	
"2011/09/06","119.03"	
"2011/09/07","121.13"	
"2011/09/08","120.75"	
"2011/09/09","119.1"	
"2011/09/10","119.1"	
"2011/09/11","119.1"	
"2011/09/12","118.27"	
"2011/09/13","118.27"	
"2011/09/14","118.93"	
"2011/09/15","120.01"	
"2011/09/16","121.18"	
"2011/09/17","121.18"	
"2011/09/18","121.18"	
"2011/09/19","120.08"	
"2011/09/20","119.74"	
"2011/09/21","118.07"	
"2011/09/22","115.29"	
"2011/09/23","115.14"	
"2011/09/24","115.14"	
"2011/09/25","115.14"	
"2011/09/26","115.12"	
"2011/09/27","116.93"	
"2011/09/28","116.35"	
"2011/09/29","116.35"	
"2011/09/30","115.14"	
"2011/10/01","115.14"	
"2011/10/02","115.14"	
"2011/10/03","112.28"	
"2011/10/04","112.49"	
"2011/10/05","112.49"	
"2011/10/06","115.03"	
"2011/10/07","115.62"	
"2011/10/08","115.62"	
"2011/10/09","115.62"	
"2011/10/10","117.02"	
"2011/10/11","118.01"	
"2011/10/12","118.67"	
"2011/10/13","119.76"	
"2011/10/14","119.6"	
"2011/10/15","119.6"	
"2011/10/16","119.6"	
"2011/10/17","119.8"	
"2011/10/18","118.96"	
"2011/10/19","118.85"	
"2011/10/20","118.05"	
"2011/10/21","118.91"	
"2011/10/22","118.91"	
"2011/10/23","118.91"	
