"基金名稱","基金經理精選退休基金"	
"貨幣","HKD"	
"成立日期","2008/08/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/08/01","100.0"	
"2008/08/02","100.0"	
"2008/08/03","100.0"	
"2008/08/04","100.0"	
"2008/08/05","99.93"	
"2008/08/06","99.93"	
"2008/08/07","99.87"	
"2008/08/08","99.81"	
"2008/08/09","99.81"	
"2008/08/10","99.81"	
"2008/08/11","99.69"	
"2008/08/12","99.41"	
"2008/08/13","99.23"	
"2008/08/14","99.26"	
"2008/08/15","98.94"	
"2008/08/16","98.94"	
"2008/08/17","98.94"	
"2008/08/18","98.66"	
"2008/08/19","98.06"	
"2008/08/20","98.47"	
"2008/08/21","98.15"	
"2008/08/22","98.15"	
"2008/08/23","98.15"	
"2008/08/24","98.15"	
"2008/08/25","98.38"	
"2008/08/26","98.32"	
"2008/08/27","98.66"	
"2008/08/28","98.67"	
"2008/08/29","98.92"	
"2008/08/30","98.92"	
"2008/08/31","98.92"	
"2008/09/01","98.52"	
"2008/09/02","98.32"	
"2008/09/03","97.91"	
"2008/09/04","97.21"	
"2008/09/05","96.68"	
"2008/09/06","96.68"	
"2008/09/07","96.68"	
"2008/09/08","97.79"	
"2008/09/09","96.58"	
"2008/09/10","96.35"	
"2008/09/11","95.5"	
"2008/09/12","95.76"	
"2008/09/13","95.76"	
"2008/09/14","95.76"	
"2008/09/15","95.76"	
"2008/09/16","95.05"	
"2008/09/17","93.79"	
"2008/09/18","94.22"	
"2008/09/19","95.78"	
"2008/09/20","95.78"	
"2008/09/21","95.78"	
"2008/09/22","95.69"	
"2008/09/23","95.57"	
"2008/09/24","95.35"	
"2008/09/25","95.35"	
"2008/09/26","94.95"	
"2008/09/27","94.95"	
"2008/09/28","94.95"	
"2008/09/29","92.11"	
"2008/09/30","92.79"	
"2008/10/01","92.79"	
"2008/10/02","91.17"	
"2008/10/03","90.74"	
"2008/10/04","90.74"	
"2008/10/05","90.74"	
"2008/10/06","88.49"	
"2008/10/07","88.49"	
"2008/10/08","85.01"	
"2008/10/09","84.15"	
"2008/10/10","81.64"	
"2008/10/11","81.64"	
"2008/10/12","81.64"	
"2008/10/13","85.21"	
"2008/10/14","86.01"	
"2008/10/15","83.56"	
"2008/10/16","82.57"	
"2008/10/17","81.87"	
"2008/10/18","81.87"	
"2008/10/19","81.87"	
"2008/10/20","83.74"	
"2008/10/21","83.04"	
"2008/10/22","80.67"	
"2008/10/23","80.14"	
"2008/10/24","77.97"	
"2008/10/25","77.97"	
"2008/10/26","77.97"	
"2008/10/27","75.47"	
"2008/10/28","78.22"	
"2008/10/29","78.7"	
"2008/10/30","81.57"	
"2008/10/31","80.98"	
"2008/11/01","80.98"	
"2008/11/02","80.98"	
"2008/11/03","81.73"	
"2008/11/04","82.83"	
"2008/11/05","82.94"	
"2008/11/06","80.47"	
"2008/11/07","81.31"	
"2008/11/08","81.31"	
"2008/11/09","81.31"	
"2008/11/10","82.08"	
"2008/11/11","80.72"	
"2008/11/12","79.68"	
"2008/11/13","79.83"	
"2008/11/14","79.77"	
"2008/11/15","79.77"	
"2008/11/16","79.77"	
"2008/11/17","79.17"	
"2008/11/18","78.46"	
"2008/11/19","77.34"	
"2008/11/20","75.65"	
"2008/11/21","77.08"	
"2008/11/22","77.08"	
"2008/11/23","77.08"	
"2008/11/24","78.05"	
"2008/11/25","78.9"	
"2008/11/26","80.41"	
"2008/11/27","80.56"	
"2008/11/28","81.14"	
"2008/11/29","81.14"	
"2008/11/30","81.14"	
"2008/12/01","79.78"	
"2008/12/02","79.74"	
"2008/12/03","80.57"	
"2008/12/04","79.99"	
"2008/12/05","80.47"	
"2008/12/06","80.47"	
"2008/12/07","80.47"	
"2008/12/08","82.87"	
"2008/12/09","82.63"	
"2008/12/10","84.0"	
"2008/12/11","84.02"	
"2008/12/12","83.18"	
"2008/12/13","83.18"	
"2008/12/14","83.18"	
"2008/12/15","83.77"	
"2008/12/16","85.1"	
"2008/12/17","86.46"	
"2008/12/18","87.11"	
"2008/12/19","86.05"	
"2008/12/20","86.05"	
"2008/12/21","86.05"	
"2008/12/22","84.7"	
"2008/12/23","83.74"	
"2008/12/24","83.57"	
"2008/12/25","83.57"	
"2008/12/26","83.57"	
"2008/12/27","83.57"	
"2008/12/28","83.57"	
"2008/12/29","84.33"	
"2008/12/30","84.79"	
"2008/12/31","85.28"	
