"基金名稱","綠色退休基金"	
"2015/04/25","143.81"	
"2015/04/26","143.81"	
"2015/04/27","143.9"	
"2015/04/28","144.09"	
"2015/04/29","143.5"	
"2015/04/30","142.34"	
"2015/05/01","142.34"	
"2015/05/02","142.34"	
"2015/05/03","142.34"	
"2015/05/04","143.19"	
"2015/05/05","141.64"	
"2015/05/06","141.73"	
"2015/05/07","141.73"	
"2015/05/08","143.56"	
"2015/05/09","143.56"	
"2015/05/10","143.56"	
"2015/05/11","143.26"	
"2015/05/12","142.78"	
"2015/05/13","143.35"	
"2015/05/14","144.41"	
"2015/05/15","144.69"	
"2015/05/16","144.69"	
"2015/05/17","144.69"	
"2015/05/18","144.87"	
"2015/05/19","144.77"	
"2015/05/20","144.86"	
"2015/05/21","145.34"	
"2015/05/22","144.76"	
"2015/05/23","144.76"	
"2015/05/24","144.76"	
"2015/05/25","144.76"	
"2015/05/26","142.91"	
"2015/05/27","144.06"	
"2015/05/28","143.77"	
"2015/05/29","142.8"	
"2015/05/30","142.8"	
"2015/05/31","142.8"	
"2015/06/01","142.88"	
"2015/06/02","143.07"	
"2015/06/03","143.55"	
"2015/06/04","142.29"	
"2015/06/05","141.03"	
"2015/06/06","141.03"	
"2015/06/07","141.03"	
"2015/06/08","140.44"	
"2015/06/09","140.43"	
"2015/06/10","142.45"	
"2015/06/11","142.84"	
"2015/06/12","142.06"	
"2015/06/13","142.06"	
"2015/06/14","142.06"	
"2015/06/15","140.8"	
"2015/06/16","141.47"	
"2015/06/17","141.17"	
"2015/06/18","142.62"	
"2015/06/19","142.62"	
"2015/06/20","142.62"	
"2015/06/21","142.62"	
"2015/06/22","144.24"	
"2015/06/23","144.24"	
"2015/06/24","143.37"	
"2015/06/25","143.17"	
"2015/06/26","142.78"	
"2015/06/27","142.78"	
"2015/06/28","142.78"	
"2015/06/29","139.49"	
"2015/06/30","139.48"	
"2015/07/01","139.48"	
"2015/07/02","140.25"	
"2015/07/03","140.05"	
"2015/07/04","140.05"	
"2015/07/05","140.05"	
"2015/07/06","138.88"	
"2015/07/07","138.59"	
"2015/07/08","137.14"	
"2015/07/09","137.9"	
"2015/07/10","139.82"	
"2015/07/11","139.82"	
"2015/07/12","139.82"	
"2015/07/13","141.16"	
"2015/07/14","141.92"	
"2015/07/15","142.11"	
"2015/07/16","143.36"	
"2015/07/17","143.07"	
"2015/07/18","143.07"	
"2015/07/19","143.07"	
"2015/07/20","143.25"	
"2015/07/21","142.96"	
"2015/07/22","142.37"	
"2015/07/23","141.89"	
"2015/07/24","140.24"	
"2015/07/25","140.24"	
"2015/07/26","140.24"	
"2015/07/27","139.17"	
"2015/07/28","140.23"	
"2015/07/29","141.28"	
"2015/07/30","140.99"	
"2015/07/31","141.37"	
"2015/08/01","141.37"	
"2015/08/02","141.37"	
"2015/08/03","141.07"	
"2015/08/04","141.16"	
"2015/08/05","141.25"	
"2015/08/06","140.09"	
"2015/08/07","139.8"	
"2015/08/08","139.8"	
"2015/08/09","139.8"	
"2015/08/10","141.52"	
"2015/08/11","140.56"	
"2015/08/12","139.69"	
"2015/08/13","139.49"	
"2015/08/14","139.97"	
"2015/08/15","139.97"	
"2015/08/16","139.97"	
"2015/08/17","140.25"	
"2015/08/18","139.95"	
"2015/08/19","138.5"	
"2015/08/20","136.1"	
"2015/08/21","132.53"	
"2015/08/22","132.53"	
"2015/08/23","132.53"	
"2015/08/24","127.7"	
"2015/08/25","127.12"	
"2015/08/26","130.01"	
"2015/08/27","132.22"	
"2015/08/28","132.9"	
"2015/08/29","132.9"	
"2015/08/30","132.9"	
"2015/08/31","132.11"	
"2015/09/01","128.55"	
"2015/09/02","129.8"	
"2015/09/03","129.8"	
"2015/09/04","128.34"	
"2015/09/05","128.34"	
"2015/09/06","128.34"	
"2015/09/07","128.53"	
"2015/09/08","130.64"	
"2015/09/09","130.93"	
"2015/09/10","130.92"	
"2015/09/11","130.92"	
"2015/09/12","130.92"	
"2015/09/13","130.92"	
"2015/09/14","130.33"	
"2015/09/15","131.29"	
"2015/09/16","132.82"	
"2015/09/17","132.43"	
"2015/09/18","130.6"	
"2015/09/19","130.6"	
"2015/09/20","130.6"	
"2015/09/21","130.4"	
"2015/09/22","128.27"	
"2015/09/23","128.17"	
"2015/09/24","127.21"	
"2015/09/25","127.97"	
"2015/09/26","127.97"	
"2015/09/27","127.97"	
"2015/09/28","127.97"	
"2015/09/29","124.7"	
"2015/09/30","127.09"	
"2015/10/01","127.09"	
"2015/10/02","129.21"	
"2015/10/03","129.21"	
"2015/10/04","129.21"	
"2015/10/05","131.61"	
"2015/10/06","131.89"	
"2015/10/07","132.46"	
"2015/10/08","133.23"	
"2015/10/09","134.0"	
"2015/10/10","134.0"	
"2015/10/11","134.0"	
"2015/10/12","133.99"	
"2015/10/13","132.92"	
"2015/10/14","132.34"	
"2015/10/15","134.17"	
"2015/10/16","134.84"	
"2015/10/17","134.84"	
"2015/10/18","134.84"	
"2015/10/19","134.54"	
"2015/10/20","134.05"	
"2015/10/21","134.05"	
"2015/10/22","135.2"	
"2015/10/23","136.64"	
"2015/10/24","136.64"	
"2015/10/25","136.64"	
"2015/10/26","136.53"	
"2015/10/27","135.66"	
"2015/10/28","137.2"	
"2015/10/29","136.71"	
"2015/10/30","136.81"	
"2015/10/31","136.81"	
"2015/11/01","136.81"	
"2015/11/02","137.76"	
"2015/11/03","138.04"	
"2015/11/04","137.65"	
"2015/11/05","137.07"	
"2015/11/06","136.88"	
"2015/11/07","136.88"	
"2015/11/08","136.88"	
"2015/11/09","135.81"	
"2015/11/10","135.61"	
"2015/11/11","135.7"	
"2015/11/12","133.97"	
"2015/11/13","132.72"	
"2015/11/14","132.72"	
"2015/11/15","132.72"	
"2015/11/16","133.57"	
"2015/11/17","134.33"	
"2015/11/18","135.67"	
"2015/11/19","136.73"	
"2015/11/20","136.82"	
"2015/11/21","136.82"	
"2015/11/22","136.82"	
"2015/11/23","136.52"	
"2015/11/24","136.42"	
"2015/11/25","136.61"	
"2015/11/26","137.08"	
"2015/11/27","136.89"	
"2015/11/28","136.89"	
"2015/11/29","136.89"	
"2015/11/30","136.49"	
"2015/12/01","137.54"	
"2015/12/02","136.38"	
"2015/12/03","134.84"	
"2015/12/04","136.28"	
"2015/12/05","136.28"	
"2015/12/06","136.28"	
"2015/12/07","136.17"	
"2015/12/08","134.92"	
"2015/12/09","134.43"	
"2015/12/10","134.24"	
"2015/12/11","132.02"	
"2015/12/12","132.02"	
"2015/12/13","132.02"	
"2015/12/14","131.63"	
"2015/12/15","132.78"	
"2015/12/16","134.5"	
"2015/12/17","133.44"	
"2015/12/18","131.71"	
"2015/12/19","131.71"	
"2015/12/20","131.71"	
"2015/12/21","132.08"	
"2015/12/22","133.14"	
"2015/12/23","134.87"	
"2015/12/24","135.15"	
"2015/12/25","135.15"	
"2015/12/26","135.15"	
"2015/12/27","135.15"	
"2015/12/28","134.85"	
"2015/12/29","135.9"	
"2015/12/30","135.42"	
"2015/12/31","134.45"	
