"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","146.98"	
"2019/01/02","146.88"	
"2019/01/03","144.94"	
"2019/01/04","148.62"	
"2019/01/05","148.62"	
"2019/01/06","148.62"	
"2019/01/07","149.98"	
"2019/01/08","151.27"	
"2019/01/09","152.55"	
"2019/01/10","153.28"	
"2019/01/11","153.36"	
"2019/01/12","153.36"	
"2019/01/13","153.36"	
"2019/01/14","152.61"	
"2019/01/15","153.52"	
"2019/01/16","153.88"	
"2019/01/17","154.43"	
"2019/01/18","156.63"	
"2019/01/19","156.63"	
"2019/01/20","156.63"	
"2019/01/21","156.52"	
"2019/01/22","155.13"	
"2019/01/23","155.03"	
"2019/01/24","155.4"	
"2019/01/25","156.95"	
"2019/01/26","156.95"	
"2019/01/27","156.95"	
"2019/01/28","156.01"	
"2019/01/29","156.1"	
"2019/01/30","157.84"	
"2019/01/31","159.13"	
"2019/02/01","159.58"	
"2019/02/02","159.58"	
"2019/02/03","159.58"	
"2019/02/04","160.39"	
"2019/02/05","160.39"	
"2019/02/06","160.39"	
"2019/02/07","160.39"	
"2019/02/08","158.98"	
"2019/02/09","158.98"	
"2019/02/10","158.98"	
"2019/02/11","159.05"	
"2019/02/12","160.7"	
"2019/02/13","161.43"	
"2019/02/14","161.24"	
"2019/02/15","162.79"	
"2019/02/16","162.79"	
"2019/02/17","162.79"	
"2019/02/18","163.23"	
"2019/02/19","163.41"	
"2019/02/20","164.05"	
"2019/02/21","163.49"	
"2019/02/22","164.4"	
"2019/02/23","164.4"	
"2019/02/24","164.4"	
"2019/02/25","164.66"	
"2019/02/26","164.65"	
"2019/02/27","164.64"	
"2019/02/28","164.27"	
"2019/03/01","165.0"	
"2019/03/02","165.0"	
"2019/03/03","165.0"	
"2019/03/04","164.52"	
"2019/03/05","164.14"	
"2019/03/06","163.31"	
"2019/03/07","161.74"	
"2019/03/08","160.81"	
"2019/03/09","160.81"	
"2019/03/10","160.81"	
"2019/03/11","162.26"	
"2019/03/12","162.71"	
"2019/03/13","163.53"	
"2019/03/14","163.8"	
"2019/03/15","164.71"	
"2019/03/16","164.71"	
"2019/03/17","164.71"	
"2019/03/18","165.34"	
"2019/03/19","165.42"	
"2019/03/20","164.49"	
"2019/03/21","165.77"	
"2019/03/22","163.38"	
"2019/03/23","163.38"	
"2019/03/24","163.38"	
"2019/03/25","162.81"	
"2019/03/26","164.0"	
"2019/03/27","163.53"	
"2019/03/28","163.43"	
"2019/03/29","164.62"	
"2019/03/30","164.62"	
"2019/03/31","164.62"	
"2019/04/01","166.62"	
"2019/04/02","166.71"	
"2019/04/03","167.98"	
"2019/04/04","167.79"	
"2019/04/05","167.79"	
"2019/04/06","167.79"	
"2019/04/07","167.79"	
"2019/04/08","168.41"	
"2019/04/09","167.48"	
"2019/04/10","167.84"	
"2019/04/11","168.11"	
"2019/04/12","169.02"	
"2019/04/13","169.02"	
"2019/04/14","169.02"	
"2019/04/15","169.37"	
"2019/04/16","169.36"	
"2019/04/17","169.45"	
"2019/04/18","169.35"	
"2019/04/19","169.35"	
"2019/04/20","169.35"	
"2019/04/21","169.35"	
"2019/04/22","169.35"	
"2019/04/23","169.95"	
"2019/04/24","169.58"	
