"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","94.62"	
"2011/01/02","94.62"	
"2011/01/03","95.11"	
"2011/01/04","95.11"	
"2011/01/05","94.81"	
"2011/01/06","94.71"	
"2011/01/07","94.42"	
"2011/01/08","94.42"	
"2011/01/09","94.42"	
"2011/01/10","94.22"	
"2011/01/11","94.61"	
"2011/01/12","95.89"	
"2011/01/13","96.29"	
"2011/01/14","96.58"	
"2011/01/15","96.58"	
"2011/01/16","96.58"	
"2011/01/17","96.48"	
"2011/01/18","97.17"	
"2011/01/19","96.78"	
"2011/01/20","95.89"	
"2011/01/21","96.38"	
"2011/01/22","96.38"	
"2011/01/23","96.38"	
"2011/01/24","97.08"	
"2011/01/25","97.18"	
"2011/01/26","97.47"	
"2011/01/27","97.47"	
"2011/01/28","96.09"	
"2011/01/29","96.09"	
"2011/01/30","96.09"	
"2011/01/31","96.49"	
"2011/02/01","97.97"	
"2011/02/02","98.06"	
"2011/02/03","98.06"	
"2011/02/04","98.06"	
"2011/02/05","98.06"	
"2011/02/06","98.06"	
"2011/02/07","98.56"	
"2011/02/08","99.15"	
"2011/02/09","98.86"	
"2011/02/10","98.56"	
"2011/02/11","98.76"	
"2011/02/12","98.76"	
"2011/02/13","98.76"	
"2011/02/14","98.96"	
"2011/02/15","99.15"	
"2011/02/16","99.84"	
"2011/02/17","100.33"	
"2011/02/18","100.52"	
"2011/02/19","100.52"	
"2011/02/20","100.52"	
"2011/02/21","100.23"	
"2011/02/22","98.94"	
"2011/02/23","98.25"	
"2011/02/24","98.15"	
"2011/02/25","98.95"	
"2011/02/26","98.95"	
"2011/02/27","98.95"	
"2011/02/28","99.64"	
"2011/03/01","99.05"	
"2011/03/02","98.95"	
"2011/03/03","99.94"	
"2011/03/04","99.74"	
"2011/03/05","99.74"	
"2011/03/06","99.74"	
"2011/03/07","98.85"	
"2011/03/08","99.05"	
"2011/03/09","98.95"	
"2011/03/10","97.07"	
"2011/03/11","97.17"	
"2011/03/12","97.17"	
"2011/03/13","97.17"	
"2011/03/14","96.57"	
"2011/03/15","94.3"	
"2011/03/16","93.61"	
"2011/03/17","95.08"	
"2011/03/18","95.58"	
"2011/03/19","95.58"	
"2011/03/20","95.58"	
"2011/03/21","97.06"	
"2011/03/22","97.25"	
"2011/03/23","97.35"	
"2011/03/24","98.14"	
"2011/03/25","98.34"	
"2011/03/26","98.34"	
"2011/03/27","98.34"	
"2011/03/28","97.94"	
"2011/03/29","98.24"	
"2011/03/30","99.13"	
"2011/03/31","98.93"	
"2011/04/01","99.42"	
"2011/04/02","99.42"	
"2011/04/03","99.42"	
"2011/04/04","99.62"	
"2011/04/05","99.62"	
"2011/04/06","100.02"	
"2011/04/07","99.62"	
"2011/04/08","100.11"	
"2011/04/09","100.11"	
"2011/04/10","100.11"	
"2011/04/11","100.01"	
"2011/04/12","99.03"	
"2011/04/13","99.32"	
"2011/04/14","99.22"	
"2011/04/15","99.32"	
"2011/04/16","99.32"	
"2011/04/17","99.32"	
"2011/04/18","97.84"	
"2011/04/19","98.34"	
"2011/04/20","100.22"	
"2011/04/21","101.01"	
"2011/04/22","101.01"	
"2011/04/23","101.01"	
"2011/04/24","101.01"	
