"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","88.7"	
"2012/01/02","88.7"	
"2012/01/03","90.38"	
"2012/01/04","90.38"	
"2012/01/05","89.88"	
"2012/01/06","89.58"	
"2012/01/07","89.58"	
"2012/01/08","89.58"	
"2012/01/09","89.58"	
"2012/01/10","90.67"	
"2012/01/11","90.47"	
"2012/01/12","90.77"	
"2012/01/13","90.27"	
"2012/01/14","90.27"	
"2012/01/15","90.27"	
"2012/01/16","90.47"	
"2012/01/17","91.16"	
"2012/01/18","91.75"	
"2012/01/19","92.25"	
"2012/01/20","92.54"	
"2012/01/21","92.54"	
"2012/01/22","92.54"	
"2012/01/23","92.54"	
"2012/01/24","92.54"	
"2012/01/25","92.54"	
"2012/01/26","93.33"	
"2012/01/27","93.04"	
"2012/01/28","93.04"	
"2012/01/29","93.04"	
"2012/01/30","92.74"	
"2012/01/31","93.04"	
"2012/02/01","94.32"	
"2012/02/02","94.62"	
"2012/02/03","95.6"	
"2012/02/04","95.6"	
"2012/02/05","95.6"	
"2012/02/06","95.6"	
"2012/02/07","96.1"	
"2012/02/08","96.29"	
"2012/02/09","96.69"	
"2012/02/10","95.6"	
"2012/02/11","95.6"	
"2012/02/12","95.6"	
"2012/02/13","96.29"	
"2012/02/14","95.9"	
"2012/02/15","95.9"	
"2012/02/16","96.29"	
"2012/02/17","96.88"	
"2012/02/18","96.88"	
"2012/02/19","96.88"	
"2012/02/20","97.67"	
"2012/02/21","97.47"	
"2012/02/22","97.08"	
"2012/02/23","97.57"	
"2012/02/24","98.07"	
"2012/02/25","98.07"	
"2012/02/26","98.07"	
"2012/02/27","97.87"	
"2012/02/28","98.16"	
"2012/02/29","97.84"	
"2012/03/01","98.23"	
"2012/03/02","97.84"	
"2012/03/03","97.84"	
"2012/03/04","97.84"	
"2012/03/05","97.34"	
"2012/03/06","95.47"	
"2012/03/07","95.96"	
"2012/03/08","97.34"	
"2012/03/09","97.54"	
"2012/03/10","97.54"	
"2012/03/11","97.54"	
"2012/03/12","97.24"	
"2012/03/13","98.72"	
"2012/03/14","98.62"	
"2012/03/15","99.21"	
"2012/03/16","99.7"	
"2012/03/17","99.7"	
"2012/03/18","99.7"	
"2012/03/19","100.1"	
"2012/03/20","99.31"	
"2012/03/21","98.91"	
"2012/03/22","98.32"	
"2012/03/23","98.62"	
"2012/03/24","98.62"	
"2012/03/25","98.62"	
"2012/03/26","99.7"	
"2012/03/27","99.6"	
"2012/03/28","98.91"	
"2012/03/29","98.51"	
"2012/03/30","99.11"	
"2012/03/31","99.11"	
"2012/04/01","99.11"	
"2012/04/02","99.99"	
"2012/04/03","99.6"	
"2012/04/04","99.6"	
"2012/04/05","97.62"	
"2012/04/06","97.62"	
"2012/04/07","97.62"	
"2012/04/08","97.62"	
"2012/04/09","97.62"	
"2012/04/10","95.45"	
"2012/04/11","95.94"	
"2012/04/12","97.22"	
"2012/04/13","95.94"	
"2012/04/14","95.94"	
"2012/04/15","95.94"	
"2012/04/16","95.84"	
"2012/04/17","97.32"	
"2012/04/18","97.12"	
"2012/04/19","96.73"	
"2012/04/20","97.02"	
"2012/04/21","97.02"	
"2012/04/22","97.02"	
"2012/04/23","95.74"	
