"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","67.16"	
"2009/01/02","69.04"	
"2009/01/03","69.04"	
"2009/01/04","69.04"	
"2009/01/05","69.14"	
"2009/01/06","69.33"	
"2009/01/07","68.54"	
"2009/01/08","68.34"	
"2009/01/09","67.36"	
"2009/01/10","67.36"	
"2009/01/11","67.36"	
"2009/01/12","65.88"	
"2009/01/13","65.0"	
"2009/01/14","63.15"	
"2009/01/15","62.66"	
"2009/01/16","63.45"	
"2009/01/17","63.45"	
"2009/01/18","63.45"	
"2009/01/19","63.15"	
"2009/01/20","60.67"	
"2009/01/21","61.86"	
"2009/01/22","61.16"	
"2009/01/23","60.77"	
"2009/01/24","60.77"	
"2009/01/25","60.77"	
"2009/01/26","60.77"	
"2009/01/27","60.77"	
"2009/01/28","60.77"	
"2009/01/29","63.24"	
"2009/01/30","61.86"	
"2009/01/31","61.86"	
"2009/02/01","61.86"	
"2009/02/02","61.26"	
"2009/02/03","62.36"	
"2009/02/04","62.56"	
"2009/02/05","62.95"	
"2009/02/06","64.14"	
"2009/02/07","64.14"	
"2009/02/08","64.14"	
"2009/02/09","64.44"	
"2009/02/10","62.26"	
"2009/02/11","62.17"	
"2009/02/12","61.67"	
"2009/02/13","61.57"	
"2009/02/14","61.57"	
"2009/02/15","61.57"	
"2009/02/16","61.18"	
"2009/02/17","58.82"	
"2009/02/18","58.42"	
"2009/02/19","58.42"	
"2009/02/20","57.13"	
"2009/02/21","57.13"	
"2009/02/22","57.13"	
"2009/02/23","56.04"	
"2009/02/24","56.83"	
"2009/02/25","56.54"	
"2009/02/26","56.54"	
"2009/02/27","55.54"	
"2009/02/28","55.54"	
"2009/03/01","55.54"	
"2009/03/02","53.07"	
"2009/03/03","52.38"	
"2009/03/04","53.66"	
"2009/03/05","52.18"	
"2009/03/06","51.99"	
"2009/03/07","51.99"	
"2009/03/08","51.99"	
"2009/03/09","51.35"	
"2009/03/10","53.82"	
"2009/03/11","54.22"	
"2009/03/12","55.21"	
"2009/03/13","55.9"	
"2009/03/14","55.9"	
"2009/03/15","55.9"	
"2009/03/16","56.48"	
"2009/03/17","57.37"	
"2009/03/18","57.97"	
"2009/03/19","58.87"	
"2009/03/20","57.97"	
"2009/03/21","57.97"	
"2009/03/22","57.97"	
"2009/03/23","60.85"	
"2009/03/24","60.35"	
"2009/03/25","60.85"	
"2009/03/26","61.74"	
"2009/03/27","60.55"	
"2009/03/28","60.55"	
"2009/03/29","60.55"	
"2009/03/30","58.27"	
"2009/03/31","59.16"	
"2009/04/01","60.15"	
"2009/04/02","62.63"	
"2009/04/03","62.83"	
"2009/04/04","62.83"	
"2009/04/05","62.83"	
"2009/04/06","62.33"	
"2009/04/07","61.24"	
"2009/04/08","61.44"	
"2009/04/09","63.13"	
"2009/04/10","63.13"	
"2009/04/11","63.13"	
"2009/04/12","63.13"	
"2009/04/13","63.13"	
"2009/04/14","63.13"	
"2009/04/15","63.32"	
"2009/04/16","64.11"	
"2009/04/17","64.41"	
"2009/04/18","64.41"	
"2009/04/19","64.41"	
"2009/04/20","62.15"	
"2009/04/21","62.74"	
"2009/04/22","62.74"	
"2009/04/23","63.34"	
"2009/04/24","64.63"	
