"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2010/01/01","86.29"	
"2010/01/02","86.29"	
"2010/01/03","86.29"	
"2010/01/04","87.87"	
"2010/01/05","87.97"	
"2010/01/06","87.97"	
"2010/01/07","87.87"	
"2010/01/08","88.16"	
"2010/01/09","88.16"	
"2010/01/10","88.16"	
"2010/01/11","88.85"	
"2010/01/12","88.26"	
"2010/01/13","88.46"	
"2010/01/14","88.95"	
"2010/01/15","88.07"	
"2010/01/16","88.07"	
"2010/01/17","88.07"	
"2010/01/18","88.26"	
"2010/01/19","88.66"	
"2010/01/20","87.27"	
"2010/01/21","85.98"	
"2010/01/22","84.69"	
"2010/01/23","84.69"	
"2010/01/24","84.69"	
"2010/01/25","84.69"	
"2010/01/26","84.3"	
"2010/01/27","84.0"	
"2010/01/28","83.11"	
"2010/01/29","82.51"	
"2010/01/30","82.51"	
"2010/01/31","82.51"	
"2010/02/01","83.2"	
"2010/02/02","84.49"	
"2010/02/03","84.0"	
"2010/02/04","81.62"	
"2010/02/05","80.92"	
"2010/02/06","80.92"	
"2010/02/07","80.92"	
"2010/02/08","80.63"	
"2010/02/09","81.42"	
"2010/02/10","81.32"	
"2010/02/11","81.81"	
"2010/02/12","81.71"	
"2010/02/13","81.71"	
"2010/02/14","81.71"	
"2010/02/15","81.71"	
"2010/02/16","81.71"	
"2010/02/17","83.69"	
"2010/02/18","84.08"	
"2010/02/19","83.79"	
"2010/02/20","83.79"	
"2010/02/21","83.79"	
"2010/02/22","84.08"	
"2010/02/23","83.19"	
"2010/02/24","83.59"	
"2010/02/25","83.0"	
"2010/02/26","83.59"	
"2010/02/27","83.59"	
"2010/02/28","83.59"	
"2010/03/01","84.29"	
"2010/03/02","84.88"	
"2010/03/03","85.47"	
"2010/03/04","85.38"	
"2010/03/05","86.46"	
"2010/03/06","86.46"	
"2010/03/07","86.46"	
"2010/03/08","86.76"	
"2010/03/09","86.76"	
"2010/03/10","87.16"	
"2010/03/11","87.35"	
"2010/03/12","87.65"	
"2010/03/13","87.65"	
"2010/03/14","87.65"	
"2010/03/15","87.25"	
"2010/03/16","88.14"	
"2010/03/17","88.83"	
"2010/03/18","88.44"	
"2010/03/19","88.04"	
"2010/03/20","88.04"	
"2010/03/21","88.04"	
"2010/03/22","88.24"	
"2010/03/23","88.83"	
"2010/03/24","88.04"	
"2010/03/25","88.13"	
"2010/03/26","88.33"	
"2010/03/27","88.33"	
"2010/03/28","88.33"	
"2010/03/29","88.93"	
"2010/03/30","88.93"	
"2010/03/31","88.93"	
"2010/04/01","89.82"	
"2010/04/02","89.82"	
"2010/04/03","89.82"	
"2010/04/04","89.82"	
"2010/04/05","89.82"	
"2010/04/06","89.82"	
"2010/04/07","89.81"	
"2010/04/08","89.71"	
"2010/04/09","90.51"	
"2010/04/10","90.51"	
"2010/04/11","90.51"	
"2010/04/12","90.9"	
"2010/04/13","90.71"	
"2010/04/14","91.69"	
"2010/04/15","91.89"	
"2010/04/16","90.51"	
"2010/04/17","90.51"	
"2010/04/18","90.51"	
"2010/04/19","90.21"	
"2010/04/20","91.0"	
"2010/04/21","90.9"	
"2010/04/22","90.4"	
"2010/04/23","90.9"	
"2010/04/24","90.9"	
