"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","186.37"	
"2020/01/02","187.27"	
"2020/01/03","185.99"	
"2020/01/04","185.99"	
"2020/01/05","185.99"	
"2020/01/06","185.88"	
"2020/01/07","185.69"	
"2020/01/08","186.05"	
"2020/01/09","186.68"	
"2020/01/10","186.49"	
"2020/01/11","186.49"	
"2020/01/12","186.49"	
"2020/01/13","187.37"	
"2020/01/14","187.64"	
"2020/01/15","187.72"	
"2020/01/16","188.98"	
"2020/01/17","189.88"	
"2020/01/18","189.88"	
"2020/01/19","189.88"	
"2020/01/20","189.86"	
"2020/01/21","189.4"	
"2020/01/22","189.58"	
"2020/01/23","188.66"	
"2020/01/24","187.84"	
"2020/01/25","187.84"	
"2020/01/26","187.84"	
"2020/01/27","187.84"	
"2020/01/28","187.84"	
"2020/01/29","186.27"	
"2020/01/30","186.17"	
"2020/01/31","183.25"	
"2020/02/01","183.25"	
"2020/02/02","183.25"	
"2020/02/03","184.05"	
"2020/02/04","186.22"	
"2020/02/05","188.31"	
"2020/02/06","188.85"	
"2020/02/07","187.93"	
"2020/02/08","187.93"	
"2020/02/09","187.93"	
"2020/02/10","188.46"	
"2020/02/11","189.26"	
"2020/02/12","189.98"	
"2020/02/13","189.79"	
"2020/02/14","190.24"	
"2020/02/15","190.24"	
"2020/02/16","190.24"	
"2020/02/17","190.13"	
"2020/02/18","189.4"	
"2020/02/19","190.2"	
"2020/02/20","189.83"	
"2020/02/21","188.38"	
"2020/02/22","188.38"	
"2020/02/23","188.38"	
"2020/02/24","182.85"	
"2020/02/25","178.05"	
"2020/02/26","177.05"	
"2020/02/27","170.69"	
"2020/02/28","167.78"	
"2020/02/29","167.78"	
"2020/03/01","167.78"	
"2020/03/02","173.29"	
"2020/03/03","170.65"	
"2020/03/04","175.54"	
"2020/03/05","171.73"	
"2020/03/06","168.64"	
"2020/03/07","168.64"	
"2020/03/08","168.64"	
"2020/03/09","156.44"	
"2020/03/10","159.96"	
"2020/03/11","154.4"	
"2020/03/12","139.75"	
"2020/03/13","147.9"	
"2020/03/14","147.9"	
"2020/03/15","147.9"	
"2020/03/16","134.0"	
"2020/03/17","139.53"	
"2020/03/18","132.73"	
"2020/03/19","133.18"	
"2020/03/20","129.54"	
"2020/03/21","129.54"	
"2020/03/22","129.54"	
"2020/03/23","125.36"	
"2020/03/24","136.68"	
"2020/03/25","139.48"	
"2020/03/26","145.98"	
"2020/03/27","142.65"	
"2020/03/28","142.65"	
"2020/03/29","142.65"	
"2020/03/30","146.24"	
"2020/03/31","144.97"	
"2020/04/01","139.53"	
"2020/04/02","141.61"	
"2020/04/03","139.98"	
"2020/04/04","139.98"	
"2020/04/05","139.98"	
"2020/04/06","148.1"	
"2020/04/07","149.27"	
"2020/04/08","153.06"	
"2020/04/09","155.5"	
"2020/04/10","155.5"	
"2020/04/11","155.5"	
"2020/04/12","155.5"	
"2020/04/13","155.5"	
"2020/04/14","158.1"	
"2020/04/15","153.84"	
"2020/04/16","153.84"	
"2020/04/17","157.9"	
"2020/04/18","157.9"	
"2020/04/19","157.9"	
"2020/04/20","155.99"	
"2020/04/21","151.29"	
"2020/04/22","153.9"	
"2020/04/23","154.53"	
