"基金名稱","綠色退休基金"	
"2008/04/24","108.45"	
"2008/04/25","109.54"	
"2008/04/26","109.54"	
"2008/04/27","109.54"	
"2008/04/28","109.74"	
"2008/04/29","109.15"	
"2008/04/30","109.05"	
"2008/05/01","109.05"	
"2008/05/02","110.83"	
"2008/05/03","110.83"	
"2008/05/04","110.83"	
"2008/05/05","110.73"	
"2008/05/06","111.32"	
"2008/05/07","110.53"	
"2008/05/08","110.92"	
"2008/05/09","109.83"	
"2008/05/10","109.83"	
"2008/05/11","109.83"	
"2008/05/12","109.83"	
"2008/05/13","110.62"	
"2008/05/14","110.82"	
"2008/05/15","111.81"	
"2008/05/16","112.59"	
"2008/05/17","112.59"	
"2008/05/18","112.59"	
"2008/05/19","113.08"	
"2008/05/20","111.99"	
"2008/05/21","110.81"	
"2008/05/22","110.91"	
"2008/05/23","109.72"	
"2008/05/24","109.72"	
"2008/05/25","109.72"	
"2008/05/26","109.23"	
"2008/05/27","109.52"	
"2008/05/28","109.72"	
"2008/05/29","110.22"	
"2008/05/30","110.72"	
"2008/05/31","110.72"	
"2008/06/01","110.72"	
"2008/06/02","110.12"	
"2008/06/03","109.53"	
"2008/06/04","109.33"	
"2008/06/05","110.32"	
"2008/06/06","108.74"	
"2008/06/07","108.74"	
"2008/06/08","108.74"	
"2008/06/09","108.74"	
"2008/06/10","106.96"	
"2008/06/11","105.77"	
"2008/06/12","105.07"	
"2008/06/13","105.96"	
"2008/06/14","105.96"	
"2008/06/15","105.96"	
"2008/06/16","106.36"	
"2008/06/17","106.46"	
"2008/06/18","105.66"	
"2008/06/19","105.07"	
"2008/06/20","103.69"	
"2008/06/21","103.69"	
"2008/06/22","103.69"	
"2008/06/23","103.29"	
"2008/06/24","103.09"	
"2008/06/25","103.59"	
"2008/06/26","101.81"	
"2008/06/27","101.31"	
"2008/06/28","101.31"	
"2008/06/29","101.31"	
"2008/06/30","101.61"	
"2008/07/01","101.61"	
"2008/07/02","99.52"	
"2008/07/03","99.42"	
"2008/07/04","99.03"	
"2008/07/05","99.03"	
"2008/07/06","99.03"	
"2008/07/07","98.83"	
"2008/07/08","98.83"	
"2008/07/09","98.63"	
"2008/07/10","98.73"	
"2008/07/11","97.54"	
"2008/07/12","97.54"	
"2008/07/13","97.54"	
"2008/07/14","97.24"	
"2008/07/15","96.05"	
"2008/07/16","96.94"	
"2008/07/17","98.52"	
"2008/07/18","98.72"	
"2008/07/19","98.72"	
"2008/07/20","98.72"	
"2008/07/21","99.11"	
"2008/07/22","99.71"	
"2008/07/23","100.3"	
"2008/07/24","98.81"	
"2008/07/25","98.61"	
"2008/07/26","98.61"	
"2008/07/27","98.61"	
"2008/07/28","97.53"	
"2008/07/29","98.12"	
"2008/07/30","99.72"	
"2008/07/31","99.22"	
"2008/08/01","98.22"	
"2008/08/02","98.22"	
"2008/08/03","98.22"	
"2008/08/04","97.33"	
"2008/08/05","98.91"	
"2008/08/06","98.91"	
"2008/08/07","98.32"	
"2008/08/08","98.91"	
"2008/08/09","98.91"	
"2008/08/10","98.91"	
"2008/08/11","99.71"	
"2008/08/12","98.72"	
"2008/08/13","97.63"	
"2008/08/14","97.92"	
"2008/08/15","97.73"	
"2008/08/16","97.73"	
"2008/08/17","97.73"	
"2008/08/18","97.23"	
"2008/08/19","95.75"	
"2008/08/20","96.24"	
"2008/08/21","96.54"	
"2008/08/22","96.54"	
"2008/08/23","96.54"	
"2008/08/24","96.54"	
"2008/08/25","96.24"	
"2008/08/26","96.05"	
"2008/08/27","96.65"	
"2008/08/28","97.95"	
"2008/08/29","97.65"	
"2008/08/30","97.65"	
"2008/08/31","97.65"	
"2008/09/01","96.96"	
"2008/09/02","96.66"	
"2008/09/03","95.96"	
"2008/09/04","93.38"	
"2008/09/05","92.39"	
"2008/09/06","92.39"	
"2008/09/07","92.39"	
"2008/09/08","94.57"	
"2008/09/09","92.29"	
"2008/09/10","92.29"	
"2008/09/11","92.0"	
"2008/09/12","93.48"	
"2008/09/13","93.48"	
"2008/09/14","93.48"	
"2008/09/15","93.48"	
"2008/09/16","89.42"	
"2008/09/17","86.64"	
"2008/09/18","88.28"	
"2008/09/19","92.63"	
"2008/09/20","92.63"	
"2008/09/21","92.63"	
"2008/09/22","91.24"	
"2008/09/23","90.25"	
"2008/09/24","89.85"	
"2008/09/25","91.24"	
"2008/09/26","90.64"	
"2008/09/27","90.64"	
"2008/09/28","90.64"	
"2008/09/29","84.68"	
"2008/09/30","85.97"	
"2008/10/01","85.97"	
"2008/10/02","83.08"	
"2008/10/03","82.88"	
"2008/10/04","82.88"	
"2008/10/05","82.88"	
"2008/10/06","78.13"	
"2008/10/07","78.13"	
"2008/10/08","73.08"	
"2008/10/09","69.59"	
"2008/10/10","66.22"	
"2008/10/11","66.22"	
"2008/10/12","66.22"	
"2008/10/13","72.57"	
"2008/10/14","74.36"	
"2008/10/15","69.54"	
"2008/10/16","68.66"	
"2008/10/17","69.64"	
"2008/10/18","69.64"	
"2008/10/19","69.64"	
"2008/10/20","72.3"	
"2008/10/21","71.01"	
"2008/10/22","66.65"	
"2008/10/23","66.65"	
"2008/10/24","63.97"	
"2008/10/25","63.97"	
"2008/10/26","63.97"	
"2008/10/27","61.4"	
"2008/10/28","65.57"	
"2008/10/29","67.76"	
"2008/10/30","69.74"	
"2008/10/31","70.04"	
"2008/11/01","70.04"	
"2008/11/02","70.04"	
"2008/11/03","70.24"	
"2008/11/04","73.41"	
"2008/11/05","71.73"	
"2008/11/06","67.67"	
"2008/11/07","68.63"	
"2008/11/08","68.63"	
"2008/11/09","68.63"	
"2008/11/10","68.73"	
"2008/11/11","66.46"	
"2008/11/12","63.81"	
"2008/11/13","65.58"	
"2008/11/14","64.6"	
"2008/11/15","64.6"	
"2008/11/16","64.6"	
"2008/11/17","63.22"	
"2008/11/18","63.32"	
"2008/11/19","60.55"	
"2008/11/20","56.68"	
"2008/11/21","58.47"	
"2008/11/22","58.47"	
"2008/11/23","58.47"	
"2008/11/24","62.14"	
"2008/11/25","63.13"	
"2008/11/26","64.12"	
"2008/11/27","64.72"	
"2008/11/28","65.19"	
"2008/11/29","65.19"	
"2008/11/30","65.19"	
"2008/12/01","60.74"	
"2008/12/02","61.93"	
"2008/12/03","62.82"	
"2008/12/04","61.74"	
"2008/12/05","62.03"	
"2008/12/06","62.03"	
"2008/12/07","62.03"	
"2008/12/08","65.2"	
"2008/12/09","64.7"	
"2008/12/10","65.39"	
"2008/12/11","65.2"	
"2008/12/12","64.8"	
"2008/12/13","64.8"	
"2008/12/14","64.8"	
"2008/12/15","65.1"	
"2008/12/16","67.06"	
"2008/12/17","67.65"	
"2008/12/18","67.16"	
"2008/12/19","66.17"	
"2008/12/20","66.17"	
"2008/12/21","66.17"	
"2008/12/22","65.28"	
"2008/12/23","64.98"	
"2008/12/24","64.98"	
"2008/12/25","64.98"	
"2008/12/26","64.98"	
"2008/12/27","64.98"	
"2008/12/28","64.98"	
"2008/12/29","65.87"	
"2008/12/30","66.86"	
"2008/12/31","67.16"	
