"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","167.95"	
"2018/01/02","168.95"	
"2018/01/03","169.6"	
"2018/01/04","171.09"	
"2018/01/05","172.21"	
"2018/01/06","172.21"	
"2018/01/07","172.21"	
"2018/01/08","172.19"	
"2018/01/09","172.65"	
"2018/01/10","172.64"	
"2018/01/11","173.38"	
"2018/01/12","174.4"	
"2018/01/13","174.4"	
"2018/01/14","174.4"	
"2018/01/15","175.13"	
"2018/01/16","174.47"	
"2018/01/17","175.49"	
"2018/01/18","175.2"	
"2018/01/19","176.32"	
"2018/01/20","176.32"	
"2018/01/21","176.32"	
"2018/01/22","177.32"	
"2018/01/23","177.88"	
"2018/01/24","177.96"	
"2018/01/25","178.33"	
"2018/01/26","179.63"	
"2018/01/27","179.63"	
"2018/01/28","179.63"	
"2018/01/29","178.2"	
"2018/01/30","176.79"	
"2018/01/31","176.97"	
"2018/02/01","177.06"	
"2018/02/02","173.58"	
"2018/02/03","173.58"	
"2018/02/04","173.58"	
"2018/02/05","168.31"	
"2018/02/06","167.65"	
"2018/02/07","168.39"	
"2018/02/08","163.78"	
"2018/02/09","164.06"	
"2018/02/10","164.06"	
"2018/02/11","164.06"	
"2018/02/12","166.01"	
"2018/02/13","166.09"	
"2018/02/14","168.33"	
"2018/02/15","170.47"	
"2018/02/16","170.47"	
"2018/02/17","170.47"	
"2018/02/18","170.47"	
"2018/02/19","170.47"	
"2018/02/20","170.43"	
"2018/02/21","169.87"	
"2018/02/22","169.68"	
"2018/02/23","171.63"	
"2018/02/24","171.63"	
"2018/02/25","171.63"	
"2018/02/26","172.83"	
"2018/02/27","171.43"	
"2018/02/28","169.46"	
"2018/03/01","167.21"	
"2018/03/02","166.92"	
"2018/03/03","166.92"	
"2018/03/04","166.92"	
"2018/03/05","168.21"	
"2018/03/06","169.23"	
"2018/03/07","168.94"	
"2018/03/08","169.78"	
"2018/03/09","171.54"	
"2018/03/10","171.54"	
"2018/03/11","171.54"	
"2018/03/12","171.8"	
"2018/03/13","171.14"	
"2018/03/14","170.3"	
"2018/03/15","169.92"	
"2018/03/16","170.01"	
"2018/03/17","170.01"	
"2018/03/18","170.01"	
"2018/03/19","168.4"	
"2018/03/20","168.77"	
"2018/03/21","168.48"	
"2018/03/22","165.77"	
"2018/03/23","163.06"	
"2018/03/24","163.06"	
"2018/03/25","163.06"	
"2018/03/26","165.55"	
"2018/03/27","164.7"	
"2018/03/28","164.41"	
"2018/03/29","165.53"	
"2018/03/30","165.53"	
"2018/03/31","165.53"	
"2018/04/01","165.53"	
"2018/04/02","165.53"	
"2018/04/03","164.19"	
"2018/04/04","165.11"	
"2018/04/05","165.11"	
"2018/04/06","164.54"	
"2018/04/07","164.54"	
"2018/04/08","164.54"	
"2018/04/09","164.99"	
"2018/04/10","167.51"	
"2018/04/11","166.84"	
"2018/04/12","167.3"	
"2018/04/13","167.11"	
"2018/04/14","167.11"	
"2018/04/15","167.11"	
"2018/04/16","168.3"	
"2018/04/17","169.5"	
"2018/04/18","170.24"	
"2018/04/19","169.76"	
"2018/04/20","168.17"	
"2018/04/21","168.17"	
"2018/04/22","168.17"	
"2018/04/23","168.15"	
"2018/04/24","167.31"	
