"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","101.58"	
"2013/01/02","103.84"	
"2013/01/03","103.74"	
"2013/01/04","104.13"	
"2013/01/05","104.13"	
"2013/01/06","104.13"	
"2013/01/07","103.94"	
"2013/01/08","103.54"	
"2013/01/09","104.03"	
"2013/01/10","104.92"	
"2013/01/11","105.21"	
"2013/01/12","105.21"	
"2013/01/13","105.21"	
"2013/01/14","105.21"	
"2013/01/15","105.41"	
"2013/01/16","105.11"	
"2013/01/17","105.7"	
"2013/01/18","106.0"	
"2013/01/19","106.0"	
"2013/01/20","106.0"	
"2013/01/21","106.0"	
"2013/01/22","106.39"	
"2013/01/23","106.2"	
"2013/01/24","106.69"	
"2013/01/25","107.48"	
"2013/01/26","107.48"	
"2013/01/27","107.48"	
"2013/01/28","107.57"	
"2013/01/29","107.77"	
"2013/01/30","107.67"	
"2013/01/31","107.48"	
"2013/02/01","108.46"	
"2013/02/02","108.46"	
"2013/02/03","108.46"	
"2013/02/04","107.18"	
"2013/02/05","107.67"	
"2013/02/06","107.96"	
"2013/02/07","107.47"	
"2013/02/08","107.96"	
"2013/02/09","107.96"	
"2013/02/10","107.96"	
"2013/02/11","107.96"	
"2013/02/12","107.96"	
"2013/02/13","107.96"	
"2013/02/14","108.06"	
"2013/02/15","107.77"	
"2013/02/16","107.77"	
"2013/02/17","107.77"	
"2013/02/18","107.96"	
"2013/02/19","108.85"	
"2013/02/20","108.26"	
"2013/02/21","106.78"	
"2013/02/22","107.57"	
"2013/02/23","107.57"	
"2013/02/24","107.57"	
"2013/02/25","106.78"	
"2013/02/26","106.49"	
"2013/02/27","107.47"	
"2013/02/28","108.13"	
"2013/03/01","107.74"	
"2013/03/02","107.74"	
"2013/03/03","107.74"	
"2013/03/04","108.03"	
"2013/03/05","109.01"	
"2013/03/06","109.4"	
"2013/03/07","109.7"	
"2013/03/08","109.89"	
"2013/03/09","109.89"	
"2013/03/10","109.89"	
"2013/03/11","110.29"	
"2013/03/12","110.28"	
"2013/03/13","109.99"	
"2013/03/14","110.68"	
"2013/03/15","110.77"	
"2013/03/16","110.77"	
"2013/03/17","110.77"	
"2013/03/18","109.89"	
"2013/03/19","109.59"	
"2013/03/20","110.08"	
"2013/03/21","109.59"	
"2013/03/22","109.98"	
"2013/03/23","109.98"	
"2013/03/24","109.98"	
"2013/03/25","109.49"	
"2013/03/26","110.08"	
"2013/03/27","109.78"	
"2013/03/28","110.17"	
"2013/03/29","110.17"	
"2013/03/30","110.17"	
"2013/03/31","110.17"	
"2013/04/01","110.17"	
"2013/04/02","110.46"	
"2013/04/03","109.68"	
"2013/04/04","109.68"	
"2013/04/05","108.8"	
"2013/04/06","108.8"	
"2013/04/07","108.8"	
"2013/04/08","109.38"	
"2013/04/09","110.17"	
"2013/04/10","111.64"	
"2013/04/11","112.23"	
"2013/04/12","111.74"	
"2013/04/13","111.74"	
"2013/04/14","111.74"	
"2013/04/15","109.77"	
"2013/04/16","110.45"	
"2013/04/17","109.17"	
"2013/04/18","108.68"	
"2013/04/19","109.57"	
"2013/04/20","109.57"	
"2013/04/21","109.57"	
"2013/04/22","110.05"	
"2013/04/23","111.33"	
"2013/04/24","111.82"	
