"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","110.71"	
"2007/01/02","111.4"	
"2007/01/03","111.1"	
"2007/01/04","110.91"	
"2007/01/05","109.84"	
"2007/01/06","109.84"	
"2007/01/07","109.84"	
"2007/01/08","109.94"	
"2007/01/09","109.94"	
"2007/01/10","109.43"	
"2007/01/11","110.14"	
"2007/01/12","110.95"	
"2007/01/13","110.95"	
"2007/01/14","110.95"	
"2007/01/15","111.34"	
"2007/01/16","111.15"	
"2007/01/17","111.24"	
"2007/01/18","111.15"	
"2007/01/19","111.54"	
"2007/01/20","111.54"	
"2007/01/21","111.54"	
"2007/01/22","111.13"	
"2007/01/23","111.63"	
"2007/01/24","112.23"	
"2007/01/25","111.43"	
"2007/01/26","110.84"	
"2007/01/27","110.84"	
"2007/01/28","110.84"	
"2007/01/29","111.03"	
"2007/01/30","111.71"	
"2007/01/31","111.91"	
"2007/02/01","112.9"	
"2007/02/02","113.0"	
"2007/02/03","113.0"	
"2007/02/04","113.0"	
"2007/02/05","112.8"	
"2007/02/06","113.39"	
"2007/02/07","113.79"	
"2007/02/08","113.29"	
"2007/02/09","112.99"	
"2007/02/10","112.99"	
"2007/02/11","112.99"	
"2007/02/12","112.5"	
"2007/02/13","113.39"	
"2007/02/14","114.57"	
"2007/02/15","114.76"	
"2007/02/16","114.76"	
"2007/02/17","114.76"	
"2007/02/18","114.76"	
"2007/02/19","114.76"	
"2007/02/20","114.76"	
"2007/02/21","114.47"	
"2007/02/22","114.57"	
"2007/02/23","114.57"	
"2007/02/24","114.57"	
"2007/02/25","114.57"	
"2007/02/26","114.86"	
"2007/02/27","111.87"	
"2007/02/28","111.68"	
"2007/03/01","111.2"	
"2007/03/02","110.57"	
"2007/03/03","110.57"	
"2007/03/04","110.57"	
"2007/03/05","108.96"	
"2007/03/06","110.64"	
"2007/03/07","110.85"	
"2007/03/08","111.63"	
"2007/03/09","111.73"	
"2007/03/10","111.73"	
"2007/03/11","111.73"	
"2007/03/12","112.12"	
"2007/03/13","110.54"	
"2007/03/14","109.74"	
"2007/03/15","110.63"	
"2007/03/16","110.53"	
"2007/03/17","110.53"	
"2007/03/18","110.53"	
"2007/03/19","111.83"	
"2007/03/20","112.62"	
"2007/03/21","113.81"	
"2007/03/22","114.4"	
"2007/03/23","114.6"	
"2007/03/24","114.6"	
"2007/03/25","114.6"	
"2007/03/26","114.6"	
"2007/03/27","114.11"	
"2007/03/28","113.41"	
"2007/03/29","113.81"	
"2007/03/30","113.61"	
"2007/03/31","113.61"	
"2007/04/01","113.61"	
"2007/04/02","114.11"	
"2007/04/03","115.01"	
"2007/04/04","115.3"	
"2007/04/05","115.3"	
"2007/04/06","115.3"	
"2007/04/07","115.3"	
"2007/04/08","115.3"	
"2007/04/09","115.3"	
"2007/04/10","116.19"	
"2007/04/11","115.8"	
"2007/04/12","116.09"	
"2007/04/13","116.49"	
"2007/04/14","116.49"	
"2007/04/15","116.49"	
"2007/04/16","117.75"	
"2007/04/17","117.95"	
"2007/04/18","118.15"	
"2007/04/19","117.74"	
"2007/04/20","118.74"	
"2007/04/21","118.74"	
"2007/04/22","118.74"	
"2007/04/23","118.54"	
"2007/04/24","118.15"	
