"基金名稱","綠色退休基金"	
"貨幣","HKD"	
"成立日期","2006/03/31"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2006/03/31","100.0"	
"2006/04/01","100.0"	
"2006/04/02","100.0"	
"2006/04/03","100.0"	
"2006/04/04","100.0"	
"2006/04/05","100.0"	
"2006/04/06","100.09"	
"2006/04/07","99.7"	
"2006/04/08","99.7"	
"2006/04/09","99.7"	
"2006/04/10","99.7"	
"2006/04/11","99.15"	
"2006/04/12","99.0"	
"2006/04/13","99.0"	
"2006/04/14","99.0"	
"2006/04/15","99.0"	
"2006/04/16","99.0"	
"2006/04/17","99.0"	
"2006/04/18","100.6"	
"2006/04/19","101.09"	
"2006/04/20","101.18"	
"2006/04/21","101.66"	
"2006/04/22","101.66"	
"2006/04/23","101.66"	
"2006/04/24","101.5"	
"2006/04/25","101.44"	
"2006/04/26","101.65"	
"2006/04/27","102.14"	
"2006/04/28","102.14"	
"2006/04/29","102.14"	
"2006/04/30","102.14"	
"2006/05/01","102.14"	
"2006/05/02","102.85"	
"2006/05/03","102.5"	
"2006/05/04","102.85"	
"2006/05/05","102.85"	
"2006/05/06","102.85"	
"2006/05/07","102.85"	
"2006/05/08","103.92"	
"2006/05/09","104.16"	
"2006/05/10","103.61"	
"2006/05/11","102.83"	
"2006/05/12","101.53"	
"2006/05/13","101.53"	
"2006/05/14","101.53"	
"2006/05/15","100.77"	
"2006/05/16","100.55"	
"2006/05/17","98.45"	
"2006/05/18","97.59"	
"2006/05/19","97.5"	
"2006/05/20","97.5"	
"2006/05/21","97.5"	
"2006/05/22","96.49"	
"2006/05/23","96.98"	
"2006/05/24","96.39"	
"2006/05/25","97.3"	
"2006/05/26","98.02"	
"2006/05/27","98.02"	
"2006/05/28","98.02"	
"2006/05/29","98.22"	
"2006/05/30","97.24"	
"2006/05/31","97.24"	
"2006/06/01","98.21"	
"2006/06/02","98.98"	
"2006/06/03","98.98"	
"2006/06/04","98.98"	
"2006/06/05","97.8"	
"2006/06/06","96.4"	
"2006/06/07","95.99"	
"2006/06/08","94.15"	
"2006/06/09","94.85"	
"2006/06/10","94.85"	
"2006/06/11","94.85"	
"2006/06/12","93.75"	
"2006/06/13","91.86"	
"2006/06/14","92.35"	
"2006/06/15","94.28"	
"2006/06/16","94.38"	
"2006/06/17","94.38"	
"2006/06/18","94.38"	
"2006/06/19","93.87"	
"2006/06/20","93.97"	
"2006/06/21","94.75"	
"2006/06/22","94.65"	
"2006/06/23","94.65"	
"2006/06/24","94.65"	
"2006/06/25","94.65"	
"2006/06/26","94.86"	
"2006/06/27","94.26"	
"2006/06/28","94.36"	
"2006/06/29","96.15"	
"2006/06/30","97.62"	
"2006/07/01","97.62"	
"2006/07/02","97.62"	
"2006/07/03","98.12"	
"2006/07/04","98.43"	
"2006/07/05","97.3"	
"2006/07/06","97.6"	
"2006/07/07","97.8"	
"2006/07/08","97.8"	
"2006/07/09","97.8"	
"2006/07/10","97.6"	
"2006/07/11","97.5"	
"2006/07/12","96.61"	
"2006/07/13","95.43"	
"2006/07/14","94.23"	
"2006/07/15","94.23"	
"2006/07/16","94.23"	
"2006/07/17","93.64"	
"2006/07/18","93.25"	
"2006/07/19","94.96"	
"2006/07/20","95.26"	
"2006/07/21","94.77"	
"2006/07/22","94.77"	
