"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","227.14"	
"2018/01/02","228.87"	
"2018/01/03","230.16"	
"2018/01/04","230.99"	
"2018/01/05","232.99"	
"2018/01/06","232.99"	
"2018/01/07","232.99"	
"2018/01/08","233.25"	
"2018/01/09","233.77"	
"2018/01/10","233.66"	
"2018/01/11","235.58"	
"2018/01/12","237.43"	
"2018/01/13","237.43"	
"2018/01/14","237.43"	
"2018/01/15","237.39"	
"2018/01/16","236.53"	
"2018/01/17","239.19"	
"2018/01/18","238.58"	
"2018/01/19","239.42"	
"2018/01/20","239.42"	
"2018/01/21","239.42"	
"2018/01/22","241.24"	
"2018/01/23","241.32"	
"2018/01/24","240.82"	
"2018/01/25","240.91"	
"2018/01/26","244.19"	
"2018/01/27","244.19"	
"2018/01/28","244.19"	
"2018/01/29","242.36"	
"2018/01/30","239.02"	
"2018/01/31","239.0"	
"2018/02/01","239.13"	
"2018/02/02","233.6"	
"2018/02/03","233.6"	
"2018/02/04","233.6"	
"2018/02/05","224.08"	
"2018/02/06","228.28"	
"2018/02/07","227.18"	
"2018/02/08","218.6"	
"2018/02/09","222.22"	
"2018/02/10","222.22"	
"2018/02/11","222.22"	
"2018/02/12","224.98"	
"2018/02/13","225.48"	
"2018/02/14","228.96"	
"2018/02/15","231.17"	
"2018/02/16","231.17"	
"2018/02/17","231.17"	
"2018/02/18","231.17"	
"2018/02/19","231.17"	
"2018/02/20","230.48"	
"2018/02/21","229.61"	
"2018/02/22","229.61"	
"2018/02/23","233.01"	
"2018/02/24","233.01"	
"2018/02/25","233.01"	
"2018/02/26","235.7"	
"2018/02/27","232.89"	
"2018/02/28","230.22"	
"2018/03/01","227.58"	
"2018/03/02","228.96"	
"2018/03/03","228.96"	
"2018/03/04","228.96"	
"2018/03/05","231.3"	
"2018/03/06","232.12"	
"2018/03/07","231.95"	
"2018/03/08","232.93"	
"2018/03/09","236.7"	
"2018/03/10","236.7"	
"2018/03/11","236.7"	
"2018/03/12","235.99"	
"2018/03/13","234.97"	
"2018/03/14","233.71"	
"2018/03/15","233.55"	
"2018/03/16","233.99"	
"2018/03/17","233.99"	
"2018/03/18","233.99"	
"2018/03/19","230.76"	
"2018/03/20","231.29"	
"2018/03/21","230.49"	
"2018/03/22","224.61"	
