"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","73.63"	
"2009/01/02","75.98"	
"2009/01/03","75.98"	
"2009/01/04","75.98"	
"2009/01/05","75.69"	
"2009/01/06","76.43"	
"2009/01/07","74.11"	
"2009/01/08","74.37"	
"2009/01/09","72.85"	
"2009/01/10","72.85"	
"2009/01/11","72.85"	
"2009/01/12","71.16"	
"2009/01/13","71.16"	
"2009/01/14","68.93"	
"2009/01/15","69.09"	
"2009/01/16","69.74"	
"2009/01/17","69.74"	
"2009/01/18","69.74"	
"2009/01/19","69.73"	
"2009/01/20","66.0"	
"2009/01/21","68.8"	
"2009/01/22","67.58"	
"2009/01/23","67.76"	
"2009/01/24","67.76"	
"2009/01/25","67.76"	
"2009/01/26","67.76"	
"2009/01/27","67.76"	
"2009/01/28","67.76"	
"2009/01/29","69.13"	
"2009/01/30","67.56"	
"2009/01/31","67.56"	
"2009/02/01","67.56"	
"2009/02/02","67.55"	
"2009/02/03","68.67"	
"2009/02/04","68.2"	
"2009/02/05","69.32"	
"2009/02/06","71.08"	
"2009/02/07","71.08"	
"2009/02/08","71.08"	
"2009/02/09","71.17"	
"2009/02/10","67.73"	
"2009/02/11","68.2"	
"2009/02/12","68.19"	
"2009/02/13","67.53"	
"2009/02/14","67.53"	
"2009/02/15","67.53"	
"2009/02/16","67.52"	
"2009/02/17","64.73"	
"2009/02/18","64.82"	
"2009/02/19","63.89"	
"2009/02/20","63.14"	
"2009/02/21","63.14"	
"2009/02/22","63.14"	
"2009/02/23","61.07"	
"2009/02/24","63.6"	
"2009/02/25","62.98"	
"2009/02/26","62.04"	
"2009/02/27","60.43"	
"2009/02/28","60.43"	
"2009/03/01","60.43"	
"2009/03/02","57.72"	
"2009/03/03","57.25"	
"2009/03/04","58.72"	
"2009/03/05","56.31"	
"2009/03/06","56.31"	
"2009/03/07","56.31"	
"2009/03/08","56.31"	
"2009/03/09","55.59"	
"2009/03/10","59.12"	
"2009/03/11","59.31"	
"2009/03/12","61.62"	
"2009/03/13","62.0"	
"2009/03/14","62.0"	
"2009/03/15","62.0"	
"2009/03/16","61.89"	
"2009/03/17","63.93"	
"2009/03/18","65.42"	
"2009/03/19","64.27"	
"2009/03/20","63.08"	
"2009/03/21","63.08"	
"2009/03/22","63.08"	
